biome,defName,label,mod,bodySize,status,belong,standout
Desert,BMT_MossBeetleLarvae,moss grub,Biomes! Caverns,0.699999988079071,ours,0.7583,0.2417
Desert,BMT_MossBeetlePupa,moss pupa,Biomes! Caverns,1,dormant,0.6503,0.3497
Desert,BMT_MossyFennec,mossy fennec,Biomes! Caverns,0.6000000238418579,ours,0.617,0.383
Desert,BMT_MucklurkerCatfish,mucklurker catfish,Biomes! Polluted Lands,0.8500000238418579,dormant,0.6621,0.3379
Desert,BMT_MutagenicNorphea,mutagenic norphea,Biomes! Polluted Lands,0.3199999928474426,dormant,0.7976,0.2024
Desert,BMT_MutatingTumorfishAdult,mutating tumorfish,Biomes! Polluted Lands,1.7999999523162842,dormant,0.6958,0.3042
Desert,BMT_MutatingTumorfishFry,mutating tumorfish fry,Biomes! Polluted Lands,0.800000011920929,dormant,0.6359,0.3641
Desert,BMT_MutatingTumorfishSpawn,mutating tumorfish spawn,Biomes! Polluted Lands,0.800000011920929,dormant,0.5806,0.4194
Desert,BMT_Pillbug,pillbug,Biomes! Caverns,0.4000000059604645,ours,0.5505,0.4495
Desert,BMT_PodWorm,pod worm,Biomes! Caverns,4,ours,0.5637,0.4363
Desert,BMT_Polluwog,polluwog,Biomes! Polluted Lands,0.10000000149011612,dormant,0.6361,0.3639
Desert,BMT_PustuleHornet,pustule hornet,Biomes! Polluted Lands,0.3199999928474426,dormant,0.8937,0.1063
Desert,BMT_PustuleHornetQueen,pustule queen,Biomes! Polluted Lands,1,dormant,0.8972,0.1028
Desert,BMT_PustuleHornetSpawned,pustule hornet,Biomes! Polluted Lands,0.3199999928474426,dormant,0.8937,0.1063
Desert,BMT_Rimebeak,rimebeak,Biomes! Caverns,1.399999976158142,dormant,0.6581,0.3419
Desert,BMT_RoyalRhino,royal rhino beetle,Biomes! Caverns,3,ours,0.6205,0.3795
Desert,BMT_RoyalRhinoLarvae,royal rhino grub,Biomes! Caverns,0.8999999761581421,dormant,0.875,0.125
Desert,BMT_RoyalRhinoPupa,royal rhino pupa,Biomes! Caverns,1,dormant,0.6503,0.3497
Desert,BMT_Sacapillar,sacapillar,Biomes! Polluted Lands,2.4000000953674316,dormant,0.8308,0.1692
Desert,BMT_SandLeaper,sand leaper,Biomes! Caverns,0.20000000298023224,dormant,0.8337,0.1663
Desert,BMT_SandPillar,sandpillar,Biomes! Caverns,0.800000011920929,dormant,0.8594,0.1406
Desert,BMT_Screecher,screecher,Biomes! Polluted Lands,1,dormant,0.4994,0.5006
Desert,BMT_ShatterjawBeetle,shatterjaw beetle,Biomes! Caverns,1,ours,0.5798,0.4202
Desert,BMT_ShatterjawBeetleLarvae,shatterjaw grub,Biomes! Caverns,0.8999999761581421,dormant,0.8672,0.1328
Desert,BMT_ShatterjawBeetlePupa,shatterjaw pupa,Biomes! Caverns,1,dormant,0.6503,0.3497
Desert,BMT_ShimmershellSnail,shimmershell snail,Biomes! Caverns,0.6000000238418579,ours,0.6944,0.3056
Desert,BMT_SilverSheep,silver sheep,Biomes! Caverns,0.8500000238418579,dormant,0.6972,0.3028
Desert,BMT_SludgeCrawler,sludgecrawler,Biomes! Polluted Lands,2.5999999046325684,dormant,0.5516,0.4484
Desert,BMT_SmogMoth,smog moth,Biomes! Polluted Lands,0.7699999809265137,dormant,0.7219,0.2781
Desert,BMT_SmogMothLarvae,smog caterpillar,Biomes! Polluted Lands,0.5,dormant,0.6241,0.3759
Desert,BMT_SmogPupa,smog pupa,Biomes! Polluted Lands,1,dormant,0.5839,0.4161
Desert,BMT_SmolderstingScorpion,smoldersting scorpion,Biomes! Caverns,2,foreign,0.6522,0.3478
Desert,BMT_Snowstalker,snowstalker,Biomes! Caverns,1,dormant,0.7407,0.2593
Desert,BMT_SonarRabbit,sonar rabbit,Biomes! Caverns,0.20000000298023224,ours,0.7003,0.2997
Desert,BMT_Stoneback,stoneback,Biomes! Caverns,0.4000000059604645,dormant,0.9697,0.0303
Desert,BMT_Swarmcaller,swarmcaller,Biomes! Polluted Lands,1,dormant,0.741,0.259
Desert,BMT_TaintedTurtle,tainted turtle,Biomes! Polluted Lands,0.5,dormant,0.6454,0.3546
Desert,BMT_Thrumbungus,thrumbungus,Biomes! Caverns,4,dormant,0.6517,0.3483
Desert,BMT_ToxSheep,tox-wool sheep,Biomes! Polluted Lands,0.75,dormant,0.6426,0.3574
Desert,BMT_TripleSnapper,triple snapper,Biomes! Polluted Lands,1.399999976158142,dormant,0.5928,0.4072
Desert,BMT_TruffleMole,truffle mole,Biomes! Caverns,0.8999999761581421,ours,0.9549,0.0451
Desert,BMT_Varmot,varmot,Biomes! Polluted Lands,0.20000000298023224,dormant,0.6068,0.3932
Desert,BMT_WasteHound,waste hound,Biomes! Polluted Lands,0.8600000143051147,dormant,0.7909,0.2091
Desert,BMT_Woollybat,woolly bat,Biomes! Caverns,1.2000000476837158,ours,0.7073,0.2927
Desert,BMT_Xyrion,xyrion,Biomes! Caverns,0.8999999761581421,ours,0.6691,0.3309
Desert,BMT_Yooka,yooka,Biomes! Caverns,2.0999999046325684,ours,0.6372,0.3628
Desert,Badger,badger,Odyssey,0.6000000238418579,dormant,0.7343,0.2657
Desert,Bantha,bantha,Star Wars Animal Collection (Continued),4,ours,0.7882,0.2118
Desert,Bardelot,bardelot,Beasts of the Rim (Continued),0.550000011920929,foreign,0.6359,0.3641
Desert,Bear_Grizzly,grizzly bear,Core,2.1500000953674316,ours,0.6086,0.3914
Desert,Bear_Polar,polar bear,Core,2.1500000953674316,ours,0.568,0.432
Desert,Behemoth,behemoth,Star Wars Animal Collection (Continued),6,ours,0.8355,0.1645
Desert,Beldon,beldon,Star Wars Animal Collection (Continued),6,ours,0.7585,0.2415
Desert,BiomesIslands_Flamingo,rose flamingo,Biomes! Core,0.699999988079071,dormant,0.8003,0.1997
Desert,Bison,bison,Core,2.4000000953674316,ours,0.7536,0.2464
Desert,BlackBear,black bear,Beasts of the Rim (Continued),2.1500000953674316,dormant,0.3516,0.6484
Desert,BlackBearMan,black bear man,Beasts of the Rim (Continued),1,dormant,0.5127,0.4873
Desert,Blarth,blarth,Star Wars Animal Collection (Continued),0.3199999928474426,foreign,0.8059,0.1941
Desert,Blixus,blixus,Star Wars Animal Collection (Continued),4,ours,0.6778,0.3222
Desert,Bluebird,bluebird,Odyssey,0.15000000596046448,dormant,0.6498,0.3502
Desert,Blurrg,blurrg,Star Wars Animal Collection (Continued),2.5,ours,0.7424,0.2576
Desert,Boarwolf,Boar-wolf,Star Wars Animal Collection (Continued),2,ours,0.8522,0.1478
Desert,BogHound,bog hound,Odyssey,0.8500000238418579,dormant,0.7122,0.2878
Desert,Bogwing,bogwing,Star Wars Animal Collection (Continued),0.699999988079071,ours,0.7611,0.2389
Desert,Bolotaur,bolotaur,Star Wars Animal Collection (Continued),3,ours,0.6113,0.3887
Desert,Boma,boma,Star Wars Animal Collection (Continued),2,ours,0.888,0.112
Desert,Boomalope,boomalope,Core,2,ours,0.8004,0.1996
Desert,Boomrat,boomrat,Core,0.20000000298023224,ours,0.9202,0.0798
Desert,Borcatu,Borcatu,Star Wars Animal Collection (Continued),0.4000000059604645,ours,0.8175,0.1825
Desert,Bordok,bordok,Star Wars Animal Collection (Continued),1.399999976158142,ours,0.8201,0.1799
Desert,Brezak,brezak,Star Wars Animal Collection (Continued),3,ours,0.8476,0.1524
Desert,BroodLord,brood lord,Horrors (Continued),13.199999809265137,dormant,0.5673,0.4327
Desert,Bulbfreak,bulbfreak,Anomaly,3.5,dormant,0.9135,0.0865
Desert,Bullfrog,bullfrog,Odyssey,0.20000000298023224,foreign,0.7773,0.2227
Desert,Bulwark,bulwark,Horrors (Continued),6.199999809265137,foreign,0.5673,0.4327
Desert,Bursa,bursa,Star Wars Animal Collection (Continued),2.5,ours,0.9477,0.0523
Desert,CACrystalScythe,Crystal scythe,Caravan Adventures,1,dormant,0.6981,0.3019
Desert,CADevourer,Devourer,Caravan Adventures,3.200000047683716,dormant,0.7347,0.2653
Desert,CAEndBossMech,Judgment,Caravan Adventures,3.200000047683716,dormant,0.6016,0.3984
Desert,CAHarbinger,Harbinger,Caravan Adventures,1,dormant,0.7285,0.2715
Desert,CAHavoc,Havoc,Caravan Adventures,1,dormant,0.7197,0.2803
Desert,CAMech_Scyther,summoned scyther,Caravan Adventures,1,dormant,0.6828,0.3172
Desert,CanCell,can-cell,Star Wars Animal Collection (Continued),1.4500000476837158,ours,0.8679,0.1321
Desert,Cannok,cannok,Star Wars Animal Collection (Continued),0.8500000238418579,ours,0.9794,0.0206
Desert,Capybara,capybara,Core,0.75,ours,0.6528,0.3472
Desert,Caribou,caribou,Core,1,foreign,0.7882,0.2118
Desert,Cassowary,cassowary,Core,0.6000000238418579,dormant,0.6485,0.3515
Desert,Castoroides,castoroides,Megafauna,1.75,dormant,0.8804,0.1196
Desert,Cat,cat,Core,0.3199999928474426,dormant,0.7095,0.2905
Desert,Cat_Scimitar,scimitar cat,Odyssey,1.2999999523162842,dormant,0.7223,0.2777
Desert,Chalicotherium,chalicotherium,Megafauna,4,dormant,0.8125,0.1875
Desert,Chicken,chicken,Core,0.30000001192092896,dormant,0.6689,0.3311
Desert,Chimera,chimera,Anomaly,2.1500000953674316,dormant,0.7122,0.2878
Desert,Chinchilla,chinchilla,Core,0.3499999940395355,ours,0.6405,0.3595
Desert,ChrysalideRancor,chrysalide rancor,Star Wars Animal Collection (Continued),8,ours,0.6807,0.3193
Desert,Clodhopper,clodhopper,Star Wars Animal Collection (Continued),0.5,ours,0.7724,0.2276
Desert,Cobra,cobra,Core,0.25,dormant,0.7396,0.2604
Desert,ColossusToad,colossus toad,Odyssey,0.800000011920929,foreign,0.7965,0.2035
Desert,Convor,convor,Star Wars Animal Collection (Continued),0.4000000059604645,ours,0.8863,0.1137
Desert,CorellianHound,corellian hound,Star Wars Animal Collection (Continued),0.8500000238418579,ours,0.7288,0.2712
Desert,Corinathoth,corinathoth,Star Wars Animal Collection (Continued),4,ours,0.8432,0.1568
Desert,Cougar,cougar,Core,1,ours,0.8941,0.1059
Desert,Cow,cow,Core,2.4000000953674316,dormant,0.6187,0.3813
Desert,Crow,crow,Odyssey,0.15000000596046448,dormant,0.4891,0.5109
Desert,DA_ArcticOwlcat,arctic owlcat,Dark Ages : Beasts and Monsters,0.3799999952316284,dormant,0.6915,0.3085
Desert,DA_Barog,barogoth,Dark Ages : Beasts and Monsters,2.4000000953674316,foreign,0.8682,0.1318
Desert,DA_BeardedTroll,bearded troll,Dark Ages : Beasts and Monsters,2,foreign,0.7065,0.2935
Desert,DA_BlackScribe,black scribe,Dark Ages : Beasts and Monsters,0.5,ours,0.5163,0.4837
Desert,DA_Crestel,crestel,Dark Ages : Beasts and Monsters,4,foreign,0.7062,0.2938
Desert,DA_DwarvenMuffton,dwarven muffton,Dark Ages : Beasts and Monsters,1.2999999523162842,foreign,0.696,0.304
Desert,DA_ForestOwlcat,forest owlcat,Dark Ages : Beasts and Monsters,0.3799999952316284,dormant,0.6764,0.3236
Desert,DA_Goldilox,goldilox,Dark Ages : Beasts and Monsters,4,dormant,0.7986,0.2014
Desert,DA_ImperialRedhound,imperial redhound,Dark Ages : Beasts and Monsters,2.1500000953674316,dormant,0.6849,0.3151
Desert,DA_IroncasketBeetle,ironcasket beetle,Dark Ages : Beasts and Monsters,0.5,dormant,0.6547,0.3453
Desert,DA_Karabal,karabal,Dark Ages : Beasts and Monsters,1.399999976158142,ours,0.5874,0.4126
Desert,DA_LeviathanCrab,leviathan,Dark Ages : Beasts and Monsters,3.299999952316284,dormant,0.6402,0.3598
Desert,DA_NorthernDrog,northern drog,Dark Ages : Beasts and Monsters,4,foreign,0.7575,0.2425
Desert,DA_Phrak,phrak,Dark Ages : Beasts and Monsters,0.30000001192092896,foreign,0.6888,0.3112
Desert,DA_Pilgrim,pilgrim,Dark Ages : Beasts and Monsters,2.4000000953674316,ours,0.7208,0.2792
Desert,DA_RedhornedLarpah,red-horned larpah,Dark Ages : Beasts and Monsters,1,ours,0.6628,0.3372
Desert,DA_RockTroll,rock troll,Dark Ages : Beasts and Monsters,4.5,dormant,0.6656,0.3344
Desert,DA_SilverMole,silver mole,Dark Ages : Beasts and Monsters,0.20000000298023224,dormant,0.7437,0.2563
Desert,DA_Snaptoad,giant snaptoad,Dark Ages : Beasts and Monsters,2.299999952316284,foreign,0.8682,0.1318
Desert,DA_SnowTaraal,snow taraal,Dark Ages : Beasts and Monsters,2.5,foreign,0.6656,0.3344
Desert,DA_Taraal,taraal,Dark Ages : Beasts and Monsters,2.5,foreign,0.7442,0.2558
Desert,DZY_RNGChicken,chaos chicken,R-Hen-G: Chaos Chickens,0.30000001192092896,dormant,0.6149,0.3851
Desert,Dactillion,dactillion,Star Wars Animal Collection (Continued),3,ours,0.7841,0.2159
Desert,Daeodon,daeodon,Megafauna,3,dormant,0.7801,0.2199
Desert,Dalgo,dalgo,Star Wars Animal Collection (Continued),2.5,ours,0.6442,0.3558
Desert,Deer,deer,Core,1.2000000476837158,ours,0.7279,0.2721
Desert,Deinotherium,deinotherium,Megafauna,5.5,dormant,0.7356,0.2644
Desert,Devourer,devourer,Anomaly,4,dormant,0.7595,0.2405
Desert,Devourers,devourer,Star Wars Animal Collection (Continued),2.5,ours,0.9044,0.0956
Desert,Dewback,dewback,Star Wars Animal Collection (Continued),3,ours,0.7538,0.2462
Desert,Dianoga,dianoga,Star Wars Animal Collection (Continued),4,ours,0.7732,0.2268
Desert,Dinocrocuta,dinocrocuta,Megafauna,3.5,ours,0.8354,0.1646
Desert,Dinopithecus,dinopithecus,Megafauna,2.5,dormant,0.7772,0.2228
Desert,Dinornis,dinornis,Megafauna,5,ours,0.9447,0.0553
Desert,Diprotodon,diprotodon,Megafauna,4.199999809265137,dormant,0.8413,0.1587
Desert,Doedicurus,doedicurus,Megafauna,3,ours,0.8156,0.1844
Desert,Donkey,donkey,Core,1.399999976158142,ours,0.7336,0.2664
Desert,Dragonsnake,Dragonsnake,Star Wars Animal Collection (Continued),4,foreign,0.7995,0.2005
Desert,Dreadmeld,dreadmeld,Anomaly,5,dormant,0.9025,0.0975
Desert,Drexl,drexl,Star Wars Animal Collection (Continued),5,ours,0.7654,0.2346
Desert,Dromedary,dromedary,Core,2.0999999046325684,ours,0.9144,0.0856
Desert,Drone_Hunter,hunter drone,Odyssey,0.699999988079071,dormant,0.774,0.226
Desert,Drone_Sentry,sentry drone,Odyssey,1,dormant,0.6527,0.3473
Desert,Drone_Wasp,wasp,Odyssey,0.25,dormant,0.7099,0.2901
Desert,Dryad_Barkskin,barkskin dryad,Ideology,0.6499999761581421,dormant,0.7373,0.2627
Desert,Dryad_Basic,immature dryad,Ideology,0.6669999957084656,dormant,0.7755,0.2245
Desert,Dryad_Berrymaker,berrymaker dryad,Ideology,0.6669999957084656,dormant,0.804,0.196
Desert,Dryad_Carrier,carrier dryad,Ideology,0.6669999957084656,dormant,0.8533,0.1467
Desert,Dryad_Clawer,clawer dryad,Ideology,0.6669999957084656,dormant,0.9261,0.0739
Desert,Dryad_Gaumaker,gaumaker dryad,Ideology,0.6669999957084656,dormant,0.8226,0.1774
Desert,Dryad_Medicinemaker,medicinemaker dryad,Ideology,0.6669999957084656,dormant,0.8104,0.1896
Desert,Dryad_Woodmaker,woodmaker dryad,Ideology,0.6669999957084656,dormant,0.767,0.233
Desert,Duck,duck,Core,0.30000001192092896,foreign,0.8159,0.1841
Desert,ERN_Amaro,amaro,Erin's Final Fantasy Animals,1.25,ours,0.5594,0.4406
Desert,ERN_BigCarbuncle,grand carbuncle,Erin's Final Fantasy Animals,1,dormant,0.6878,0.3122
Desert,ERN_Carbuncle,carbuncle,Erin's Final Fantasy Animals,0.6000000238418579,dormant,0.6979,0.3021
Desert,ERN_Chocobo,chocobo,Erin's Final Fantasy Animals,1,dormant,0.6722,0.3278
Desert,Elasmotherium,elasmotherium,Megafauna,4,foreign,0.6921,0.3079
Desert,Elephant,elephant,Core,4,ours,0.6354,0.3646
Desert,Elk,elk,Core,2.0999999046325684,foreign,0.6804,0.3196
Desert,Emu,emu,Core,0.6000000238418579,dormant,0.6782,0.3218
Desert,EnergySpider,energy spider,Star Wars Animal Collection (Continued),3,ours,0.8345,0.1655
Desert,Enhydriodon,enhydriodon,Megafauna,3,dormant,0.6766,0.3234
Desert,Eopie,eopie,Star Wars Animal Collection (Continued),1.399999976158142,ours,0.8498,0.1502
Desert,Falumpaset,falumpaset,Star Wars Animal Collection (Continued),3,ours,0.9678,0.0322
Desert,Fambaa,fambaa,Star Wars Animal Collection (Continued),6,ours,0.7487,0.2513
Desert,Fanback,fanback,Star Wars Animal Collection (Continued),2,ours,0.8214,0.1786
Desert,FancyRat,fancy rat,AA FancyRats,0.15000000596046448,ours,0.7437,0.2563
Desert,FeralGrazer,feral grazer,Star Wars Animal Collection (Continued),2,ours,0.9415,0.0585
Desert,FeralNerf,feral nerf,Star Wars Animal Collection (Continued),1,ours,0.7417,0.2583
Desert,Fingerspike,fingerspike,Anomaly,0.6000000238418579,dormant,0.9336,0.0664
Desert,Flamingo,flamingo,Odyssey,0.6000000238418579,dormant,0.836,0.164
Desert,FleshmassNucleus,fleshmass nucleus,Anomaly,1,dormant,0.5377,0.4623
Desert,Fox_Arctic,arctic fox,Core,0.550000011920929,ours,0.6772,0.3228
Desert,Fox_Fennec,fennec fox,Core,0.550000011920929,ours,0.972,0.028
Desert,Fox_Red,red fox,Core,0.550000011920929,ours,0.7195,0.2805
Desert,FrilledGorg,frilled gorg,Star Wars Animal Collection (Continued),0.4000000059604645,ours,0.8392,0.1608
Desert,FrogDog,frog dog,Star Wars Animal Collection (Continued),0.8500000238418579,ours,0.8773,0.1227
Desert,GR_AberrantFleshbeast,aberrant fleshbeast,Vanilla Genetics Expanded,5,dormant,0.8275,0.1725
Desert,GR_AnimusHare,animus hare,Vanilla Genetics Expanded,0.3499999940395355,dormant,0.6962,0.3038
Desert,GR_ArchotechCentipede,archocentipede,Vanilla Genetics Expanded,20,dormant,0.6236,0.3764
Desert,GR_BearBug,bear bug,Vanilla Genetics Expanded,2,dormant,0.7296,0.2704
Desert,GR_Bearalope,bearalope,Vanilla Genetics Expanded,1.5,dormant,0.8168,0.1832
Desert,GR_Bearcat,bearcat,Vanilla Genetics Expanded,1.75,dormant,0.7437,0.2563
Desert,GR_Bearchicken,bearchicken,Vanilla Genetics Expanded,0.8100000023841858,dormant,0.841,0.159
Desert,GR_Bearffalo,bearffalo,Vanilla Genetics Expanded,1.5,dormant,0.7571,0.2429
Desert,GR_Bearhorse,bearhorse,Vanilla Genetics Expanded,3.5,dormant,0.7249,0.2751
Desert,GR_Bearman,bearman,Vanilla Genetics Expanded,1.25,dormant,0.7723,0.2277
Desert,GR_Bearmole,bearmole,Vanilla Genetics Expanded,0.800000011920929,dormant,0.8226,0.1774
Desert,GR_Bearodile,bearodile,Vanilla Genetics Expanded,3.5,dormant,0.7363,0.2637
Desert,GR_Bearscarab,bearscarab,Vanilla Genetics Expanded,3,dormant,0.8203,0.1797
Desert,GR_Bearwolf,bearwolf,Vanilla Genetics Expanded,1,dormant,0.7154,0.2846
Desert,GR_Beaverwolf,beaverwolf,Vanilla Genetics Expanded,0.8999999761581421,dormant,0.7425,0.2575
Desert,GR_Beetlefleet,beetlefleet,Vanilla Genetics Expanded,0.30000001192092896,dormant,0.7839,0.2161
Desert,GR_Boomabear,boomabear,Vanilla Genetics Expanded,2.5,dormant,0.9163,0.0837
Desert,GR_Boomachicken,boomachicken,Vanilla Genetics Expanded,0.75,dormant,0.9159,0.0841
Desert,GR_Boomalisk,boomalisk,Vanilla Genetics Expanded,2,dormant,0.8492,0.1508
Desert,GR_Booman,booman,Vanilla Genetics Expanded,1.25,dormant,0.8804,0.1196
Desert,GR_Boombeetle,boombeetle,Vanilla Genetics Expanded,1.5,dormant,0.9323,0.0677
Desert,GR_Boomcat,boomcat,Vanilla Genetics Expanded,1.5,dormant,0.9371,0.0629
Desert,GR_Boomffalo,boomffalo,Vanilla Genetics Expanded,2.25,dormant,0.9203,0.0797
Desert,GR_Boomhorse,boomhorse,Vanilla Genetics Expanded,2,dormant,0.9221,0.0779
Desert,GR_Boomnotherium,boomnotherium,Vanilla Genetics Expanded,5.5,dormant,0.896,0.104
Desert,GR_Boomsnake,boomsnake,Vanilla Genetics Expanded,1.5,dormant,0.9004,0.0996
Desert,GR_Boomsquirrel,boomsquirrel,Vanilla Genetics Expanded,1.2999999523162842,dormant,0.9218,0.0782
Desert,GR_Boomwolf,boomwolf,Vanilla Genetics Expanded,1.5,dormant,0.9292,0.0708
Desert,GR_Catalope,catalope,Vanilla Genetics Expanded,0.2549999952316284,dormant,0.8823,0.1177
Desert,GR_Catbear,catbear,Vanilla Genetics Expanded,0.4000000059604645,dormant,0.6941,0.3059
Desert,GR_Catchicken,catchicken,Vanilla Genetics Expanded,0.2549999952316284,dormant,0.709,0.291
Desert,GR_Catffalo,catffalo,Vanilla Genetics Expanded,0.4000000059604645,dormant,0.7671,0.2329
Desert,GR_Cathorse,cathorse,Vanilla Genetics Expanded,2,dormant,0.8645,0.1355
Desert,GR_Catman,catman,Vanilla Genetics Expanded,0.2549999952316284,dormant,0.7785,0.2215
Desert,GR_Catrabbit,catrabbit,Vanilla Genetics Expanded,0.30000001192092896,dormant,0.6892,0.3108
Desert,GR_Catwolf,catwolf,Vanilla Genetics Expanded,0.4000000059604645,dormant,0.6336,0.3664
Desert,GR_Chickenbear,chickenbear,Vanilla Genetics Expanded,0.30000001192092896,dormant,0.7027,0.2973
Desert,GR_Chickencat,chickencat,Vanilla Genetics Expanded,0.30000001192092896,dormant,0.7105,0.2895
Desert,GR_Chickenffalo,chickenffalo,Vanilla Genetics Expanded,0.20000000298023224,dormant,0.7363,0.2637
Desert,GR_Chickenhorse,chickenhorse,Vanilla Genetics Expanded,1,dormant,0.6316,0.3684
Desert,GR_Chickenlizard,chickenlizard,Vanilla Genetics Expanded,0.30000001192092896,dormant,0.7099,0.2901
Desert,GR_Chickenlodon,chickenlodon,Vanilla Genetics Expanded,2,dormant,0.6417,0.3583
Desert,GR_Chickenlope,chickenlope,Vanilla Genetics Expanded,0.18000000715255737,dormant,0.9075,0.0925
Desert,GR_Chickenrabbit,chickenrabbit,Vanilla Genetics Expanded,0.15000000596046448,dormant,0.6892,0.3108
Desert,GR_Chickenspider,chickenspider,Vanilla Genetics Expanded,1.100000023841858,dormant,0.6176,0.3824
Desert,GR_Chickenwolf,chickenwolf,Vanilla Genetics Expanded,0.30000001192092896,dormant,0.7371,0.2629
Desert,GR_Crocorse,crocorse,Vanilla Genetics Expanded,2.75,dormant,0.7572,0.2428
Desert,GR_Doedicoon,doedicoon,Vanilla Genetics Expanded,0.30000001192092896,dormant,0.8102,0.1898
Desert,GR_Dogman,dogman,Vanilla Genetics Expanded,0.75,dormant,0.7455,0.2545
Desert,GR_Elasmobearium,elasmobearium,Vanilla Genetics Expanded,4,dormant,0.6945,0.3055
Desert,GR_FleshGrowth,flesh growth,Vanilla Genetics Expanded,5,dormant,0.8522,0.1478
Desert,GR_FleshMonstrosity,flesh monstrosity,Vanilla Genetics Expanded,5,dormant,0.8294,0.1706
Desert,GR_Fleshling,fleshling,Vanilla Genetics Expanded,0.20000000298023224,dormant,0.8535,0.1465
Desert,GR_Groundffalo,groundffalo,Vanilla Genetics Expanded,3,dormant,0.7427,0.2573
Desert,GR_Hurseman,hurseman,Vanilla Genetics Expanded,2.4000000953674316,dormant,0.7501,0.2499
Desert,GR_Lizardman,lizardman,Vanilla Genetics Expanded,1.5,dormant,0.7219,0.2781
Desert,GR_Lizardochs,lizardochs,Vanilla Genetics Expanded,3,dormant,0.8982,0.1018
Desert,GR_Manalope,manalope,Vanilla Genetics Expanded,0.5,dormant,0.8032,0.1968
Desert,GR_Manbear,manbear,Vanilla Genetics Expanded,0.3499999940395355,dormant,0.6845,0.3155
Desert,GR_Mancat,mancat,Vanilla Genetics Expanded,1.5,dormant,0.8553,0.1447
Desert,GR_Manchicken,manchicken,Vanilla Genetics Expanded,2,dormant,0.6564,0.3436
Desert,GR_Manffalo,manffalo,Vanilla Genetics Expanded,2.4000000953674316,dormant,0.8285,0.1715
Desert,GR_Manscarab,manscarab,Vanilla Genetics Expanded,1,dormant,0.8786,0.1214
Desert,GR_Mansquirrel,mansquirrel,Vanilla Genetics Expanded,0.30000001192092896,dormant,0.8745,0.1255
Desert,GR_Mantistanis,mantistanis,Vanilla Genetics Expanded,3,dormant,0.7609,0.2391
Desert,GR_Manwolf,manwolf,Vanilla Genetics Expanded,2,dormant,0.9167,0.0833
Desert,GR_MeadowLizard,meadow lizard,Vanilla Genetics Expanded,1.5,dormant,0.4641,0.5359
Desert,GR_Mechabear,mechabear,Vanilla Genetics Expanded,2,dormant,0.7077,0.2923
Desert,GR_Mechacat,mechacat,Vanilla Genetics Expanded,1.2999999523162842,dormant,0.6906,0.3094
