defName,label,mod,bodySize,status,cluster,hue,sat,val,aspect,spiky
Metalhorror,metalhorror,Anomaly,1,dormant,4,0.0185,0.089,0.201,1.0,1.688
Mink,mink,Odyssey,0.3499999940395355,dormant,14,0.0698,0.545,0.243,0.596,1.041
MonitorLizard,monitor lizard,Odyssey,0.6000000238418579,dormant,4,0.0595,0.253,0.329,0.288,1.355
Monkey,monkey,Core,0.3499999940395355,ours,15,0.0452,0.497,0.384,0.375,1.333
Moose,moose,Odyssey,2.5,dormant,4,0.0765,0.302,0.311,1.127,1.196
Mott,mott,Star Wars Animal Collection (Continued),0.75,ours,0,0.074,0.156,0.658,0.547,1.078
Mudhorn,mudhorn,Star Wars Animal Collection (Continued),4,ours,4,0.0663,0.209,0.2,0.761,1.037
Muffalo,muffalo,Core,2.4000000953674316,ours,19,0.541,0.139,0.51,1.044,0.936
Muskox,muskox,Odyssey,2.5,dormant,21,0.0934,0.271,0.268,0.766,0.995
MutantCow,cow,Advanced Biomes (Continued),2,dormant,22,0.0876,0.45,0.361,0.789,1.224
Mynock,mynock,Star Wars Animal Collection (Continued),0.5,ours,9,0.1325,0.421,0.435,0.964,1.876
Narglatch,narglatch,Star Wars Animal Collection (Continued),4,ours,16,0.6135,0.324,0.212,0.635,1.186
Neanderthal,neanderthal,Beasts of the Rim (Continued),1,dormant,5,0.0865,0.557,0.573,0.446,1.223
Neebray,neebray,Star Wars Animal Collection (Continued),0.20000000298023224,ours,3,0.9462,0.464,0.436,0.909,1.06
Nerf,nerf,Star Wars Animal Collection (Continued),2,ours,0,0.0653,0.109,0.564,0.831,1.001
Nexu,nexu,Star Wars Animal Collection (Continued),2.5,ours,2,0.2771,0.049,0.471,0.722,1.482
Nociosphere,nociosphere,Anomaly,3.5999999046325684,dormant,14,0.0004,0.571,0.505,0.951,0.965
Noctol,noctol,Anomaly,1,dormant,16,0.5966,0.056,0.189,0.911,1.893
Nuna,nuna,Star Wars Animal Collection (Continued),0.6000000238418579,ours,16,0.5951,0.234,0.396,0.67,0.951
Ollopom,ollopom,Star Wars Animal Collection (Continued),0.6000000238418579,foreign,5,0.1236,0.403,0.523,0.467,1.305
Orray,orray,Star Wars Animal Collection (Continued),2,ours,22,0.0901,0.426,0.531,0.747,0.964
Ostrich,ostrich,Core,1,dormant,0,0.0091,0.095,0.684,0.947,1.079
Otter,otter,Odyssey,0.4000000059604645,dormant,16,0.6514,0.061,0.306,0.383,1.221
OuterRim_AstromechDroid,Astromech Droid,Outer Rim - Droid Depot,0.75,dormant,0,0.0,0.0,0.656,0.771,1.066
OuterRim_DUMDroid,DUM Repair Droid,Outer Rim - Droid Depot,0.75,dormant,0,0.0,0.0,0.499,0.545,1.273
OuterRim_DestroyerDroid,Destroyer Droid,Outer Rim - Droid Depot,1,dormant,0,0.9737,0.016,0.372,0.574,1.315
OuterRim_FX7Droid,fx-7 medical droid,Outer Rim - Droid Depot,0.75,dormant,21,0.1071,0.03,0.296,0.505,1.056
OuterRim_GNKDroid,GNK Power Droid,Outer Rim - Droid Depot,1,dormant,13,0.1762,0.0,0.617,0.674,1.028
OuterRim_MSEDroid,MSE Repair Droid,Outer Rim - Droid Depot,0.5,dormant,0,0.0,0.0,0.611,0.653,1.051
OuterRim_MuckrakerDroid,Muckraker Crab Droid,Outer Rim - Droid Depot,1.2000000476837158,dormant,0,0.0,0.002,0.68,1.105,1.525
OuterRim_SalvageAssistDroid,salvage assist droid,Outer Rim - Droid Depot,0.5,dormant,11,0.1042,0.009,0.631,0.988,1.035
PaintedSpat,painted spat,Star Wars Animal Collection (Continued),1.5,ours,0,0.0797,0.251,0.528,0.523,1.019
Palaeeudyptes,palaeeudyptes,Megafauna,2.799999952316284,dormant,15,0.0406,0.431,0.404,0.487,1.118
Panda,panda,Odyssey,1.5,dormant,12,0.3333,0.032,0.378,0.865,0.968
Panther,panther,Core,1,ours,12,0.3333,0.044,0.551,0.473,1.11
Paraceratherium,paraceratherium,Megafauna,15,dormant,12,0.3333,0.014,0.701,0.448,1.292
Peacock,peafowl,Odyssey,0.6000000238418579,dormant,17,0.4971,0.568,0.493,1.208,1.008
PekoPeko,Peko-peko,Star Wars Animal Collection (Continued),2.5,ours,8,0.6203,0.322,0.506,0.929,2.11
Penguin,penguin,Beasts of the Rim (Continued),0.699999988079071,dormant,11,0.138,0.029,0.645,0.677,1.157
Pig,pig,Core,1.7000000476837158,ours,12,0.3333,0.022,0.668,0.655,0.943
Pikobis,pikobis,Star Wars Animal Collection (Continued),0.6000000238418579,ours,18,0.5786,0.056,0.435,0.419,1.289
Platybelodon,platybelodon,Megafauna,4.5,ours,21,0.1095,0.237,0.276,0.744,1.007
PoisonButterfly,butterfly,Advanced Biomes (Continued),0.20000000298023224,ours,6,0.7673,0.275,0.279,0.984,1.244
PoisonDeer,deer,Advanced Biomes (Continued),0.8999999761581421,dormant,11,0.0917,0.114,0.531,0.57,1.411
PoisonRat,poison rat,Advanced Biomes (Continued),0.15000000596046448,ours,0,0.0686,0.099,0.569,0.369,1.337
Porcupine,porcupine,Odyssey,0.3499999940395355,dormant,21,0.0806,0.181,0.348,0.551,1.129
Porg,porg,Star Wars Animal Collection (Continued),0.18000000715255737,ours,0,0.0663,0.085,0.613,0.765,1.024
PrairieDog,prairie dog,Odyssey,0.20000000298023224,dormant,5,0.0922,0.504,0.496,0.438,1.179
Procoptodon,procoptodon,Megafauna,3,dormant,0,0.006,0.106,0.542,0.443,1.415
Prowler,prowler,Horrors (Continued),0.6000000238418579,dormant,3,0.9657,0.055,0.258,0.957,1.573
Pufferpig,Pufferpig,Star Wars Animal Collection (Continued),0.5,foreign,22,0.1241,0.54,0.656,0.726,0.986
Pulmonoscorpius,pulmonoscorpius,Megafauna,1.100000023841858,ours,6,0.7533,0.146,0.262,0.907,1.94
Purussaurus,purussaurus,Megafauna,10,dormant,20,0.4658,0.125,0.293,0.742,1.353
Qormot,qormot,Star Wars Animal Collection (Continued),1,ours,12,0.8223,0.024,0.65,0.869,1.047
Quail,quail,Odyssey,0.25,ours,16,0.5979,0.235,0.321,0.941,0.924
Quinkana,quinkana,Megafauna,3.5,dormant,23,0.2119,0.395,0.454,0.766,1.098
RG_Hemolope,hemolope,ReGrowth 2,2,dormant,3,0.0045,0.214,0.559,0.62,1.048
RG_KiwiBird,kiwi,ReGrowth 2,0.15000000596046448,dormant,4,0.0389,0.196,0.216,0.771,0.912
RG_Neutrolope,neutrolope,ReGrowth 2,2,dormant,19,0.4994,0.133,0.59,0.62,1.048
RG_Rabbit,rabbit,ReGrowth 2,0.20000000298023224,dormant,0,0.0,0.001,0.593,0.648,0.97
RG_Rimclaw,rimclaw,ReGrowth 2,1,ours,21,0.0831,0.182,0.228,0.829,1.207
RG_WoollyStegosaurus,woolly stegosaurus,ReGrowth 2,4,dormant,16,0.6262,0.268,0.376,0.57,1.34
Rabbuck,rabbuck,Beasts of the Rim (Continued),0.8999999761581421,foreign,5,0.0927,0.526,0.506,0.419,1.528
Raccoon,raccoon,Core,0.4000000059604645,ours,12,0.3333,0.061,0.511,0.511,1.119
Rancor,Rancor,Star Wars Animal Collection (Continued),6,ours,15,0.0559,0.5,0.467,1.009,1.235
Rat,brown rat,Core,0.20000000298023224,ours,0,0.0686,0.099,0.569,0.369,1.337
Raxshir,raxshir,Star Wars Animal Collection (Continued),3.5,ours,22,0.151,0.456,0.619,0.525,1.077
Reek,reek,Star Wars Animal Collection (Continued),3,ours,14,0.0538,0.509,0.407,1.0,0.91
Revenant,revenant,Anomaly,1,dormant,4,0.0098,0.046,0.202,0.533,1.173
Rhinoceros,rhinoceros,Core,3,ours,12,0.8333,0.038,0.383,1.049,0.909
Rikknit,rikknit,Star Wars Animal Collection (Continued),0.30000001192092896,foreign,14,0.0325,0.342,0.353,0.633,1.187
Roggwart,roggwart,Star Wars Animal Collection (Continued),5,ours,16,0.0131,0.103,0.253,0.5,1.304
Ronto,ronto,Star Wars Animal Collection (Continued),6,ours,5,0.0985,0.512,0.32,0.5,1.219
Runyip,runyip,Star Wars Animal Collection (Continued),1.5,ours,21,0.0878,0.104,0.377,0.833,1.175
Rycrit,rycrit,Star Wars Animal Collection (Continued),0.8500000238418579,ours,12,0.9894,0.012,0.67,0.58,1.181
SWPotF_RaceDef_ysalamir,ysalamir,Star Wars KotOR Resources and Materials,0.4000000059604645,dormant,5,0.0859,0.374,0.56,0.336,1.217
SW_Electricfish,Electricfish,Insectoids 2 - Isopoda geneline,1,dormant,16,0.5751,0.072,0.376,0.853,1.599
SW_Electricgryllotalpa,Electricgryllotalpa,Insectoids 2 - Isopoda geneline,1.5,dormant,17,0.4785,0.072,0.425,0.757,1.555
SW_Electrictick,Electrictick,Insectoids 2 - Isopoda geneline,0.25,dormant,17,0.5237,0.353,0.353,0.84,1.03
SW_Emperorisopod,Emperorisopod,Insectoids 2 - Isopoda geneline,5,dormant,16,0.6134,0.034,0.284,0.843,1.503
SW_Grenadierworm,Grenadierworm,Insectoids 2 - Isopoda geneline,2.5,dormant,16,0.5785,0.186,0.41,0.915,1.327
SW_Juggernautbeetles,Juggernautbeetles,Insectoids 2 - Isopoda geneline,3,dormant,4,0.9924,0.016,0.384,0.944,1.574
Scavrat,Scavrats,Star Wars Animal Collection (Continued),0.5,ours,14,0.0701,0.35,0.562,1.0,1.018
Scurrier,scurrier,Star Wars Animal Collection (Continued),0.20000000298023224,ours,11,0.0948,0.225,0.475,0.419,1.273
Scuttlebug,Space Worm,Space Worms (Continued),0.20000000298023224,dormant,2,0.0695,0.2,0.311,0.475,1.156
SeaLion,sea lion,Odyssey,1.2000000476837158,dormant,4,0.0726,0.251,0.291,0.708,1.219
SeaTurtle,sea turtle,Odyssey,0.5,dormant,14,0.0634,0.369,0.422,1.323,0.932
Seal,seal,Odyssey,0.800000011920929,dormant,11,0.0991,0.092,0.619,0.547,1.073
Shaak,shaak,Star Wars Animal Collection (Continued),2,ours,22,0.1092,0.339,0.61,0.628,0.952
Sheep,sheep,Core,0.75,dormant,0,0.0825,0.073,0.558,0.674,0.95
Shiro,shiro,Star Wars Animal Collection (Continued),0.5,ours,23,0.2141,0.638,0.337,1.035,0.928
ShiroTrap,shiro-trap,Star Wars Animal Collection (Continued),0.75,ours,14,0.046,0.361,0.363,0.663,1.385
ShortfacedBear,Short-faced bear,Megafauna,4.5,dormant,22,0.0939,0.224,0.4,0.972,0.992
Shyrack,shyrack,Star Wars Animal Collection (Continued),0.75,ours,9,0.0608,0.274,0.237,0.854,2.312
Sightstealer,sightstealer,Anomaly,0.800000011920929,dormant,2,0.9882,0.138,0.154,0.683,1.295
Silooth,silooth,Star Wars Animal Collection (Continued),3,ours,15,0.0632,0.534,0.493,0.942,1.399
Sivatherium,sivatherium ,Megafauna,8,ours,11,0.0891,0.136,0.565,0.5,1.493
Skalder,skalder,Star Wars Animal Collection (Continued),4,ours,17,0.4411,0.11,0.369,0.962,0.898
Sketto,sketto,Star Wars Animal Collection (Continued),0.4000000059604645,ours,9,0.1839,0.223,0.495,0.857,2.735
Smilodon,smilodon,Megafauna,2.5,dormant,0,0.0862,0.196,0.469,0.512,1.128
Snoruuk,snoruuk,Star Wars Animal Collection (Continued),0.5,ours,14,0.0488,0.665,0.524,0.851,1.228
Snowhare,snowhare,Core,0.20000000298023224,ours,0,0.0846,0.092,0.586,1.0,0.862
Sparrow,sparrow,Odyssey,0.11999999731779099,dormant,14,0.0796,0.216,0.29,0.857,0.894
Spelopede,spelopede,Core,0.800000011920929,ours,12,0.8333,0.054,0.419,0.505,1.266
Squall,squall,Star Wars Animal Collection (Continued),0.30000001192092896,ours,12,0.3333,0.024,0.634,0.595,1.416
Squirrel,squirrel,Core,0.20000000298023224,ours,12,0.3333,0.038,0.535,0.329,1.289
Stintaril,stintaril,Star Wars Animal Collection (Continued),0.5,foreign,11,0.0923,0.315,0.668,0.657,1.019
StoneCrab,stone crab,Odyssey,0.30000001192092896,dormant,14,0.0362,0.524,0.547,1.531,1.083
Strill,strill,Star Wars Animal Collection (Continued),1,ours,15,0.0535,0.258,0.455,0.383,1.359
Swan,swan,Odyssey,0.6000000238418579,dormant,11,0.1174,0.096,0.663,0.691,1.035
TYR_HotfootRat,hotfoot rat,Little Critters,0.20000000298023224,ours,0,0.0663,0.048,0.409,0.938,1.203
TYR_KangarooRat,kangaroo rat,Little Critters,0.20000000298023224,dormant,0,0.0663,0.048,0.409,0.938,1.203
TYR_Lemming,lemming,Little Critters,0.20000000298023224,ours,0,0.0,0.0,0.528,0.636,0.982
TYR_Mouse,mouse,Little Critters,0.20000000298023224,dormant,0,0.0647,0.134,0.538,0.362,1.314
TYR_MousePoison,poison mouse,Little Critters,0.20000000298023224,ours,0,0.0647,0.134,0.538,0.362,1.314
Tach,tach,Star Wars Animal Collection (Continued),0.5,ours,13,0.1836,0.137,0.334,0.81,1.034
Taozin,taozin,Star Wars Animal Collection (Continued),6,ours,3,0.9835,0.665,0.4,0.516,1.34
Tauntaun,tauntaun,Star Wars Animal Collection (Continued),1,foreign,0,0.0895,0.1,0.581,0.417,1.29
TeeMuss,tee muss,Star Wars Animal Collection (Continued),2.0999999046325684,ours,22,0.1159,0.423,0.591,0.704,1.268
Terrorworm,terrorworm,Horrors (Continued),0.6000000238418579,foreign,0,0.0222,0.146,0.338,1.0,0.884
TetnissCrab,tet'niss crab,Star Wars Animal Collection (Continued),0.5,foreign,8,0.5986,0.456,0.374,1.633,1.806
Thranta,thranta,Star Wars Animal Collection (Continued),4,ours,19,0.5585,0.251,0.518,1.118,1.583
ThrumbaToad,Thrumba toad,GRiNDTerra Biomes,3,foreign,3,0.0027,0.515,0.425,0.758,1.221
Thrumbo,thrumbo,Core,4,dormant,18,0.5801,0.04,0.596,0.425,1.353
Tibidee,tibidee,Star Wars Animal Collection (Continued),12,ours,18,0.2224,0.037,0.603,0.889,1.587
Tiger,tiger,Odyssey,1.399999976158142,dormant,22,0.09,0.282,0.413,0.537,1.078
Titan,titan,Titans,5,ours,22,0.0713,0.423,0.611,0.564,1.041
Titanis,titanis,Megafauna,3,ours,11,0.0333,0.153,0.47,0.54,1.094
Titanoboa,titanoboa,Megafauna,12,dormant,2,0.1109,0.245,0.611,0.742,1.234
Tooke,tooke,Star Wars Animal Collection (Continued),0.10000000149011612,ours,0,0.0373,0.252,0.56,0.677,1.225
Toraton,toraton,Beasts of the Rim (Continued),3,ours,21,0.0874,0.268,0.164,0.752,1.108
Tortoise,tortoise,Core,0.5,dormant,21,0.1221,0.335,0.296,1.053,0.919
Torton,torton,Star Wars Animal Collection (Continued),6,ours,22,0.081,0.412,0.481,1.031,0.935
Toughspike,toughspike,Anomaly,1,dormant,3,0.0019,0.263,0.418,0.659,1.084
Toxalope,toxalope,Biotech,1.399999976158142,dormant,21,0.1886,0.185,0.381,0.641,1.062
Trispike,trispike,Anomaly,1,dormant,3,0.9998,0.305,0.536,0.867,0.97
Tukata,tuk'ata,Star Wars Animal Collection (Continued),4,ours,2,0.2786,0.253,0.306,0.528,1.506
Turkey,turkey,Core,0.6000000238418579,ours,21,0.0624,0.301,0.344,0.945,1.054
TuskCat,tusk cat,Star Wars Animal Collection (Continued),3,ours,11,0.1058,0.281,0.677,0.365,1.415
Uintatherium,uintatherium,Megafauna,4.5,ours,0,0.0546,0.068,0.485,0.848,0.971
Urusai,urusai,Star Wars Animal Collection (Continued),0.75,ours,9,0.1165,0.303,0.417,0.505,2.03
Uvak,uvak,Star Wars Animal Collection (Continued),3,ours,9,0.0656,0.14,0.301,0.495,2.432
VAEWaste_Hydra,hydra,Vanilla Animals Expanded — Waste Animals,0.3499999940395355,dormant,14,0.0,0.444,0.352,1.205,1.421
VAEWaste_Megatardi,megatardi,Vanilla Animals Expanded — Waste Animals,2,dormant,22,0.1158,0.427,0.506,0.686,1.001
VAEWaste_Pestigator,pestigator,Vanilla Animals Expanded — Waste Animals,3,dormant,16,0.6276,0.023,0.284,0.287,1.399
VAEWaste_Toxafox,toxafox,Vanilla Animals Expanded — Waste Animals,0.550000011920929,dormant,4,0.0324,0.227,0.443,0.43,1.172
VAEWaste_Toxbear,toxbear,Vanilla Animals Expanded — Waste Animals,4,dormant,14,0.0296,0.412,0.349,0.812,0.995
VAEWaste_Toxiguana,toxiguana,Vanilla Animals Expanded — Waste Animals,1.399999976158142,dormant,21,0.1279,0.316,0.33,0.571,1.098
VAEWaste_Toxlion,toxlion,Vanilla Animals Expanded — Waste Animals,1.649999976158142,dormant,4,0.0551,0.01,0.406,0.61,1.125
VAEWaste_Toxscorpion,toxscorpion,Vanilla Animals Expanded — Waste Animals,2.5,dormant,9,0.1539,0.272,0.331,0.748,1.74
VAEWaste_Wasteboar,wasteboar,Vanilla Animals Expanded — Waste Animals,1.2999999523162842,dormant,21,0.0848,0.207,0.372,0.66,1.082
VAEWaste_Wastedeer,wastedeer,Vanilla Animals Expanded — Waste Animals,1.2000000476837158,dormant,2,0.0416,0.257,0.453,0.697,1.287
VAEWaste_Wasteffalo,wasteffalo,Vanilla Animals Expanded — Waste Animals,2.4000000953674316,dormant,14,0.0377,0.421,0.328,1.101,1.0
VFEI2_Acidspitter,acidspitter,Vanilla Factions Expanded - Insectoids 2,1.7999999523162842,dormant,1,0.3052,0.204,0.611,0.731,0.952
VFEI2_BlackEmpress,black empress,Alpha Animals,4,dormant,3,0.9809,0.112,0.223,0.808,2.103
VFEI2_BlackQueen,black insectoid queen,Alpha Animals,4,dormant,3,0.9797,0.13,0.194,0.655,1.761
VFEI2_BlackSwarmling,black swarmlings,Alpha Animals,0.20000000298023224,dormant,3,0.9537,0.105,0.221,0.605,0.987
VFEI2_Boomtick,boomtick,Vanilla Factions Expanded - Insectoids 2,0.18000000715255737,dormant,11,0.1419,0.139,0.639,0.7,0.972
VFEI2_Durapod,durapod,Vanilla Factions Expanded - Insectoids 2,0.800000011920929,dormant,10,0.8333,0.004,0.621,0.575,0.964
VFEI2_Empress,empress,Vanilla Factions Expanded - Insectoids 2,4,dormant,11,0.0936,0.036,0.677,0.64,1.244
VFEI2_Fuelmite,fuelmite,Vanilla Factions Expanded - Insectoids 2,1.350000023841858,dormant,11,0.1417,0.133,0.627,0.824,1.287
VFEI2_Gigalocust,gigalocust,Vanilla Factions Expanded - Insectoids 2,2.200000047683716,dormant,0,0.0598,0.18,0.68,0.849,1.74
VFEI2_Gigamite,gigamite,Vanilla Factions Expanded - Insectoids 2,4,dormant,1,0.3142,0.178,0.619,0.661,1.307
VFEI2_Hellbeetle,hellbeetle,Vanilla Factions Expanded - Insectoids 2,1.2000000476837158,dormant,11,0.0862,0.129,0.667,0.639,1.211
VFEI2_Ironclad,ironclad,Vanilla Factions Expanded - Insectoids 2,3,dormant,10,0.8333,0.004,0.708,0.907,1.107
VFEI2_Macrofly,macrofly,Vanilla Factions Expanded - Insectoids 2,0.800000011920929,dormant,0,0.0594,0.186,0.526,0.647,1.43
VFEI2_Megapede,megapede,Vanilla Factions Expanded - Insectoids 2,1.7999999523162842,dormant,10,0.8333,0.006,0.735,0.786,0.999
VFEI2_Megathrips,megathrips,Vanilla Factions Expanded - Insectoids 2,0.3499999940395355,dormant,7,0.3188,0.147,0.57,0.744,0.963
VFEI2_Megawasp,megawasp,Vanilla Factions Expanded - Insectoids 2,1.350000023841858,dormant,0,0.0574,0.17,0.639,0.636,1.435
VFEI2_Patriarch,patriarch,Vanilla Factions Expanded - Insectoids 2,4,dormant,13,0.0909,0.019,0.728,0.962,1.259
VFEI2_Queen,insectoid princess,Vanilla Factions Expanded - Insectoids 2,4,dormant,11,0.1057,0.135,0.664,0.66,1.844
VFEI2_RoyalMegascarab,royal megascarab,Vanilla Factions Expanded - Insectoids 2,0.800000011920929,dormant,10,0.8333,0.003,0.569,0.629,1.181
VFEI2_RoyalMegaspider,royal megaspider,Vanilla Factions Expanded - Insectoids 2,1.7999999523162842,dormant,10,0.8333,0.004,0.676,0.707,1.29
VFEI2_RoyalSpelopede,royal spelopede,Vanilla Factions Expanded - Insectoids 2,1.2000000476837158,dormant,10,0.8333,0.005,0.631,0.486,1.307
VFEI2_Silverfish,silverfish,Vanilla Factions Expanded - Insectoids 2,5,dormant,10,0.8333,0.006,0.679,2.038,1.254
VFEI2_Swarmling,swarmlings,Vanilla Factions Expanded - Insectoids 2,0.20000000298023224,dormant,23,0.201,0.504,0.438,0.651,0.986
VFEI2_Tankroach,tankroach,Vanilla Factions Expanded - Insectoids 2,1.7999999523162842,dormant,10,0.8333,0.004,0.644,0.874,0.984
VFEI2_Teramantis,teramantis,Vanilla Factions Expanded - Insectoids 2,3.799999952316284,dormant,0,0.0583,0.112,0.656,0.495,1.355
VFEI2_Titantick,titantick,Vanilla Factions Expanded - Insectoids 2,4,dormant,11,0.1409,0.214,0.745,0.849,1.197
VFEI2_Venomite,venomite,Vanilla Factions Expanded - Insectoids 2,1.2000000476837158,dormant,1,0.3112,0.091,0.629,0.5,1.128
VFEP_Mech_Spidermine,spidermine,Vanilla Factions Expanded - Pirates,0.25,dormant,3,0.9876,0.161,0.263,0.978,1.108
VFEP_Mech_Wardrone,wardrone,Vanilla Factions Expanded - Pirates,0.25,dormant,21,0.0,0.0,0.408,1.0,1.561
VGE_Astronaut,astronaut,Vanilla Gravship Expanded - Chapter 1,1,dormant,13,0.1862,0.121,0.488,0.884,0.982
VGE_Astropede,astropede,Vanilla Gravship Expanded - Chapter 1,3,dormant,13,0.2159,0.089,0.463,0.851,0.906
VGE_Hunter,hunter,Vanilla Gravship Expanded - Chapter 1,1,dormant,13,0.2158,0.077,0.412,1.192,1.147
VQEA_Splicefiend,splicefiend,Vanilla Quests Expanded - Ancients,4,dormant,22,0.0811,0.249,0.57,0.851,0.998
VQEA_Splicehulk,splicehulk,Vanilla Quests Expanded - Ancients,3,dormant,13,0.1507,0.11,0.548,0.906,0.987
VQEA_Spliceling,spliceling,Vanilla Quests Expanded - Ancients,2,dormant,11,0.1322,0.207,0.59,0.732,0.99
VQEA_Splicetoot,splicetoot,Vanilla Quests Expanded - Ancients,0.800000011920929,dormant,14,0.0491,0.32,0.496,1.022,0.891
VQE_IceCrawler,ice crawler,Vanilla Quests Expanded - Cryptoforge,0.800000011920929,dormant,18,0.5816,0.033,0.521,0.565,1.002
VQE_Megamidge,megamidge,Vanilla Quests Expanded - Cryptoforge,1.2000000476837158,dormant,19,0.5284,0.036,0.543,0.917,0.922
VRE_CompanionDryad,companion dryad,Vanilla Races Expanded - Phytokin,2.4000000953674316,dormant,22,0.0932,0.597,0.594,0.963,1.111
VVE_BangBus,Bang Bus,Vanilla Vehicles Expanded,3.5,dormant,12,0.1963,0.01,0.587,0.527,1.096
VVE_Bulldog,Bulldog,Vanilla Vehicles Expanded,4.5,dormant,0,0.0665,0.002,0.776,0.596,1.151
VVE_Bunsen,Bunsen,Vanilla Vehicles Expanded,3.5,dormant,0,0.0479,0.01,0.63,0.548,1.133
VVE_Charley,Charley,Vanilla Vehicles Expanded,1,dormant,0,0.0727,0.041,0.446,0.973,1.508
VVE_Dinghy,Dinghy,Vanilla Vehicles Expanded,2,dormant,11,0.1041,0.11,0.456,0.422,1.098
VVE_Dirtbike,Dirtbike,Vanilla Vehicles Expanded,1,dormant,10,0.8333,0.001,0.335,0.822,1.565
VVE_Frog,Frog,Vanilla Vehicles Expanded,1.5,dormant,11,0.0968,0.012,0.446,1.0,1.051
VVE_Highwayman,Highwayman,Vanilla Vehicles Expanded,2.75,dormant,0,0.0534,0.009,0.665,0.557,1.222
VVE_Mosquito,Mosquito,Vanilla Vehicles Expanded,2.25,dormant,12,0.8333,0.011,0.391,0.402,1.802
VVE_Mule,Mule,Vanilla Vehicles Expanded,3.5,dormant,11,0.1033,0.13,0.571,0.517,1.216
VVE_Prowler,Prowler,Vanilla Vehicles Expanded,2.5,dormant,0,0.0731,0.018,0.407,0.717,1.223
VVE_Roadkill,Roadkill,Vanilla Vehicles Expanded,3.5,dormant,0,0.0455,0.007,0.643,0.948,1.168
VVE_Roadrunner,Roadrunner,Vanilla Vehicles Expanded,3.25,dormant,0,0.0442,0.006,0.647,0.471,1.17
VVE_Scytheman,Scytheman,Vanilla Vehicles Expanded,1,dormant,0,0.0654,0.011,0.582,0.469,1.328
VVE_Smuggler,Smuggler,Vanilla Vehicles Expanded,5.5,dormant,10,0.8333,0.004,0.698,1.035,2.153
VVE_Snatcher,Snatcher,Vanilla Vehicles Expanded,3.25,dormant,0,0.0701,0.007,0.61,0.472,1.116
VVE_Tango,Tango,Vanilla Vehicles Expanded,4.5,dormant,0,0.0719,0.001,0.807,0.615,1.169
VVE_Toad,Toad,Vanilla Vehicles Expanded,1.5,dormant,11,0.0588,0.005,0.613,0.901,1.102
VVE_Traveller,Traveller,Vanilla Vehicles Expanded,3.25,dormant,0,0.0545,0.012,0.594,0.509,1.192
VVE_Trawler,Trawler,Vanilla Vehicles Expanded,3.25,dormant,0,0.0885,0.005,0.608,0.495,1.067
VVE_Wagon,Wagon,Vanilla Vehicles Expanded,3.5,dormant,0,0.0662,0.007,0.614,0.481,1.162
VVE_Warbird,Warbird,Vanilla Vehicles Expanded,6.5,dormant,10,0.8333,0.005,0.674,1.097,1.765
VVE_Wisent,Wisent,Vanilla Vehicles Expanded,3.5,dormant,0,0.046,0.018,0.591,0.442,1.214
Vapaad,vapaad,Star Wars Animal Collection (Continued),4,ours,19,0.56,0.434,0.299,1.358,1.541
Varactyl,varactyl,Star Wars Animal Collection (Continued),3,ours,5,0.1192,0.449,0.386,0.25,1.536
Veermok,veermok,Star Wars Animal Collection (Continued),2,ours,10,0.8219,0.105,0.355,0.674,1.091
Visceral,visceral,Horrors (Continued),1.2000000476837158,foreign,4,0.0127,0.059,0.245,1.175,1.392
Voorpak,voorpak,Star Wars Animal Collection (Continued),0.3499999940395355,ours,11,0.1,0.148,0.586,1.053,1.13
Vornskyr,vornskyr,Star Wars Animal Collection (Continued),2,ours,15,0.0833,0.536,0.258,0.382,1.374
Vulptex,vulptex,Star Wars Animal Collection (Continued),0.550000011920929,ours,19,0.5296,0.172,0.611,0.427,1.276
Vulture,vulture,Odyssey,0.6000000238418579,ours,4,0.9943,0.07,0.187,0.674,0.99
Walrus,walrus,Odyssey,2,dormant,21,0.0781,0.322,0.353,0.661,1.123
Wampa,Wampa,Star Wars Animal Collection (Continued),6,foreign,11,0.127,0.031,0.761,0.838,0.946
WarWyrm,war wyrm,Star Wars Animal Collection (Continued),15,foreign,10,0.7885,0.265,0.522,0.782,1.809
Warbird,Warbird,Star Wars Animal Collection (Continued),5,ours,23,0.1791,0.717,0.514,0.5,1.264
Warg,warg,Core,1.399999976158142,ours,12,0.8333,0.027,0.579,0.529,1.173
WasteRat,waste rat,Biotech,0.30000001192092896,dormant,21,0.1171,0.303,0.379,0.549,1.036
Whisperbird,whisperbird,Star Wars Animal Collection (Continued),0.4000000059604645,ours,5,0.1107,0.597,0.617,0.427,2.357
WildBoar,wild boar,Core,0.8500000238418579,ours,14,0.0866,0.326,0.239,0.804,0.899
Wolf_Arctic,arctic wolf,Core,0.8500000238418579,ours,11,0.117,0.136,0.601,0.45,1.263
Wolf_Great,greatwolf,Odyssey,1.5,foreign,21,0.1061,0.131,0.368,0.536,1.216
Wolf_Timber,timber wolf,Core,0.8500000238418579,ours,21,0.0891,0.16,0.297,0.446,1.268
Wolverine,wolverine,Odyssey,0.699999988079071,ours,14,0.0659,0.336,0.391,0.635,1.063
WompRat,womp rat,Star Wars Animal Collection (Continued),0.75,ours,5,0.0913,0.353,0.288,0.445,1.256
Woolamander,woolamander,Star Wars Animal Collection (Continued),0.75,ours,19,0.5308,0.311,0.621,0.687,1.444
WoollyMammoth,woolly mammoth,Megafauna,5,dormant,22,0.1,0.339,0.321,0.776,1.083
