defName,label,mod,isTree,treeCategory,purpose,growDays,harvestedThingDef,minGrowthTemp,maxGrowthTemp,minOptTemp,maxOptTemp,fertilityMin,ignoresFertility,cavePlant,pollution,wildOrder,wildClusterRadius,sowTags,texPath
Plant_Nysyllin,nysyllin plant,Star Wars Animal Collection (Continued),False,None,Misc,10,RawNysyllin,0,75,6,42,0.800000011920929,False,False,CleanOnly,2,-1,Ground,swplants/Nysillin
Plant_Nysyllin_Wild,wild nysyllin plant,Star Wars Animal Collection (Continued),False,None,Misc,10,RawNysyllin,0,75,6,42,0.800000011920929,False,False,CleanOnly,2,5,,swplants/Nysillin
Plant_TookeTrap,tooke-trap plant,Star Wars Animal Collection (Continued),False,None,Beauty,3,RawTookeTrapRoot,0,58,6,42,0.699999988079071,False,False,CleanOnly,2,-1,Ground|Decorative,swplants/TookeTrap
Plant_TookeTrap_Wild,wild tooke-trap plant,Star Wars Animal Collection (Continued),False,None,Beauty,3,RawTookeTrapRoot,0,58,6,42,0.699999988079071,False,False,CleanOnly,2,5,,swplants/TookeTrap
Plant_Cottonshroom,Cotton shroom,Tunneler Expanded,False,None,Misc,19,Cloth,0,58,6,42,0.10000000149011612,False,True,CleanOnly,1,-1,Ground|Hydroponic,Things/Plants/CottonShroom
Plant_DevilShroom,Devil shroom,Tunneler Expanded,False,None,Misc,22,Luciferium,0,58,6,42,0.10000000149011612,False,True,CleanOnly,1,-1,Ground|Hydroponic,Things/Plants/DevilShroom
Plant_GoldShroom,Gold shroom,Tunneler Expanded,False,None,Misc,15,Gold,0,58,6,42,0.10000000149011612,False,True,CleanOnly,1,-1,Ground|Hydroponic,Things/Plants/GoldShroom
Plant_NeutroShroom,Neutro shroom,Tunneler Expanded,False,None,Misc,20,Neutroamine,0,58,6,42,0.10000000149011612,False,True,CleanOnly,1,-1,Ground|Hydroponic,Things/Plants/NeutroShroom
Plant_PsychoidShroom,Psychoid shroom,Tunneler Expanded,False,None,Misc,9,PsychoidLeaves,0,58,6,42,0.10000000149011612,False,True,CleanOnly,1,-1,Ground|Hydroponic,Things/Plants/PsychoidShroom
Plant_SteelShroom,Steel shroom,Tunneler Expanded,False,None,Misc,15,Steel,0,58,6,42,0.10000000149011612,False,True,CleanOnly,1,-1,Ground|Hydroponic,Things/Plants/SteelShroom
VBE_Plant_Coffee,coffee plant,Vanilla Brewing Expanded,False,None,Misc,12,VBE_RawCoffee,0,58,6,42,1,False,False,CleanOnly,2,-1,Ground|Hydroponic,Things/Plants/VBE_CoffeePlant
VBE_Plant_Tea,tea grass,Vanilla Brewing Expanded,False,None,Misc,9.5,VBE_RawTea,0,58,6,42,1,False,False,CleanOnly,2,-1,Ground|Hydroponic,Things/Plants/VBE_TeaGrass
VBE_Plant_Tobacco,tobacco plant,Vanilla Brewing Expanded,False,None,Misc,8.5,VBE_RawTobacco,0,58,6,42,0.699999988079071,False,False,CleanOnly,2,-1,Ground|Hydroponic,Things/Plants/VBE_TobaccoPlant
VCE_Allspice,allspice plant,Vanilla Cooking Expanded,False,None,Food,6.400000095367432,VCE_RawSpices,0,58,6,42,0.699999988079071,False,False,CleanOnly,2,-1,Ground|Hydroponic,Things/Plant/Crops/VCE_Allspice
VCE_Sugarcane,sugarcane plant,Vanilla Cooking Expanded,False,None,Food,12,VCE_RawSugar,0,58,6,42,0.699999988079071,False,False,CleanOnly,2,-1,Ground,Things/Plant/Crops/VCE_SugarCane
VCE_Wheat,wheat plant,Vanilla Cooking Expanded,False,None,Food,15,VCE_Flour,0,58,6,42,0.699999988079071,False,False,CleanOnly,2,-1,Ground,Things/Plant/Crops/VCE_Wheat
VEE_Plant_Bluebell,bluebell,Vanilla Events Expanded,False,None,Beauty,3,,0,58,6,42,0.699999988079071,False,False,CleanOnly,1,-1,Ground|Decorative,Things/Plants/Bluebells
VEE_Plant_CyllenCluster,cyllen cluster,Vanilla Events Expanded,False,None,Food,7,,0,58,6,42,0,False,False,Any,2,-1,,Things/Plants/PsychicPlants/CyllenCluster
VEE_Plant_CyllenCluster_Wilted,wilted cyllen cluster,Vanilla Events Expanded,False,None,Misc,30,,0,58,6,42,0,False,False,Any,2,-1,,Things/Plants/WiltedPsychicPlants/WiltedCyllenCluster
VEE_Plant_Gardenia,gardenia,Vanilla Events Expanded,False,None,Beauty,1.7999999523162842,,0,58,6,42,0.699999988079071,False,False,CleanOnly,1,-1,Ground|Decorative,Things/Plants/Gardenia
VEE_Plant_Gentian,gentian,Vanilla Events Expanded,False,None,Beauty,2.200000047683716,,0,58,6,42,0.699999988079071,False,False,CleanOnly,1,-1,Ground|Decorative,Things/Plants/Gentians
VEE_Plant_MyrloxTree,myrlox tree,Vanilla Events Expanded,False,None,Food,30,WoodLog,0,58,6,42,0,False,False,Any,3,-1,,Things/Plants/PsychicPlants/MyrloxTree/MyrloxTree
VEE_Plant_MyrloxTree_Wilted,wilted myrlox tree,Vanilla Events Expanded,False,None,Misc,30,,0,58,6,42,0,False,False,Any,2,-1,,Things/Plants/WiltedPsychicPlants/WiltedMyrloxTree
VEE_Plant_Petunia,petunia,Vanilla Events Expanded,False,None,Beauty,1.7999999523162842,,0,58,6,42,0.699999988079071,False,False,CleanOnly,1,-1,Ground|Decorative,Things/Plants/Petunias
VEE_Plant_PhoraxTree,phorax tree,Vanilla Events Expanded,False,None,Food,30,WoodLog,0,58,6,42,0,False,False,Any,3,-1,,Things/Plants/PsychicPlants/PhoraxTree/PhoraxTree
VEE_Plant_PhoraxTree_Wilted,wilted phorax tree,Vanilla Events Expanded,False,None,Misc,30,,0,58,6,42,0,False,False,Any,2,-1,,Things/Plants/WiltedPsychicPlants/WiltedPhoraxTree
VEE_Plant_PinkGrass,pink grass,Vanilla Events Expanded,False,None,Food,2,,0,58,6,42,0,False,False,Any,1,-1,,Things/Plants/PsychicPlants/PinkGrass
VEE_Plant_PsychicLotus,psychic lotus,Vanilla Events Expanded,False,None,Food,12,,0,58,6,42,0,False,False,Any,2,-1,,Things/Plants/PsychicPlants/PsychicLotus
VEE_Plant_PsychicLotusSeedling,psychic lotus seedling,Vanilla Events Expanded,False,None,Food,5.5,,0,58,6,42,0,False,False,Any,2,-1,,Things/Plants/PsychicPlants/PsychicLotus_Seedling
VEE_Plant_PsychicLotus_Wilted,wilted psychic lotus,Vanilla Events Expanded,False,None,Misc,30,,0,58,6,42,0,False,False,Any,2,-1,,Things/Plants/WiltedPsychicPlants/WiltedPsychicLotus
VEE_Plant_TallPinkGrass,tall pink grass,Vanilla Events Expanded,False,None,Food,2,,0,58,6,42,0,False,False,Any,1,-1,,Things/Plants/PsychicPlants/TallPinkGrass
VEE_Plant_VyspStrands,vysp strands,Vanilla Events Expanded,False,None,Food,4,,0,58,6,42,0,False,False,Any,2,-1,,Things/Plants/PsychicPlants/VyspStrands
VEE_Plant_VyspStrands_Wilted,wilted vysp strands,Vanilla Events Expanded,False,None,Misc,30,,0,58,6,42,0,False,False,Any,2,-1,,Things/Plants/WiltedPsychicPlants/WiltedVyspStrand
VEE_Plant_XyrilTree,xyril tree,Vanilla Events Expanded,False,None,Food,30,WoodLog,0,58,6,42,0,False,False,Any,3,-1,,Things/Plants/PsychicPlants/XyrilTree/XyrilTree
VEE_Plant_XyrilTree_Wilted,wilted xyril tree,Vanilla Events Expanded,False,None,Misc,30,,0,58,6,42,0,False,False,Any,2,-1,,Things/Plants/WiltedPsychicPlants/WiltedXyrilTree
VFEI2_TendrilmossVines,tendrilmoss vines,Vanilla Factions Expanded - Insectoids 2,False,None,Food,4,VFEI2_Tendrilmoss,0,58,6,42,0.05000000074505806,False,False,CleanOnly,2,-1,,Things/Plant/Tendrillmoss
VGE_OxyalgaePlant,oxyalgae plant,Vanilla Gravship Expanded - Chapter 1,False,None,Misc,5,VGE_Oxyalgae,0,58,6,42,2,False,False,CleanOnly,1,-1,Hydroponic|Oxyalgae,Things/Plant/OxyalgaePlant
VCE_ChocolateBush,cocoa bush,Vanilla Ideology Expanded - Memes and Structures,False,None,Beauty,8,Chocolate,0,58,6,42,0.699999988079071,False,False,CleanOnly,1,-1,Ground|Hydroponic|Decorative|VCE_ChocolateBushSowableDetection,Things/Building/Misc/CocoaBush
VEE_ButtercupFlower,buttercup,Vanilla Landmarks Expanded,False,None,Beauty,2.5,,0,58,6,42,0.05000000074505806,False,False,CleanOnly,1,4,Ground,Things/Plant/ButtercupFlower
VEE_DayBoomshroom,light-resistant boomshroom,Vanilla Landmarks Expanded,False,None,Misc,60,Chemfuel,0,58,6,42,0.009999999776482582,False,False,Any,2,6,,Things/Plant/Boomshroom
VEE_DayPsilocap,light-resistant psilocap,Vanilla Landmarks Expanded,False,None,Food,20,Drug_Psilocap,0,58,6,42,0.009999999776482582,False,False,Any,2,6,,Things/Plant/Psilocap
VEE_DayWillowgill,light-resistant willowgill,Vanilla Landmarks Expanded,False,None,Misc,40,,0,58,6,42,0.009999999776482582,False,False,CleanOnly,1,12,,Things/Plant/Willowgill
VEE_ForgetMeNot,forget-me-not,Vanilla Landmarks Expanded,False,None,Beauty,2.5,,0,58,6,42,0.05000000074505806,False,False,CleanOnly,1,4,Ground,Things/Plant/ForgetMeNot
VEE_Gorse,gorse,Vanilla Landmarks Expanded,False,None,Misc,3,,0,75,6,42,0.699999988079071,False,False,CleanOnly,2,4,,Things/Plant/Gorse
VEE_Heather,heather,Vanilla Landmarks Expanded,False,None,Misc,3,,0,75,6,42,0.699999988079071,False,False,CleanOnly,2,4,,Things/Plant/Heather
VEE_Knapweed,knapweed,Vanilla Landmarks Expanded,False,None,Misc,3,,0,75,6,42,0.699999988079071,False,False,CleanOnly,2,4,,Things/Plant/Knapweed
VEE_Loosestrife,loosestrife,Vanilla Landmarks Expanded,False,None,Misc,3,,0,75,6,42,0.699999988079071,False,False,CleanOnly,2,4,,Things/Plant/Loosestrife
VEE_Mangrove,mangrove,Vanilla Landmarks Expanded,True,Full,Misc,2,WoodLog,0,58,6,42,0.699999988079071,True,False,CleanOnly,3,8,Ground,Things/Plant/Tree_Mangrove
VEE_Mangrove_ChoppedStump,mangrove chopped stump,Vanilla Landmarks Expanded,False,None,Misc,30,WoodLog,0,58,6,42,0.009999999776482582,False,False,CleanOnly,2,-1,,Things/Plant/Stumps/Tree_ChoppedStump_Mangrove
VEE_Mangrove_SmashedStump,mangrove smashed stump,Vanilla Landmarks Expanded,False,None,Misc,30,WoodLog,0,58,6,42,0.009999999776482582,False,False,CleanOnly,2,-1,,Things/Plant/Stumps/Tree_SmashedStump_Mangrove
VEE_Plant_AnimaBell,anima bell,Vanilla Landmarks Expanded,False,None,Beauty,2.5,,0,58,6,42,0.05000000074505806,False,False,CleanOnly,1,4,,Things/Plant/AnimaBell
VEE_Plant_AnimaBrambles,anima brambles,Vanilla Landmarks Expanded,False,None,Misc,3,,0,58,6,42,0.009999999776482582,False,False,CleanOnly,1,4,,Things/Plant/AnimaBrambles
VEE_Plant_AnimaBush,anima bush,Vanilla Landmarks Expanded,False,None,Misc,3,,0,58,6,42,0.699999988079071,False,False,CleanOnly,2,4,,Things/Plant/AnimaBush
VEE_Plant_AnimaHeartBlossom,anima heart blossom,Vanilla Landmarks Expanded,False,None,Misc,3,VEE_AnimaPearls,0,58,6,42,0.699999988079071,False,False,CleanOnly,2,-1,,Things/Plant/AnimaHeartBlossom
VEE_Plant_AnimaHusk,anima husk,Vanilla Landmarks Expanded,True,Full,Misc,28,WoodLog,0,58,6,42,0.5,False,False,PollutedOnly,3,8,Ground,Things/Plant/AnimaHusk
VEE_Plant_AnimaRoot,anima root,Vanilla Landmarks Expanded,False,None,Misc,3,WoodLog,0,58,6,42,0.699999988079071,False,False,CleanOnly,1,3,,Things/Plant/AnimaRoot
VEE_Plant_BarrelCactus,barrel cactus,Vanilla Landmarks Expanded,True,Full,Misc,5,WoodLog,0,75,6,42,0.05000000074505806,False,False,CleanOnly,3,-1,Ground,Things/Plant/BarrelCactus
VEE_Plant_BeavertailCactus,beavertail cactus,Vanilla Landmarks Expanded,True,Full,Misc,5,WoodLog,0,75,6,42,0.05000000074505806,False,False,CleanOnly,3,-1,Ground,Things/Plant/BeavertailCactus
VEE_Plant_ChollaCactus,cholla cactus,Vanilla Landmarks Expanded,True,Full,Misc,5,WoodLog,0,75,6,42,0.05000000074505806,False,False,CleanOnly,3,-1,Ground,Things/Plant/ChollaCactus
VEE_Plant_DatePalm,date palm,Vanilla Landmarks Expanded,True,Full,Misc,16,VEE_RawDates,0,75,6,42,0.699999988079071,True,False,CleanOnly,3,10,Ground,Things/Plant/Tree_DatePalm
VEE_Plant_FakeAnimaTree,anima tree,Vanilla Landmarks Expanded,True,Full,Misc,30,WoodLog,0,58,6,42,0.699999988079071,False,False,CleanOnly,3,8,Ground,Things/Plant/AnimaTreeFake
VEE_Plant_Fern,fern,Vanilla Landmarks Expanded,False,None,Misc,3,,0,75,6,42,0.699999988079071,False,False,CleanOnly,2,4,,Things/Plant/Fern
VEE_Plant_Firewood,firewood tree,Vanilla Landmarks Expanded,True,Full,Misc,27,WoodLog,0,58,6,42,0.699999988079071,False,False,CleanOnly,3,17,Ground,Things/Plant/Tree_Firewood
VEE_Plant_Firewood_ChoppedStump,chopped stump,Vanilla Landmarks Expanded,False,None,Misc,30,WoodLog,0,58,6,42,0.009999999776482582,False,False,CleanOnly,2,-1,,Things/Plant/Stumps/Tree_ChoppedStump_Firewood
VEE_Plant_Firewood_SmashedStump,smashed stump,Vanilla Landmarks Expanded,False,None,Misc,30,WoodLog,0,58,6,42,0.009999999776482582,False,False,CleanOnly,2,-1,,Things/Plant/Stumps/Tree_SmashedStump_Firewood
VEE_Plant_GnarledPine,gnarled pine tree,Vanilla Landmarks Expanded,True,Full,Misc,20,WoodLog,0,58,6,42,0.699999988079071,False,False,CleanOnly,3,8,Ground,Things/Plant/Tree_GnarledPine
VEE_Plant_GrandAnimaTree,grand anima tree,Vanilla Landmarks Expanded,True,Full,Misc,25,VEE_AnimaPearls,0,58,6,42,0.019999999552965164,False,False,CleanOnly,3,8,,Things/Plant/GrandAnimaTree
VEE_Plant_HedgehogCactus,hedgehog cactus,Vanilla Landmarks Expanded,True,Full,Misc,5,WoodLog,0,75,6,42,0.05000000074505806,False,False,CleanOnly,3,-1,Ground,Things/Plant/HedgehogCactus
VEE_Plant_HoodiaCactus,hoodia cactus,Vanilla Landmarks Expanded,True,Full,Misc,5,WoodLog,0,75,6,42,0.05000000074505806,False,False,CleanOnly,3,-1,Ground,Things/Plant/HoodiaCactus
VEE_Plant_JuniperBush,juniper bush,Vanilla Landmarks Expanded,False,None,Food,6,RawBerries,0,58,6,42,0.5,False,False,CleanOnly,2,5,,Things/Plant/JuniperBush/JuniperBush
VEE_Plant_Laurel,laurel tree,Vanilla Landmarks Expanded,True,Full,Misc,27,WoodLog,0,58,6,42,0.699999988079071,False,False,CleanOnly,3,17,Ground,Things/Plant/LaurelTree
VEE_Plant_LaurelTree_ChoppedStump,chopped stump,Vanilla Landmarks Expanded,False,None,Misc,30,WoodLog,0,58,6,42,0.009999999776482582,False,False,CleanOnly,2,-1,,Things/Plant/Stumps/Tree_ChoppedStump_LaurelTree
VEE_Plant_LaurelTree_SmashedStump,smashed stump,Vanilla Landmarks Expanded,False,None,Misc,30,WoodLog,0,58,6,42,0.009999999776482582,False,False,CleanOnly,2,-1,,Things/Plant/Stumps/Tree_SmashedStump_LaurelTree
VEE_Plant_MysticCap,mystic cap,Vanilla Landmarks Expanded,False,None,Food,10,RawFungus,0,58,6,42,0.009999999776482582,False,False,CleanOnly,1,3,Ground,Things/Plant/MysticCap
VEE_Plant_OrganPipeCactus,organ pipe cactus,Vanilla Landmarks Expanded,True,Full,Misc,5,WoodLog,0,75,6,42,0.05000000074505806,False,False,CleanOnly,3,-1,Ground,Things/Plant/OrganPipeCactus
VEE_Plant_ScrewPine,screw pine,Vanilla Landmarks Expanded,True,Full,Misc,2,WoodLog,0,58,6,42,0.699999988079071,False,False,CleanOnly,3,3,Ground,Things/Plant/Tree_ScrewPine
VEE_Plant_ScrewPine_ChoppedStump,chopped stump,Vanilla Landmarks Expanded,False,None,Misc,30,WoodLog,0,58,6,42,0.009999999776482582,False,False,CleanOnly,2,-1,,Things/Plant/Stumps/Tree_ChoppedStump_ScrewPine
VEE_Plant_ScrewPine_SmashedStump,smashed stump,Vanilla Landmarks Expanded,False,None,Misc,30,WoodLog,0,58,6,42,0.009999999776482582,False,False,CleanOnly,2,-1,,Things/Plant/Stumps/Tree_SmashedStump_ScrewPine
VEE_Plant_TreeAnima_Ancient,ancient anima tree,Vanilla Landmarks Expanded,True,Super,Misc,25,VEE_AnimaPearls,0,58,6,42,0.07999999821186066,False,False,CleanOnly,3,8,,Things/Plant/AncientAnimaTree
VEE_Plant_TreeBirch_Auburn,auburn birch tree,Vanilla Landmarks Expanded,True,Full,Misc,20,WoodLog,0,58,6,42,0.699999988079071,False,False,CleanOnly,3,8,Ground,Things/Plant/AutumnTrees/TreeOrangeBirch
VEE_Plant_TreeMaple_Auburn,auburn maple tree,Vanilla Landmarks Expanded,True,Full,Misc,27,WoodLog,0,58,6,42,0.699999988079071,False,False,CleanOnly,3,17,Ground,Things/Plant/AutumnTrees/TreeSugarMaple
VEE_Plant_TreeOak_Auburn,auburn oak tree,Vanilla Landmarks Expanded,True,Full,Misc,30,WoodLog,0,58,6,42,0.699999988079071,False,False,CleanOnly,3,8,Ground,Things/Plant/AutumnTrees/TreeRedOak
VEE_Plant_TreePoplar_Auburn,auburn poplar tree,Vanilla Landmarks Expanded,True,Full,Misc,15.050000190734863,WoodLog,0,58,6,42,0.699999988079071,False,False,CleanOnly,3,8,Ground,Things/Plant/AutumnTrees/TreeYellowPoplar
VEE_Plant_YoungAnimaTree,anima sapling,Vanilla Landmarks Expanded,True,Full,Misc,30,WoodLog,0,58,6,42,0.699999988079071,False,False,CleanOnly,3,8,Ground,Things/Plant/AnimaSapling
VCE_Plant_AloeVera,aloe vera plant,Vanilla Plants Expanded - Succulents,False,None,Beauty,3,,0,58,6,42,0.699999988079071,False,False,CleanOnly,1,8,Ground|Decorative,Things/Plant/AloeVera
VCE_Plant_BunnyEarsCactus,bunny ears cactus,Vanilla Plants Expanded - Succulents,False,None,Beauty,3,,0,58,6,42,0.699999988079071,False,False,CleanOnly,1,8,Ground|Decorative,Things/Plant/BunnyEarsCactus
VCE_Plant_Echeveria,echeveria plant,Vanilla Plants Expanded - Succulents,False,None,Beauty,3,,0,58,6,42,0.699999988079071,False,False,CleanOnly,1,8,Ground|Decorative,Things/Plant/Echeveria
VCE_Plant_FairyWashboard,fairy washboard plant,Vanilla Plants Expanded - Succulents,False,None,Beauty,3,,0,58,6,42,0.699999988079071,False,False,CleanOnly,1,8,Ground|Decorative,Things/Plant/FairyWashboard
VCE_Plant_JadePlant,jade plant,Vanilla Plants Expanded - Succulents,False,None,Beauty,3,,0,58,6,42,0.699999988079071,False,False,CleanOnly,1,8,Ground|Decorative,Things/Plant/JadePlant
VCE_Plant_PeyotePlant,peyote plant,Vanilla Plants Expanded - Succulents,False,None,Beauty,3,,0,58,6,42,0.699999988079071,False,False,CleanOnly,1,8,Ground|Decorative,Things/Plant/Peyote
VCE_Plant_PincushionPlant,pincushion plant,Vanilla Plants Expanded - Succulents,False,None,Beauty,3,,0,58,6,42,0.699999988079071,False,False,CleanOnly,1,8,Ground|Decorative,Things/Plant/PincushionPlant
VCE_Plant_Schlumbergera,schlumbergera plant,Vanilla Plants Expanded - Succulents,False,None,Beauty,3,,0,58,6,42,0.699999988079071,False,False,CleanOnly,1,8,Ground|Decorative,Things/Plant/Schlumbergera
VCE_Plant_SnakePlant,snake plant,Vanilla Plants Expanded - Succulents,False,None,Beauty,3,,0,58,6,42,0.699999988079071,False,False,CleanOnly,1,8,Ground|Decorative,Things/Plant/SnakePlant
VCE_Plant_SweetheartPlant,sweetheart plant,Vanilla Plants Expanded - Succulents,False,None,Beauty,3,,0,58,6,42,0.699999988079071,False,False,CleanOnly,1,8,Ground|Decorative,Things/Plant/SweetheartPlant
VRE_PoluxBush,polux bush,Vanilla Races Expanded - Phytokin,True,Super,Misc,10,WoodLog,0,58,6,42,0.05000000074505806,False,False,Any,3,8,,Things/Plant/PoluxBush
