defName,modName,label,capacities,power,cooldownTime,dps,armorPenetration,linkedBodyPartsGroup,chanceFactor
BogHound,Odyssey,right claw,Scratch,10.5,2,5.25,,FrontRightPaw,
BogHound,Odyssey,,Bite,17,2.6,6.54,,Teeth,0.7
BogHound,Odyssey,head,Blunt,6,2,3.0,,HeadAttackTool,0.2
MonitorLizard,Odyssey,left claw,Scratch,8,2,4.0,,FrontLeftClaws,
MonitorLizard,Odyssey,right claw,Scratch,8,2,4.0,,FrontRightClaws,
MonitorLizard,Odyssey,,ToxicBite,12,2.6,4.62,,Teeth,0.7
MonitorLizard,Odyssey,head,Blunt,5,2,2.5,,HeadAttackTool,0.2
PrairieDog,Odyssey,left claw,Scratch,3.6,1.5,2.4,,FrontLeftPaw,
PrairieDog,Odyssey,right claw,Scratch,3.6,1.5,2.4,,FrontRightPaw,
PrairieDog,Odyssey,,Bite,6,2,3.0,,Teeth,0.7
PrairieDog,Odyssey,head,Blunt,2,2,1.0,,HeadAttackTool,0.2
Porcupine,Odyssey,left claw,PorcupineScratch,3.6,1.5,2.4,,FrontLeftPaw,
Porcupine,Odyssey,right claw,PorcupineScratch,3.6,1.5,2.4,,FrontRightPaw,
Porcupine,Odyssey,,PorcupineBite,6,2,3.0,,Teeth,0.7
Porcupine,Odyssey,head,Blunt,2,2,1.0,,HeadAttackTool,0.2
Mastodon,Odyssey,tusk,Scratch;Stab,27.5,2.6,10.58,,TuskAttackTool,
Mastodon,Odyssey,left foot,Blunt,18.6,2,9.3,,FrontLeftLeg,
Mastodon,Odyssey,right foot,Blunt,18.6,2,9.3,,FrontRightLeg,
Mastodon,Odyssey,head,Blunt,15.5,2,7.75,,HeadAttackTool,0.2
Cat_Scimitar,Odyssey,left claw,Scratch,11,1.5,7.33,,FrontLeftPaw,
Cat_Scimitar,Odyssey,right claw,Scratch,11,1.5,7.33,,FrontRightPaw,
Cat_Scimitar,Odyssey,,Bite,16,2,8.0,,Teeth,0.7
Cat_Scimitar,Odyssey,head,Blunt,9,2,4.5,,HeadAttackTool,0.2
Wolverine,Odyssey,left claw,Scratch,9,2,4.5,,FrontLeftPaw,
Wolverine,Odyssey,right claw,Scratch,9,2,4.5,,FrontRightPaw,
Wolverine,Odyssey,,Bite,10,2,5.0,,Teeth,0.7
Wolverine,Odyssey,head,Blunt,4,2,2.0,,HeadAttackTool,0.2
Wolf_Great,Odyssey,left claw,Scratch,10.9,2,5.45,,FrontLeftPaw,0.5
Wolf_Great,Odyssey,right claw,Scratch,10.9,2,5.45,,FrontRightPaw,0.5
Wolf_Great,Odyssey,,Bite,12,2,6.0,,Teeth,0.9
Wolf_Great,Odyssey,head,Blunt,6,2,3.0,,HeadAttackTool,0.2
Moose,Odyssey,left hoof,Blunt;Poke,12,2,6.0,,FrontLeftLeg,
Moose,Odyssey,right hoof,Blunt;Poke,12,2,6.0,,FrontRightLeg,
Moose,Odyssey,,Bite,12,2,6.0,,Teeth,0.5
Moose,Odyssey,head,Blunt,15.5,2.6,5.96,,HeadAttackTool,
AlphaThrumbo,Odyssey,horn,Scratch;Stab,34,2,17.0,,HornAttackTool,
AlphaThrumbo,Odyssey,,Bite,42,2.6,16.15,,Teeth,0.7
AlphaThrumbo,Odyssey,left foot,Blunt,28,2.6,10.77,,FrontLeftLeg,
AlphaThrumbo,Odyssey,right foot,Blunt,28,2.6,10.77,,FrontRightLeg,
AlphaThrumbo,Odyssey,head,Blunt,26,2,13.0,,HeadAttackTool,0.2
Muskox,Odyssey,left hoof,Blunt;Poke,10,2,5.0,,FrontLeftLeg,
Muskox,Odyssey,right hoof,Blunt;Poke,10,2,5.0,,FrontRightLeg,
Muskox,Odyssey,,Bite,10,2,5.0,,Teeth,0.5
Muskox,Odyssey,head,Blunt,14,2.6,5.38,,HeadAttackTool,
Tiger,Odyssey,left claw,Scratch,11,1.5,7.33,,FrontLeftPaw,
Tiger,Odyssey,right claw,Scratch,11,1.5,7.33,,FrontRightPaw,
Tiger,Odyssey,,Bite,16,2,8.0,,Teeth,0.7
Tiger,Odyssey,head,Blunt,9,2,4.5,,HeadAttackTool,0.2
Mink,Odyssey,left claw,Scratch,3,2,1.5,,FrontLeftPaw,
Mink,Odyssey,right claw,Scratch,3,2,1.5,,FrontRightPaw,
Mink,Odyssey,,Bite,6,2,3.0,,Teeth,0.7
Mink,Odyssey,head,Blunt,2,2,1.0,,HeadAttackTool,0.2
Gorilla,Odyssey,left fist,Blunt,14,1.5,9.33,,LeftHand,
Gorilla,Odyssey,right fist,Blunt,14,1.5,9.33,,RightHand,
Gorilla,Odyssey,,Bite,10,2,5.0,,Teeth,0.7
Gorilla,Odyssey,head,Blunt,6,2,3.0,,HeadAttackTool,0.2
Badger,Odyssey,left claw,Scratch,4,1.5,2.67,,FrontLeftPaw,
Badger,Odyssey,right claw,Scratch,4,1.5,2.67,,FrontRightPaw,
Badger,Odyssey,,Bite,7,2,3.5,,Teeth,0.7
Badger,Odyssey,head,Blunt,3,2,1.5,,HeadAttackTool,0.2
Panda,Odyssey,left claw,Scratch,10,2,5.0,,FrontLeftPaw,
Panda,Odyssey,right claw,Scratch,10,2,5.0,,FrontRightPaw,
Panda,Odyssey,,Bite,12,2.6,4.62,,Teeth,0.5
Panda,Odyssey,head,Blunt,6,2,3.0,,HeadAttackTool,0.2
Hippo,Odyssey,,Bite,24,2.6,9.23,,Teeth,0.7
Hippo,Odyssey,head,Blunt,15,2,7.5,,HeadAttackTool,0.2
Megavole,Odyssey,left claw,Scratch,8,2,4.0,,FrontLeftPaw,
Megavole,Odyssey,right claw,Scratch,8,2,4.0,,FrontRightPaw,
Megavole,Odyssey,,Bite,14,2.6,5.38,,Teeth,0.7
Megavole,Odyssey,head,Blunt,5,2,2.5,,HeadAttackTool,0.2
Armadillo,Odyssey,left claw,Scratch,4,1.5,2.67,,FrontLeftPaw,
Armadillo,Odyssey,right claw,Scratch,4,1.5,2.67,,FrontRightPaw,
Armadillo,Odyssey,,Bite,7,2,3.5,,Teeth,0.7
Armadillo,Odyssey,head,Blunt,3,2,1.5,,HeadAttackTool,0.2
Alligator,Odyssey,left claw,Scratch,12,2,6.0,,FrontLeftClaws,
Alligator,Odyssey,right claw,Scratch,12,2,6.0,,FrontRightClaws,
Alligator,Odyssey,,Bite,22,2.6,8.46,,Teeth,0.7
Alligator,Odyssey,head,Blunt,8,2,4.0,,HeadAttackTool,0.2
Bullfrog,Odyssey,,Bite,5,2,2.5,,Teeth,0.7
Bullfrog,Odyssey,head,Blunt,2,2,1.0,,HeadAttackTool,0.2
ColossusToad,Odyssey,,Bite,10,2,5.0,,Teeth,0.7
ColossusToad,Odyssey,head,Blunt,7,2,3.5,,HeadAttackTool,0.2
LavaSnail,Odyssey,,Bite,9,4,2.25,,Mouth,0.7
LavaSnail,Odyssey,head,Blunt,6,4,1.5,,HeadAttackTool,0.2
,Odyssey,claws,Scratch,1.5,1.5,1.0,,Feet,
,Odyssey,beak,Bite,2.8,2,1.4,,Beak,
,Odyssey,head,Blunt,1,1.5,0.67,,HeadAttackTool,0.2
Sparrow,Odyssey,claws,Scratch,1.5,1.5,1.0,,Feet,
Sparrow,Odyssey,beak,Bite,2.8,2,1.4,,Beak,
Sparrow,Odyssey,head,Blunt,1,1.5,0.67,,HeadAttackTool,0.2
Crow,Odyssey,claws,Scratch,1.5,1.5,1.0,,Feet,
Crow,Odyssey,beak,Bite,2.8,2,1.4,,Beak,
Crow,Odyssey,head,Blunt,1,1.5,0.67,,HeadAttackTool,0.2
Bluebird,Odyssey,claws,Scratch,1.5,1.5,1.0,,Feet,
Bluebird,Odyssey,beak,Bite,2.8,2,1.4,,Beak,
Bluebird,Odyssey,head,Blunt,1,1.5,0.67,,HeadAttackTool,0.2
Quail,Odyssey,claws,Scratch,1.5,1.5,1.0,,Feet,
Quail,Odyssey,beak,Bite,2.8,2,1.4,,Beak,
Quail,Odyssey,head,Blunt,1,1.5,0.67,,HeadAttackTool,0.2
Macaw,Odyssey,claws,Scratch,1.5,1.5,1.0,,Feet,
Macaw,Odyssey,beak,Bite,2.8,2,1.4,,Beak,
Macaw,Odyssey,head,Blunt,1,1.5,0.67,,HeadAttackTool,0.2
,Odyssey,claws,Scratch,5,1.5,3.33,,Feet,
,Odyssey,beak,Bite,6,2,3.0,,Beak,
,Odyssey,head,Blunt,4,2,2.0,,HeadAttackTool,0.2
Flamingo,Odyssey,claws,Scratch,5,1.5,3.33,,Feet,
Flamingo,Odyssey,beak,Bite,6,2,3.0,,Beak,
Flamingo,Odyssey,head,Blunt,4,2,2.0,,HeadAttackTool,0.2
Heron,Odyssey,claws,Scratch,5,1.5,3.33,,Feet,
Heron,Odyssey,beak,Bite,6,2,3.0,,Beak,
Heron,Odyssey,head,Blunt,4,2,2.0,,HeadAttackTool,0.2
Swan,Odyssey,claws,Scratch,5,1.5,3.33,,Feet,
Swan,Odyssey,beak,Bite,6,2,3.0,,Beak,
Swan,Odyssey,head,Blunt,4,2,2.0,,HeadAttackTool,0.2
,Odyssey,claws,Scratch,5,1.5,3.33,,Feet,
,Odyssey,beak,Bite,6,2,3.0,,Beak,
,Odyssey,head,Blunt,4,2,2.0,,HeadAttackTool,0.2
Peacock,Odyssey,claws,Scratch,5,1.5,3.33,,Feet,
Peacock,Odyssey,beak,Bite,6,2,3.0,,Beak,
Peacock,Odyssey,head,Blunt,4,2,2.0,,HeadAttackTool,0.2
Vulture,Odyssey,claws,Scratch,5,1.5,3.33,,Feet,
Vulture,Odyssey,beak,Bite,6,2,3.0,,Beak,
Vulture,Odyssey,head,Blunt,4,2,2.0,,HeadAttackTool,0.2
Penguin,Odyssey,claws,Scratch,4,1.5,2.67,,Feet,
Penguin,Odyssey,beak,Bite,5,2,2.5,,Beak,
Penguin,Odyssey,head,Blunt,4,2,2.0,,HeadAttackTool,0.2
Walrus,Odyssey,tusk,Scratch;Stab,10.7,2.6,4.12,,TuskAttackTool,
Walrus,Odyssey,,Bite,8.5,2,4.25,,Teeth,0.6
Walrus,Odyssey,head,Blunt,5,2,2.5,,HeadAttackTool,0.2
SeaLion,Odyssey,,Bite,8.5,2,4.25,,Teeth,0.6
SeaLion,Odyssey,head,Blunt,5,2,2.5,,HeadAttackTool,0.2
Seal,Odyssey,,Bite,7,2,3.5,,Teeth,0.6
Seal,Odyssey,head,Blunt,5,2,2.5,,HeadAttackTool,0.2
HermitCrab,Odyssey,right claw,Scratch,4,1.25,3.2,,FrontRightClaws,
HermitCrab,Odyssey,left claw,Scratch,4,1.25,3.2,,FrontLeftClaws,
HermitCrab,Odyssey,head,Blunt,2,2,1.0,,HeadAttackTool,0.2
StoneCrab,Odyssey,right claw,Scratch,9,2,4.5,,FrontRightClaws,
StoneCrab,Odyssey,left claw,Scratch,9,2,4.5,,FrontLeftClaws,
StoneCrab,Odyssey,head,Blunt,4,2,2.0,,HeadAttackTool,0.2
SeaTurtle,Odyssey,beak,Bite,10,2.6,3.85,,TurtleBeakAttackTool,
SeaTurtle,Odyssey,head,Blunt,3,2.6,1.15,,HeadAttackTool,0.2
Otter,Odyssey,left claw,Scratch,3.6,1.5,2.4,,FrontLeftPaw,
Otter,Odyssey,right claw,Scratch,3.6,1.5,2.4,,FrontRightPaw,
Otter,Odyssey,,Bite,6,2,3.0,,Teeth,0.7
Otter,Odyssey,head,Blunt,2,2,1.0,,HeadAttackTool,0.2
Larva,Odyssey,mandibles,Bite,5,2,2.5,,Mouth,
Larva,Odyssey,head,Blunt,4,2,2.0,,HeadAttackTool,0.1
HiveQueen,Odyssey,head claw,Cut,30,2.6,11.54,,HeadClaw,
HiveQueen,Odyssey,head,Blunt,14,2,7.0,,HeadAttackTool,0.2
Locust,Odyssey,mandibles,Bite,6,2,3.0,,Mouth,
Locust,Odyssey,head,Blunt,4,2,2.0,,HeadAttackTool,0.1
,Odyssey,shell spike,Stab,6,2.6,2.31,,SpikedShellAttackTool,
Drone_Hunter,Odyssey,shell spike,Stab,6,2.6,2.31,,SpikedShellAttackTool,
Drone_Wasp,Odyssey,stinger,Stab,6,2.4,2.5,,SpikedShellAttackTool,
Drone_Sentry,Odyssey,shell spike,Stab,6,2.6,2.31,,SpikedShellAttackTool,
Mech_Cyclops,Odyssey,front left leg,Blunt,12.0,2,6.0,,FrontLeftLeg,
Mech_Cyclops,Odyssey,front right leg,Blunt,12.0,2,6.0,,FrontRightLeg,
Mech_Cyclops,Odyssey,head,Blunt,8.5,2,4.25,,HeadAttackTool,0.2
BS_Centaur,Big and Small - Framework,left fist,Blunt,8.2,2,4.1,,LeftHand,
BS_Centaur,Big and Small - Framework,right fist,Blunt,8.2,2,4.1,,RightHand,
BS_Centaur,Big and Small - Framework,teeth,Bite,8.2,2,4.1,,Teeth,0.07
BS_Centaur,Big and Small - Framework,head,Blunt,5,2,2.5,,HeadAttackTool,0.2
,Big and Small - Framework,left fist,Blunt,8.2,2,4.1,,LeftHand,
,Big and Small - Framework,right fist,Blunt,8.2,2,4.1,,RightHand,
,Big and Small - Framework,teeth,Bite,8.2,2,4.1,,Teeth,0.07
,Big and Small - Framework,head,Blunt,5,2,2.5,,HeadAttackTool,0.2
BS_HumanFouramed,Big and Small - Framework,left fist,Blunt,8.2,2,4.1,,LeftHand,
BS_HumanFouramed,Big and Small - Framework,right fist,Blunt,8.2,2,4.1,,RightHand,
BS_HumanFouramed,Big and Small - Framework,teeth,Bite,8.2,2,4.1,,Teeth,0.07
BS_HumanFouramed,Big and Small - Framework,head,Blunt,5,2,2.5,,HeadAttackTool,0.2
BS_Naga,Big and Small - Framework,left fist,Blunt,8.2,2,4.1,,LeftHand,
BS_Naga,Big and Small - Framework,right fist,Blunt,8.2,2,4.1,,RightHand,
BS_Naga,Big and Small - Framework,teeth,Bite,8.2,2,4.1,,Teeth,0.07
BS_Naga,Big and Small - Framework,head,Blunt,5,2,2.5,,HeadAttackTool,0.2
BS_Marlith,Big and Small - Framework,left fist,Blunt,8.2,2,4.1,,LeftHand,
BS_Marlith,Big and Small - Framework,right fist,Blunt,8.2,2,4.1,,RightHand,
BS_Marlith,Big and Small - Framework,teeth,Bite,8.2,2,4.1,,Teeth,0.07
BS_Marlith,Big and Small - Framework,head,Blunt,5,2,2.5,,HeadAttackTool,0.2
,Big and Small - Framework,left fist,Blunt,8.2,2,4.1,,LeftHand,
,Big and Small - Framework,right fist,Blunt,8.2,2,4.1,,RightHand,
,Big and Small - Framework,teeth,Bite,8.2,2,4.1,,Teeth,0.07
,Big and Small - Framework,head,Blunt,5,2,2.5,,HeadAttackTool,0.2
BS_SixArmedHuman,Big and Small - Framework,left fist,Blunt,8.2,2,4.1,,LeftHand,
BS_SixArmedHuman,Big and Small - Framework,right fist,Blunt,8.2,2,4.1,,RightHand,
BS_SixArmedHuman,Big and Small - Framework,teeth,Bite,8.2,2,4.1,,Teeth,0.07
BS_SixArmedHuman,Big and Small - Framework,head,Blunt,5,2,2.5,,HeadAttackTool,0.2
BS_SpiderPersonRace,Big and Small - Framework,left fist,Blunt,8.2,2,4.1,,LeftHand,
BS_SpiderPersonRace,Big and Small - Framework,right fist,Blunt,8.2,2,4.1,,RightHand,
BS_SpiderPersonRace,Big and Small - Framework,teeth,Bite,8.2,2,4.1,,Teeth,0.07
BS_SpiderPersonRace,Big and Small - Framework,head,Blunt,5,2,2.5,,HeadAttackTool,0.2
BS_HumanoidWithTail,Big and Small - Framework,left fist,Blunt,8.2,2,4.1,,LeftHand,
BS_HumanoidWithTail,Big and Small - Framework,right fist,Blunt,8.2,2,4.1,,RightHand,
BS_HumanoidWithTail,Big and Small - Framework,teeth,Bite,8.2,2,4.1,,Teeth,0.07
BS_HumanoidWithTail,Big and Small - Framework,head,Blunt,5,2,2.5,,HeadAttackTool,0.2
BS_HumanoidWithWings,Big and Small - Framework,left fist,Blunt,8.2,2,4.1,,LeftHand,
BS_HumanoidWithWings,Big and Small - Framework,right fist,Blunt,8.2,2,4.1,,RightHand,
BS_HumanoidWithWings,Big and Small - Framework,teeth,Bite,8.2,2,4.1,,Teeth,0.07
BS_HumanoidWithWings,Big and Small - Framework,head,Blunt,5,2,2.5,,HeadAttackTool,0.2
BS_JustAHead,Big and Small - Framework,teeth,Bite,8.2,2,4.1,,Teeth,0.07
BS_JustAHead,Big and Small - Framework,head,Blunt,5,2,2.5,,HeadAttackTool,0.2
FancyRat,AA FancyRats,left claw,Scratch,3.6,1.5,2.4,,FrontLeftPaw,
FancyRat,AA FancyRats,right claw,Scratch,3.6,1.5,2.4,,FrontRightPaw,
FancyRat,AA FancyRats,,Bite,6,2,3.0,,Teeth,0.7
FancyRat,AA FancyRats,head,Blunt,2,2,1.0,,HeadAttackTool,0.2
PoisonDeer,Advanced Biomes (Continued),left hoof,Blunt;Poke,7,1.65,4.24,,FrontLeftLeg,
PoisonDeer,Advanced Biomes (Continued),right hoof,Blunt;Poke,7,1.65,4.24,,FrontRightLeg,
PoisonDeer,Advanced Biomes (Continued),teeth,Bite,8,2,4.0,,Teeth,0.5
PoisonDeer,Advanced Biomes (Continued),head,Blunt,3,1.65,1.82,,HeadAttackTool,0.2
PoisonRat,Advanced Biomes (Continued),left claw,Scratch,4,1.65,2.42,,FrontLeftPaw,
PoisonRat,Advanced Biomes (Continued),right claw,Scratch,4,1.65,2.42,,FrontRightPaw,
PoisonRat,Advanced Biomes (Continued),,Bite,5,1.65,3.03,,Teeth,0.7
PoisonRat,Advanced Biomes (Continued),head,Blunt,1,1.65,0.61,,HeadAttackTool,0.2
MutantCow,Advanced Biomes (Continued),,Bite,8.8,1.65,5.33,,Teeth,0.7
MutantCow,Advanced Biomes (Continued),head,Blunt,5,1.65,3.03,,HeadAttackTool,0.2
MutantCow,Advanced Biomes (Continued),left hoof,Blunt;Poke,5,1.65,3.03,,FrontLeftLeg,
MutantCow,Advanced Biomes (Continued),right hoof,Blunt;Poke,5,1.65,3.03,,FrontRightLeg,
PoisonButterfly,Advanced Biomes (Continued),,Bite,7,2.5,2.8,,Mouth,
PoisonButterfly,Advanced Biomes (Continued),head,Blunt,4,1.65,2.42,,HeadAttackTool,
AM_Aura,Alpha Mechs,wing blade,Cut;Stab,23,2,11.5,,AM_WingBlades,
AM_Aura,Alpha Mechs,head,Blunt,9,2,4.5,,HeadAttackTool,0.2
AM_Daggersnout,Alpha Mechs,snout blade,Cut;Stab,6,1,6.0,,AM_NoseBlade,
AM_Daggersnout,Alpha Mechs,head,Blunt,3,2,1.5,,HeadAttackTool,0.2
AM_Demolisher,Alpha Mechs,mechanoid claws,Cut;AM_SiegeBlunt,20,2.6,7.69,,AM_MechaClaws,
AM_Fireworm,Alpha Mechs,head,Blunt,10,2.6,3.85,,HeadAttackTool,
AM_Goliath,Alpha Mechs,head,Blunt,17,2.6,6.54,,HeadAttackTool,
AM_Phalanx,Alpha Mechs,head,Blunt,18,2.6,6.92,,HeadAttackTool,
AM_Siegebreaker,Alpha Mechs,head,Blunt,17,2.6,6.54,,HeadAttackTool,
AM_Apoptosis,Alpha Mechs,wing blade,Cut;Stab,23,2,11.5,,AM_WingBlades,
AM_Apoptosis,Alpha Mechs,head,Blunt,9,2.6,3.46,,HeadAttackTool,
AM_Mech_Bellicor,Alpha Mechs,head,Blunt,8,2.6,3.08,,HeadAttackTool,
AM_Mech_Artilleron,Alpha Mechs,head,Blunt,8,2.6,3.08,,HeadAttackTool,
AM_Blitzkrieg,Alpha Mechs,head,Blunt,1,2.5,0.4,,HeadAttackTool,
AM_Mech_Guttersnipe,Alpha Mechs,head,Cut;Stab,12,1.3,9.23,,AM_CircularSaw,
AM_Infernus,Alpha Mechs,head,Blunt,18,2.6,6.92,,HeadAttackTool,
AM_Mech_Legate,Alpha Mechs,head,Demolish,12,2,6.0,,HeadAttackTool,0.2
AM_Mech_Lux,Alpha Mechs,left fist,Blunt,12.0,2,6.0,,LeftHand,
AM_Mech_Lux,Alpha Mechs,right fist,Blunt,12.0,2,6.0,,RightHand,
AM_Mech_Lux,Alpha Mechs,head,Blunt,8.5,2,4.25,,HeadAttackTool,0.2
AM_Mech_MasterChef,Alpha Mechs,head,Blunt,6,2.6,2.31,,HeadAttackTool,
AM_Mech_Munifex,Alpha Mechs,left fist,Blunt,12.0,2,6.0,,LeftHand,
AM_Mech_Munifex,Alpha Mechs,right fist,Blunt,12.0,2,6.0,,RightHand,
AM_Mech_Munifex,Alpha Mechs,head,Blunt,8.5,2,4.25,,HeadAttackTool,0.2
AM_Mech_Optio,Alpha Mechs,left fist,Blunt,12.0,2,6.0,,LeftHand,
AM_Mech_Optio,Alpha Mechs,right fist,Blunt,12.0,2,6.0,,RightHand,
AM_Mech_Optio,Alpha Mechs,head,Blunt,8.5,2,4.25,,HeadAttackTool,0.2
AM_Mech_Polychoron,Alpha Mechs,left fist,Blunt,12.0,2,6.0,,LeftHand,
AM_Mech_Polychoron,Alpha Mechs,right fist,Blunt,12.0,2,6.0,,RightHand,
AM_Mech_Polychoron,Alpha Mechs,head,Blunt,8.5,2,4.25,,HeadAttackTool,0.2
AM_Mech_PristineAssembler,Alpha Mechs,head,Blunt,8,2.6,3.08,,HeadAttackTool,
AM_Mech_PristineSlurrypede,Alpha Mechs,head,Blunt,8,2.6,3.08,,HeadAttackTool,
AM_PristineStrider,Alpha Mechs,head,Blunt,1,50,0.02,,HeadAttackTool,
AM_Mech_Sagittarius,Alpha Mechs,left fist,Blunt,12.0,2,6.0,,LeftHand,
AM_Mech_Sagittarius,Alpha Mechs,right fist,Blunt,12.0,2,6.0,,RightHand,
AM_Mech_Sagittarius,Alpha Mechs,head,Blunt,8.5,2,4.25,,HeadAttackTool,0.2
AM_Siegemelter,Alpha Mechs,head,Blunt,17,2.6,6.54,,HeadAttackTool,
AM_Starfire,Alpha Mechs,head,Blunt,17,2.6,6.54,,HeadAttackTool,
AM_Mech_TurboCleaner,Alpha Mechs,head,Blunt,2,2.6,0.77,,HeadAttackTool,
AM_WarEmpress,Alpha Mechs,left rending claws,Scratch,28,1.5,18.67,,LeftPowerClaw,
AM_WarEmpress,Alpha Mechs,right rending claws,Scratch,28,1.5,18.67,,RightPowerClaw,
AM_WarEmpress,Alpha Mechs,head,Blunt,15,2,7.5,,HeadAttackTool,0.2
AM_Dryad_Ocular,Alpha Memes,left claw,Scratch,8,2,4.0,,FrontLeftPaw,
AM_Dryad_Ocular,Alpha Memes,right claw,Scratch,8,2,4.0,,FrontRightPaw,
AM_Dryad_Ocular,Alpha Memes,,Bite,9,2,4.5,,Teeth,0.9
AM_Dryad_Ocular,Alpha Memes,head,Blunt,4,2,2.0,,HeadAttackTool,0.2
AM_Dryad_Spitter,Alpha Memes,left claw,Scratch,8,2,4.0,,FrontLeftPaw,
AM_Dryad_Spitter,Alpha Memes,right claw,Scratch,8,2,4.0,,FrontRightPaw,
AM_Dryad_Spitter,Alpha Memes,,Bite,9,2,4.5,,Teeth,0.9
AM_Dryad_Spitter,Alpha Memes,head,Blunt,4,2,2.0,,HeadAttackTool,0.2
AM_Dryad_Corruptor,Alpha Memes,left claw,Scratch,8,2,4.0,,FrontLeftPaw,
AM_Dryad_Corruptor,Alpha Memes,right claw,Scratch,8,2,4.0,,FrontRightPaw,
AM_Dryad_Corruptor,Alpha Memes,,Bite,9,2,4.5,,Teeth,0.9
AM_Dryad_Corruptor,Alpha Memes,head,Blunt,4,2,2.0,,HeadAttackTool,0.2
AM_Dryad_Unstable,Alpha Memes,left claw,Scratch,8,2,4.0,,FrontLeftPaw,
AM_Dryad_Unstable,Alpha Memes,right claw,Scratch,8,2,4.0,,FrontRightPaw,
AM_Dryad_Unstable,Alpha Memes,,Bite,9,2,4.5,,Teeth,0.9
AM_Dryad_Unstable,Alpha Memes,head,Blunt,4,2,2.0,,HeadAttackTool,0.2
AM_Dryad_Tumorous,Alpha Memes,left claw,Scratch,8,2,4.0,,FrontLeftPaw,
AM_Dryad_Tumorous,Alpha Memes,right claw,Scratch,8,2,4.0,,FrontRightPaw,
AM_Dryad_Tumorous,Alpha Memes,,Bite,9,2,4.5,,Teeth,0.9
AM_Dryad_Tumorous,Alpha Memes,head,Blunt,4,2,2.0,,HeadAttackTool,0.2
AA_Eyeling,Alpha Memes,eye,AM_ToxicSting,8,2,4.0,,HeadAttackTool,0.2
AM_UnshackledDryad,Alpha Memes,left claw,Scratch,8,2,4.0,,FrontLeftPaw,
AM_UnshackledDryad,Alpha Memes,right claw,Scratch,8,2,4.0,,FrontRightPaw,
AM_UnshackledDryad,Alpha Memes,,Bite,9,2,4.5,,Teeth,0.9
AM_UnshackledDryad,Alpha Memes,head,Blunt,4,2,2.0,,HeadAttackTool,0.2
AlligatorMan,Beasts of the Rim (Continued),left fist,Blunt,8.2,2,4.1,,LeftHand,
AlligatorMan,Beasts of the Rim (Continued),right fist,Blunt,8.2,2,4.1,,RightHand,
AlligatorMan,Beasts of the Rim (Continued),teeth,Bite,18.2,2,9.1,,Teeth,0.07
AlligatorMan,Beasts of the Rim (Continued),head,Blunt,5,2,2.5,,HeadAttackTool,0.2
Armadillo,Beasts of the Rim (Continued),left claw,Scratch,8,2,4.0,,FrontLeftPaw,
Armadillo,Beasts of the Rim (Continued),right claw,Scratch,8,2,4.0,,FrontRightPaw,
Armadillo,Beasts of the Rim (Continued),,Bite,10,2.6,3.85,,Teeth,0.7
Armadillo,Beasts of the Rim (Continued),head,Blunt,5,2,2.5,,HeadAttackTool,0.2
Bardelot,Beasts of the Rim (Continued),left claw,Scratch,4,2,2.0,,FrontLeftPaw,
Bardelot,Beasts of the Rim (Continued),right claw,Scratch,4,2,2.0,,FrontRightPaw,
Bardelot,Beasts of the Rim (Continued),,Bite,6,2.6,2.31,,Teeth,0.7
Bardelot,Beasts of the Rim (Continued),head,Blunt,3,2,1.5,,HeadAttackTool,0.2
BlackBear,Beasts of the Rim (Continued),left claw,Scratch,17,2,8.5,,FrontLeftPaw,
BlackBear,Beasts of the Rim (Continued),right claw,Scratch,17,2,8.5,,FrontRightPaw,
BlackBear,Beasts of the Rim (Continued),,Bite,23.6,2.6,9.08,,Teeth,0.5
BlackBear,Beasts of the Rim (Continued),head,Blunt,11,2,5.5,,HeadAttackTool,0.2
BlackBearMan,Beasts of the Rim (Continued),left fist,Blunt,8.2,2,4.1,,LeftHand,
BlackBearMan,Beasts of the Rim (Continued),right fist,Blunt,8.2,2,4.1,,RightHand,
BlackBearMan,Beasts of the Rim (Continued),,Bite,23.6,2.6,9.08,,Teeth,0.5
BlackBearMan,Beasts of the Rim (Continued),head,Blunt,11,2,5.5,,HeadAttackTool,0.2
Giantala,Beasts of the Rim (Continued),left claw,Scratch,22,2,11.0,,LeftHand,
Giantala,Beasts of the Rim (Continued),right claw,Scratch,22,2,11.0,,RightHand,
Giantala,Beasts of the Rim (Continued),head,Blunt,3,2,1.5,,HeadAttackTool,0.2
Worm,Beasts of the Rim (Continued),,ToxicBite,10,1.65,6.06,,Mouth,
Gigantelope,Beasts of the Rim (Continued),head,Blunt,10,1.65,6.06,,HeadAttackTool,0.2
Jerbal,Beasts of the Rim (Continued),left leg,Blunt,11,1.85,5.95,,FrontLeftLeg,
Jerbal,Beasts of the Rim (Continued),right leg,Blunt,11,1.85,5.95,,FrontRightLeg,
Mandrill,Beasts of the Rim (Continued),left fist,Blunt,10,1.3,7.69,,LeftHand,
Mandrill,Beasts of the Rim (Continued),right fist,Blunt,10,1.3,7.69,,RightHand,
Mandrill,Beasts of the Rim (Continued),,Bite,4,2,2.0,,Teeth,0.7
Mandrill,Beasts of the Rim (Continued),head,Blunt,2,2,1.0,,HeadAttackTool,0.2
MandrillMan,Beasts of the Rim (Continued),left fist,Blunt,8.2,2,4.1,,LeftHand,
MandrillMan,Beasts of the Rim (Continued),right fist,Blunt,8.2,2,4.1,,RightHand,
