tile,lat,lon,arc,bearing,elev_m,temp_c,rain_mm,biome,water,river_flow,region
302,-36.5464,-4.4356,36.78,264.04,12,53.4,18,AB_FeraliskInfestedJungle,0,284,The Dune Sea
303,-29.6668,6.6438,30.34,281.48,12,57.7,18,ExtremeDesert,0,0,The Dune Sea
304,-25.6474,0.0,25.65,270.0,12,59.7,18,AB_FeraliskInfestedJungle,0,0,The Dune Sea
305,-36.5464,4.4356,36.78,275.96,64,53.1,20,ExtremeDesert,0,0,The Dune Sea
306,-29.6668,-6.6438,30.34,258.52,12,57.7,18,ExtremeDesert,0,0,The Dune Sea
307,29.6668,-6.6438,30.34,101.48,51,57.5,19,ExtremeDesert,0,0,The Dune Sea
308,25.6474,0.0,25.65,90.0,132,59.0,18,COMIGO_GreaterSwamp_Tropical,0,0,The Dune Sea
309,29.6668,6.6438,30.34,78.52,47,57.5,18,ExtremeDesert,0,0,The Dune Sea
310,36.5464,-4.4356,36.78,95.96,12,53.4,18,ExtremeDesert,0,0,The Dune Sea
311,36.5464,4.4356,36.78,84.04,12,53.4,18,ZBiome_DesertOasis,0,0,The Dune Sea
312,-3.5617,53.3675,53.45,355.56,392,40.2,47,ExtremeDesert,0,0,The Fall Line Barrens
313,0.0,64.3501,64.35,0.0,1618,25.6,1668,Desert,0,0,The Ashfall Range
314,5.769,60.1639,60.33,6.64,490,35.0,214,Desert,0,0,The Fall Line
315,-5.769,60.1639,60.33,353.36,782,33.4,21,Desert,0,0,The Ashfall Range
316,3.5617,53.3675,53.45,4.44,511,39.6,70,Desert,0,0,The Fall Line
317,0.0,115.6499,115.65,0.0,161,-17.7,18,Wasteland,0,0,The Gray Crags
318,3.5617,126.6326,126.55,4.44,188,-30.9,18,Wasteland,0,0,
319,-3.5617,126.6326,126.55,355.56,598,-33.2,18,Wasteland,0,0,
320,5.769,119.8362,119.67,6.64,494,-24.3,18,Wasteland,0,0,The Sunreach
321,-5.769,119.8362,119.67,353.36,307,-23.3,18,Wasteland,0,0,The Sunreach
322,0.0,-64.3501,64.35,180.0,1098,28.5,83,Desert,0,0,The Dew Horn
323,-5.769,-60.1639,60.33,186.64,894,32.8,1668,Desert,0,0,The Dew Horn
324,-3.5617,-53.3675,53.45,184.44,819,37.9,1668,AB_FeraliskInfestedJungle,0,0,The Scald Spine
325,5.769,-60.1639,60.33,173.36,390,35.6,189,ZBiome_DesertOasis,0,0,The Dew Horn
326,3.5617,-53.3675,53.45,175.56,26,42.2,1668,AB_FeraliskInfestedJungle,0,4721,The Scald Spine
327,-3.5617,-126.6326,126.55,184.44,559,-32.9,18,AB_MycoticJungle,0,0,
328,3.5617,-126.6326,126.55,175.56,121,-30.5,18,AB_MycoticJungle,0,0,
329,-5.769,-119.8362,119.67,186.64,587,-24.8,18,BMT_FungalForest,0,0,The Nightspill
330,5.769,-119.8362,119.67,173.36,224,-22.8,18,AB_MycoticJungle,0,0,The Nightspill
331,0.0,-115.6499,115.65,180.0,-30,-16.8,90,Ocean,1,0,The Twilight Sea
332,43.1105,-133.6302,120.25,127.71,549,-25.3,18,AB_RockyCrags,0,0,The Nightspill
333,39.8997,-143.1129,127.85,125.67,837,-36.0,18,AB_RockyCrags,0,0,
334,31.89,-143.6128,133.12,133.63,780,-42.0,18,AB_RockyCrags,0,0,
335,27.4125,-136.2769,129.91,143.12,762,-38.1,18,AB_RockyCrags,0,0,
336,30.2395,-127.7049,121.9,143.62,638,-27.8,18,AB_RockyCrags,0,0,The Nightspill
337,37.8411,-125.6687,117.42,136.28,1015,-24.5,18,PoisonForest,0,0,The Twilight Crags
338,75.4542,-164.2857,103.99,94.02,96,-3.3,20,AB_RockyCrags,0,0,
339,75.4542,164.2857,103.99,85.98,308,-4.5,20,AB_RockyCrags,0,0,
340,67.627,158.7523,110.78,81.52,563,-14.0,19,AB_RockyCrags,0,0,
341,61.9775,171.4349,117.68,85.47,653,-22.8,18,AB_RockyCrags,0,0,
342,67.627,-158.7523,110.78,98.48,167,-11.9,18,AB_RockyCrags,0,0,
343,61.9775,-171.4349,117.68,94.53,392,-21.4,18,AB_RockyCrags,0,0,
344,67.627,-21.2477,69.22,98.48,133,29.9,100,AridShrubland,0,0,
345,61.9775,-8.5651,62.32,94.53,25,36.0,22,Desert,0,0,
346,75.4542,-15.7143,76.01,94.02,37,25.0,109,AridShrubland,0,0,
347,75.4542,15.7143,76.01,85.98,91,24.7,280,AridShrubland,0,0,
348,61.9775,8.5651,62.32,85.47,12,36.1,98,ZBiome_DesertOasis,0,5592,
349,67.627,21.2477,69.22,81.52,51,30.3,25,ZBiome_Badlands,0,0,
350,37.8411,-54.3313,62.58,136.28,12,35.9,22,Desert,0,0,
351,30.2395,-52.2951,58.1,143.62,244,37.9,872,AB_FeraliskInfestedJungle,0,0,The Dew Horn
352,43.1105,-46.3698,59.75,127.71,12,38.1,21,Desert,0,0,
353,39.8997,-36.8871,52.15,125.67,103,42.7,69,Desert,0,0,
354,27.4125,-43.7231,50.09,143.12,12,44.5,38,AB_FeraliskInfestedJungle,0,1170,
355,31.89,-36.3872,46.88,133.63,12,46.7,22,AB_FeraliskInfestedJungle,0,0,
356,20.7612,-98.4775,97.92,159.03,-30,4.5,90,Ocean,1,0,The Twilight Sea
357,27.667,-94.5296,94.01,152.26,-30,9.2,90,Ocean,1,0,The Twilight Sea
358,27.667,-85.4704,85.99,152.26,-30,17.2,90,Ocean,1,0,The Twilight Sea
359,20.7612,-81.5225,82.08,159.03,-30,20.3,90,Ocean,1,0,The Twilight Sea
360,13.9643,-94.0124,93.89,166.0,-30,9.3,90,Ocean,1,0,The Twilight Sea
361,13.9643,-85.9876,86.11,166.0,-30,17.1,90,Ocean,1,0,The Twilight Sea
362,37.8411,125.6687,117.42,43.72,1058,-24.7,18,AB_RockyCrags,0,0,The Sunreach
363,30.2395,127.7049,121.9,36.38,838,-28.9,18,AB_RockyCrags,0,0,The Sunreach
364,43.1105,133.6302,120.25,52.29,1003,-27.8,18,AB_RockyCrags,0,0,The Sunreach
365,39.8997,143.1129,127.85,54.33,1332,-38.7,18,AB_RockyCrags,0,0,
366,27.4125,136.2769,129.91,36.88,1062,-39.7,18,AB_RockyCrags,0,0,
367,31.89,143.6128,133.12,46.37,1316,-45.0,18,AB_RockyCrags,0,0,
368,-7.9223,-159.0268,157.64,201.25,744,-67.7,18,AB_RockyCrags,0,0,The Umbra
369,-4.0102,-152.2557,151.99,188.56,662,-63.1,18,AB_RockyCrags,0,0,
370,3.8932,-166.001,165.48,164.29,490,-72.0,18,AB_RockyCrags,0,0,The Umbra
371,-3.8932,-166.0011,165.48,195.71,579,-72.5,18,AB_RockyCrags,0,0,The Umbra
372,7.9223,-159.0268,157.64,158.75,979,-69.0,18,AB_RockyCrags,0,0,The Umbra
373,4.0102,-152.2557,151.99,171.44,882,-64.3,18,AB_MycoticJungle,0,0,
374,-27.667,-85.4704,85.99,207.74,555,14.2,46,AB_RockyCrags,0,0,
375,-20.7612,-81.5225,82.08,200.97,561,17.3,135,AridShrubland,0,0,The Dew Belt
376,-13.9643,-94.0124,93.89,194.0,630,5.9,62,AridShrubland,0,0,
377,-13.9643,-85.9876,86.11,194.0,129,16.4,36,PoisonForest,0,233,The Dew Belt
378,-20.7612,-98.4775,97.92,200.97,639,1.0,221,AB_RockyCrags,0,0,The Nightspill
379,-27.667,-94.5296,94.01,207.74,800,4.8,33,AB_RockyCrags,0,0,
380,-3.8932,-13.999,14.52,195.71,503,61.4,741,ExtremeDesert,0,0,The Anvil
381,3.8932,-13.999,14.52,164.29,368,62.2,583,ExtremeDesert,0,0,The Anvil
382,4.0102,-27.7443,28.01,171.44,2511,45.0,90,Lake,1,0,The Scald
383,7.9223,-20.9732,22.36,158.75,1866,50.8,1668,LavaField,0,0,The Dune Sea
384,-4.0102,-27.7443,28.01,188.56,2511,45.0,90,Lake,1,0,The Scald
385,-7.9223,-20.9732,22.36,201.25,2493,47.3,1668,AB_PyroclasticConflagration,0,0,The Dune Sea
386,39.8997,36.8871,52.15,54.33,12,43.2,21,ExtremeDesert,0,0,
387,43.1105,46.3698,59.75,52.29,528,35.3,30,Desert,0,0,
388,31.89,36.3872,46.88,46.37,79,46.3,49,ExtremeDesert,0,0,
389,27.4125,43.7231,50.09,36.88,672,40.9,19,ExtremeDesert,0,0,
390,30.2395,52.2951,58.1,36.38,961,34.0,26,Desert,0,0,
391,37.8411,54.3313,62.58,43.72,794,31.6,388,Desert,0,0,
392,-43.1105,133.6302,120.25,307.71,156,-23.2,18,AridShrubland,0,0,The Sunreach
393,-39.8997,143.1129,127.85,305.67,688,-35.2,18,AridShrubland,0,0,The South Crags
394,-31.89,143.6128,133.12,313.63,569,-40.9,18,PoisonForest,0,0,The South Crags
395,-27.4125,136.2769,129.91,323.12,386,-36.0,18,Wasteland,0,0,The South Crags
396,-30.2395,127.7049,121.9,323.62,494,-27.0,18,Wasteland,0,0,The South Crags
397,-37.8411,125.6687,117.42,316.28,12,-19.0,18,AridShrubland,0,0,The Sunreach
398,-67.627,-158.7523,110.78,261.52,780,-15.2,18,AB_RockyCrags,0,0,
399,-61.9775,-171.4349,117.68,265.47,601,-22.5,18,AB_RockyCrags,0,0,
400,-75.4542,164.2857,103.99,274.02,707,-6.7,30,AridShrubland,0,0,
401,-75.4542,-164.2857,103.99,265.98,385,-4.9,20,PoisonForest,0,0,
402,-67.627,158.7523,110.78,278.48,702,-14.8,19,AridShrubland,0,0,
403,-61.9775,171.4349,117.68,274.53,397,-21.4,18,AB_RockyCrags,0,0,
404,-75.4542,15.7143,76.01,274.02,12,25.1,30,PoisonForest,0,0,
405,-75.4542,-15.7143,76.01,265.98,12,25.1,30,PoisonForest,0,0,
406,-67.627,21.2477,69.22,278.48,85,30.2,89,AridShrubland,0,0,
407,-61.9775,8.5651,62.32,274.53,104,35.6,147,AridShrubland,0,0,
408,-61.9775,-8.5651,62.32,265.47,12,36.1,22,ZBiome_Badlands,0,0,
409,-67.627,-21.2477,69.22,261.52,12,30.6,25,ZBiome_DesertOasis,0,0,
410,-37.8411,54.3313,62.58,316.28,157,35.1,69,AridShrubland,0,0,
411,-30.2395,52.2951,58.1,323.62,690,35.5,35,ZBiome_Grasslands,0,0,The Pyrelands
412,-43.1105,46.3698,59.75,307.71,160,37.3,131,AridShrubland,0,0,
413,-39.8997,36.8871,52.15,305.67,12,43.2,19,Desert,0,0,
414,-27.4125,43.7231,50.09,323.12,572,41.5,45,ZBiome_Grasslands,0,0,The Pyrelands
415,-31.89,36.3872,46.88,313.63,198,45.7,38,ZBiome_Grasslands,0,0,The Pyrelands
416,-20.7612,98.4775,97.92,339.03,12,4.4,24,AB_MycoticJungle,0,0,The Sunreach
417,-27.667,94.5296,94.01,332.26,12,9.1,29,AB_MycoticJungle,0,0,
418,-27.667,85.4704,85.99,332.26,12,17.1,35,AridShrubland,0,0,
419,-20.7612,81.5225,82.08,339.03,12,20.3,33,AB_MiasmicMangrove,0,0,The Salt Gate
420,-13.9643,94.0124,93.89,346.0,40,9.1,29,Wasteland,0,0,The Salt
421,-13.9643,85.9876,86.11,346.0,72,16.7,979,Wasteland,0,0,The Salt
422,3.8932,166.001,165.48,15.71,12,-69.4,18,AB_PropaneLakes,0,0,The Ammonia Flats
423,-3.8932,166.001,165.48,344.29,464,-71.9,18,AB_RockyCrags,0,0,The Umbra
424,4.0102,152.2557,151.99,8.56,688,-63.2,18,AB_RockyCrags,0,0,
425,7.9223,159.0268,157.64,21.25,12,-63.7,18,AB_PropaneLakes,0,0,The Ammonia Flats
426,-7.9223,159.0268,157.64,338.75,505,-66.4,18,AB_RockyCrags,0,0,The Umbra
427,-4.0102,152.2557,151.99,351.44,593,-62.7,18,AB_RockyCrags,0,0,
428,-30.2395,-127.7049,121.9,216.38,1117,-30.4,18,AB_RockyCrags,0,0,The Nightspill
429,-37.8411,-125.6687,117.42,223.72,1277,-25.9,18,AB_RockyCrags,0,0,The Nightspill
430,-43.1105,-133.6302,120.25,232.29,1213,-29.0,18,AB_RockyCrags,0,0,The Nightspill
431,-39.8997,-143.1129,127.85,234.33,980,-36.8,18,AB_RockyCrags,0,0,
432,-31.89,-143.6128,133.12,226.37,687,-41.5,18,AB_RockyCrags,0,0,
433,-27.4125,-136.2769,129.91,216.88,810,-38.3,18,AB_RockyCrags,0,0,
434,-39.8997,-36.8871,52.15,234.33,282,41.7,65,AB_FeraliskInfestedJungle,0,0,
435,-43.1105,-46.3698,59.75,232.29,95,37.6,178,Desert,0,0,
436,-27.4125,-43.7231,50.09,216.88,615,41.2,1495,AB_FeraliskInfestedJungle,0,0,
437,-31.89,-36.3872,46.88,226.37,296,45.1,387,AB_FeraliskInfestedJungle,0,0,
438,-37.8411,-54.3313,62.58,223.72,113,35.3,55,Desert,0,0,
439,-30.2395,-52.2951,58.1,216.38,604,35.9,669,Desert,0,0,The Dew Horn
440,-4.0102,27.7443,28.01,351.44,813,54.3,29,Desert,0,0,The Dune Sea
441,-7.9223,20.9732,22.36,338.75,329,59.2,18,ExtremeDesert,0,0,The Dune Sea
442,-3.8932,13.999,14.52,344.29,547,61.2,18,AB_MechanoidIntrusion,0,0,The Rust Cathedral
443,3.8932,13.999,14.52,15.71,590,60.9,18,AB_MechanoidIntrusion,0,0,The Rust Cathedral
444,7.9223,20.9732,22.36,21.25,307,59.4,18,ExtremeDesert,0,0,The Dune Sea
445,4.0102,27.7443,28.01,8.56,309,57.1,18,ExtremeDesert,0,0,The Dune Sea
446,20.7612,81.5225,82.08,20.97,12,20.3,150,Wasteland,0,0,The Salt
447,27.667,85.4704,85.99,27.74,12,17.1,35,Wasteland,0,0,The Salt
448,13.9643,94.0124,93.89,14.0,-30,9.3,90,Ocean,1,0,The Gray Sea
449,13.9643,85.9876,86.11,14.0,-30,17.1,90,Ocean,1,0,The Gray Sea
450,27.667,94.5296,94.01,27.74,-30,9.2,90,Ocean,1,0,The Gray Sea
451,20.7612,98.4775,97.92,20.97,-30,4.5,90,Ocean,1,0,The Gray Sea
452,47.0906,-101.2533,97.64,132.36,12,4.8,24,AridShrubland,0,0,The Nightspill
453,46.5646,-112.4274,105.21,131.19,12,-4.3,19,AB_RockyCrags,0,0,The Nightspill
454,39.4869,-115.8295,109.65,137.53,535,-12.5,19,PoisonForest,0,0,The Twilight Crags
455,33.4241,-109.3327,106.04,145.03,53,-5.5,19,PoisonForest,0,0,The Twilight Crags
456,34.1238,-99.7416,98.05,145.49,-30,4.3,90,Ocean,1,0,The Twilight Sea
457,40.7448,-95.2966,94.01,139.13,12,9.1,29,AB_TarPits,0,0,
458,59.9129,-115.3986,102.42,117.63,12,-1.0,21,AB_RockyCrags,0,0,
459,66.1962,-125.1141,103.42,109.84,12,-2.2,20,AB_RockyCrags,0,0,
460,52.7568,-120.323,107.79,123.27,12,-7.4,18,AB_RockyCrags,0,0,
461,50.8913,-132.096,115.02,121.1,421,-18.3,18,AB_RockyCrags,0,0,
462,63.789,-141.9964,110.37,106.86,58,-10.8,18,AB_RockyCrags,0,0,
463,55.8008,-142.7069,116.56,112.38,414,-20.1,18,AB_RockyCrags,0,0,
464,71.3268,-90.0,90.0,108.67,12,13.9,34,AridShrubland,0,0,
465,73.3651,-65.4328,83.16,105.2,12,19.4,34,AB_MycoticJungle,0,0,
466,73.3651,-114.5672,96.84,105.2,12,5.7,25,AridShrubland,0,0,
467,79.65,-132.6197,96.99,97.65,12,5.5,25,AridShrubland,0,0,
468,79.65,-47.3803,83.01,97.65,12,19.5,34,AridShrubland,0,0,
469,86.2207,-90.0,90.0,93.78,12,13.9,34,AB_MycoticJungle,0,0,
470,59.9129,-64.6014,77.58,117.63,12,23.9,31,AB_MycoticJungle,0,0,
471,52.7568,-59.677,72.21,123.27,12,28.2,27,AridShrubland,0,0,
472,66.1962,-54.8859,76.58,109.84,12,24.7,30,PoisonForest,0,0,
473,63.789,-38.0036,69.63,106.86,226,29.0,579,Desert,0,0,
474,50.8913,-47.9041,64.98,121.1,12,33.9,23,Desert,0,0,
475,55.8008,-37.2931,63.44,112.38,263,33.8,140,Desert,0,0,
476,40.7448,-84.7034,85.99,139.13,12,17.1,35,AB_TarPits,0,0,
477,47.0906,-78.7467,82.36,132.36,12,20.0,34,Wasteland,0,0,
478,46.5646,-67.5726,74.79,131.19,12,26.1,29,PoisonForest,0,0,
479,39.4869,-64.1705,70.35,137.53,12,29.7,26,AB_MiasmicMangrove,0,0,The Salt Gate
480,34.1238,-80.2584,81.95,145.49,-30,20.4,90,Ocean,1,0,The Twilight Sea
481,33.4241,-70.6673,73.96,145.03,-30,26.8,90,Ocean,1,0,The Twilight Sea
482,71.3268,90.0,90.0,71.33,159,13.1,111,AB_RockyCrags,0,0,
483,73.3651,114.5672,96.84,74.8,12,5.7,25,AB_RockyCrags,0,0,
484,86.2206,90.0,90.0,86.22,12,13.9,34,AB_GelatinousSuperorganism,0,0,
485,79.65,132.6197,96.99,82.35,116,5.0,65,AB_RockyCrags,0,0,
486,79.65,47.3803,83.01,82.35,12,19.5,34,PoisonForest,0,0,
487,73.3651,65.4328,83.16,74.8,157,18.6,258,AridShrubland,0,0,
488,66.1962,54.8859,76.58,70.16,142,24.0,267,AridShrubland,0,0,
489,59.9129,64.6014,77.58,62.37,338,22.1,353,AridShrubland,0,0,
490,63.789,38.0035,69.63,73.14,12,30.2,37,Desert,0,0,
491,55.8008,37.2931,63.44,67.62,438,32.8,62,Desert,0,0,
492,50.8913,47.9041,64.98,58.9,535,31.1,78,ZBiome_Grasslands,0,0,The Pyrelands
493,52.7568,59.677,72.21,56.73,181,27.2,27,ZBiome_Grasslands,0,0,The Pyrelands
494,59.9129,115.3986,102.42,62.37,367,-2.9,21,AB_RockyCrags,0,0,
495,52.7568,120.323,107.79,56.73,969,-12.7,18,AB_MycoticJungle,0,0,The Gray Crags
496,66.1962,125.1141,103.42,70.16,378,-4.2,21,AB_RockyCrags,0,0,
497,63.789,141.9964,110.37,73.14,595,-13.7,18,AB_RockyCrags,0,0,
498,50.8913,132.096,115.02,58.9,1463,-24.1,18,AB_RockyCrags,0,0,The Gray Crags
499,55.8008,142.7069,116.56,67.62,1544,-26.4,18,AB_RockyCrags,0,0,The Gray Crags
500,46.5646,67.5726,74.79,48.81,894,21.3,431,AridShrubland,0,0,
501,47.0906,78.7467,82.36,47.64,578,16.9,455,AB_RockyCrags,0,0,
502,39.4869,64.1705,70.35,42.47,803,25.3,188,ZBiome_Grasslands,0,0,The Pyrelands
503,33.4241,70.6673,73.96,34.97,322,25.1,982,Desert,0,0,
504,34.1238,80.2584,81.95,34.51,89,20.0,704,AB_MycoticJungle,0,0,
505,40.7448,84.7034,85.99,40.87,406,15.0,35,AB_RockyCrags,0,0,
506,40.7448,95.2966,94.01,40.87,12,9.1,247,AB_RockyCrags,0,75,
507,47.0906,101.2533,97.64,47.64,390,2.7,198,AB_RockyCrags,0,0,The Sunreach
508,46.5646,112.4274,105.21,48.81,640,-7.8,122,AB_RockyCrags,0,0,The Gray Crags
509,39.4869,115.8295,109.65,42.47,800,-14.0,18,AB_RockyCrags,0,0,The Gray Crags
510,34.1238,99.7416,98.05,34.51,17,4.2,24,AB_RockyCrags,0,0,The Sunreach
511,33.4241,109.3327,106.04,34.97,440,-7.7,19,AB_RockyCrags,0,0,The Gray Crags
512,-47.0906,-101.2533,97.64,227.64,872,0.0,34,AridShrubland,0,0,The Nightspill
513,-40.7448,-95.2966,94.01,220.87,650,5.6,59,AB_RockyCrags,0,0,
514,-34.1238,-99.7416,98.05,214.51,394,2.2,24,AB_RockyCrags,0,0,The Nightspill
515,-33.4241,-109.3327,106.04,214.97,849,-9.9,30,AB_RockyCrags,0,0,The Twilight Crags
516,-39.4869,-115.8295,109.65,222.47,1126,-15.8,19,AB_RockyCrags,0,0,The Nightspill
517,-46.5646,-112.4274,105.21,228.81,1219,-11.0,24,AB_RockyCrags,0,0,The Nightspill
518,-71.3268,-90.0,90.0,251.33,273,12.5,34,AridShrubland,0,0,
519,-73.3651,-114.5672,96.84,254.8,776,1.5,26,AridShrubland,0,0,
520,-79.65,-132.6197,96.99,262.35,344,3.7,68,AridShrubland,0,0,
521,-86.2207,-90.0,90.0,266.22,109,13.4,34,Wasteland,0,0,
522,-79.65,-47.3803,83.01,262.35,12,19.5,34,PoisonForest,0,0,
523,-73.3651,-65.4328,83.16,254.8,12,19.4,34,PoisonForest,0,0,
524,-66.1962,-54.8859,76.58,250.16,12,24.7,30,ZBiome_DesertOasis,0,0,
525,-59.9129,-64.6014,77.58,242.37,12,23.9,31,Desert,0,0,
526,-63.789,-38.0035,69.63,253.14,12,30.2,26,Desert,0,0,
527,-55.8008,-37.2931,63.44,247.62,12,35.2,23,ZBiome_DesertOasis,0,0,
528,-50.8913,-47.9041,64.98,238.9,12,33.9,23,Desert,0,0,
529,-52.7568,-59.677,72.21,236.73,12,28.2,27,Desert,0,0,
530,-52.7568,-120.323,107.79,236.73,1419,-15.2,20,AB_RockyCrags,0,0,
531,-59.9129,-115.3986,102.42,242.37,1167,-7.3,30,AridShrubland,0,0,
532,-66.1962,-125.1141,103.42,250.16,856,-6.8,43,AridShrubland,0,0,
533,-63.789,-141.9964,110.37,253.14,1181,-16.9,18,AB_RockyCrags,0,0,
534,-50.8913,-132.096,115.02,238.9,1556,-24.6,18,AB_RockyCrags,0,0,
535,-55.8008,-142.7069,116.56,247.62,1380,-25.5,18,AB_RockyCrags,0,0,The South Crags
536,-46.5646,-67.5726,74.79,228.81,12,26.1,29,Desert,0,0,
537,-47.0906,-78.7467,82.36,227.64,100,19.6,54,AridShrubland,0,0,
538,-40.7448,-84.7034,85.99,220.87,469,14.6,736,AB_RockyCrags,0,0,
539,-34.1238,-80.2584,81.95,214.51,728,16.4,33,AB_RockyCrags,0,0,
540,-39.4869,-64.1705,70.35,222.47,117,29.1,117,AridShrubland,0,0,
541,-33.4241,-70.6673,73.96,214.97,530,23.9,54,AB_RockyCrags,0,0,
542,-47.0906,101.2533,97.64,312.36,12,4.8,24,AridShrubland,0,0,The Sunreach
543,-46.5646,112.4274,105.21,311.19,12,-4.3,19,Wasteland,0,0,The Sunreach
544,-39.4869,115.8295,109.65,317.53,12,-9.6,18,AridShrubland,0,0,The Sunreach
545,-33.4241,109.3327,106.04,325.03,12,-5.3,19,AB_MycoticJungle,0,0,The Sunreach
546,-34.1238,99.7416,98.05,325.49,12,4.3,24,AridShrubland,0,0,The Sunreach
547,-40.7448,95.2966,94.01,319.13,12,9.1,29,AridShrubland,0,0,
548,-59.9129,115.3986,102.42,297.63,12,-1.0,21,Wasteland,0,0,
549,-66.1962,125.1141,103.42,289.84,213,-3.3,81,Wasteland,0,0,
550,-52.7568,120.323,107.79,303.27,12,-7.4,18,Wasteland,0,0,
551,-50.8913,132.096,115.02,301.1,12,-16.1,18,AridShrubland,0,0,
552,-63.789,141.9964,110.37,286.86,403,-12.7,19,Wasteland,0,0,
553,-55.8008,142.7069,116.56,292.38,223,-19.1,18,Wasteland,0,0,
554,-71.3268,90.0,90.0,288.67,12,13.9,34,Wasteland,0,0,
555,-73.3651,65.4328,83.16,285.2,12,19.4,34,Wasteland,0,0,
556,-73.3651,114.5672,96.84,285.2,354,3.8,25,Wasteland,0,0,
557,-79.65,132.6197,96.99,277.65,568,2.5,93,Wasteland,0,0,
558,-86.2206,90.0,90.0,273.78,120,13.3,34,AridShrubland,0,0,
559,-79.65,47.3803,83.01,277.65,145,18.8,399,Wasteland,0,0,
560,-59.9129,64.6014,77.58,297.63,12,23.9,31,PoisonForest,0,0,
561,-52.7568,59.677,72.21,303.27,168,27.3,492,AridShrubland,0,0,
562,-66.1962,54.8859,76.58,289.84,12,24.7,30,PoisonForest,0,0,
563,-63.789,38.0036,69.63,286.86,219,29.1,164,AridShrubland,0,0,
564,-50.8913,47.9041,64.98,301.1,341,32.1,37,AridShrubland,0,0,
565,-55.8008,37.2931,63.44,292.38,228,34.0,23,AridShrubland,0,0,
566,-40.7448,84.7034,85.99,319.13,12,17.1,35,AridShrubland,0,0,
567,-47.0906,78.7467,82.36,312.36,12,20.0,34,PoisonForest,0,0,
568,-46.5646,67.5726,74.79,311.19,12,26.1,55,PoisonForest,0,0,
569,-39.4869,64.1705,70.35,317.53,12,29.7,26,AridShrubland,0,0,
570,-34.1238,80.2584,81.95,325.49,12,20.4,33,AridShrubland,0,0,
571,-33.4241,70.6673,73.96,325.03,12,26.8,28,PoisonForest,0,0,
572,-18.6529,180.0,161.35,270.0,822,-70.8,18,AB_RockyCrags,0,0,The Umbra
573,-15.0702,-172.9285,163.39,245.43,901,-72.8,18,AB_RockyCrags,0,0,The Umbra
574,-7.57,-172.975,169.69,227.38,726,-76.4,18,AB_RockyCrags,0,0,The Umbra
575,-3.6795,-180.0,176.32,270.0,514,-80.1,18,AB_RockyCrags,0,0,The Umbra
576,-7.57,172.975,169.69,312.62,772,-76.7,18,AB_RockyCrags,0,0,The Umbra
577,-15.0702,172.9285,163.39,294.57,964,-73.1,18,AB_RockyCrags,0,0,The Umbra
578,-41.8818,169.7206,137.1,281.26,404,-44.7,18,AB_RockyCrags,0,0,
579,-39.4484,160.1434,136.58,292.43,614,-45.3,18,AB_RockyCrags,0,0,The South Crags
580,-51.9457,153.365,123.44,289.34,549,-29.1,18,AridShrubland,0,0,
581,-43.99,152.1353,129.5,295.83,896,-38.3,18,PoisonForest,0,0,The South Crags
582,-54.6621,165.9827,124.14,279.74,553,-30.0,18,AB_RockyCrags,0,0,The South Crags
583,-48.9592,173.8851,130.76,275.3,818,-39.4,18,AB_MycoticJungle,0,0,The South Crags
584,-48.9592,-173.8851,130.76,264.7,592,-38.2,18,AB_MycoticJungle,0,0,The South Crags
585,-41.8818,-169.7206,137.1,258.74,333,-44.4,18,AB_MycoticJungle,0,0,
586,-51.9457,-153.365,123.44,250.66,882,-31.0,18,AB_RockyCrags,0,0,The South Crags
587,-54.6621,-165.9827,124.14,260.26,991,-32.4,18,AB_MycoticJungle,0,0,The South Crags
588,-43.99,-152.1353,129.5,244.17,1109,-39.5,18,AB_RockyCrags,0,0,
589,-39.4484,-160.1434,136.58,247.57,472,-44.5,18,AB_MycoticJungle,0,0,
590,-19.2643,165.7715,156.21,305.12,827,-67.1,18,AB_RockyCrags,0,0,The Umbra
591,-26.915,166.0503,149.93,295.4,682,-61.7,18,AB_RockyCrags,0,0,
592,-31.4829,159.008,142.77,300.33,385,-51.4,18,AB_RockyCrags,0,0,
593,-27.8999,151.418,140.9,312.1,527,-50.0,18,AB_RockyCrags,0,0,
594,-15.7706,158.8091,153.8,322.0,722,-64.8,18,AB_RockyCrags,0,0,The Umbra
595,-19.9032,151.6113,145.81,322.71,667,-56.6,18,AB_RockyCrags,0,0,
596,-31.4829,-159.008,142.77,239.67,397,-51.5,18,AB_MycoticJungle,0,0,
597,-26.915,-166.0503,149.93,244.6,417,-60.2,18,BMT_CrystalCaverns,0,0,
598,-19.2643,-165.7715,156.21,234.88,819,-67.1,18,AB_RockyCrags,0,0,The Umbra
599,-15.7706,-158.8091,153.8,218.0,597,-64.1,18,AB_RockyCrags,0,0,The Umbra
600,-27.8999,-151.418,140.9,227.9,507,-49.9,18,AB_MycoticJungle,0,0,
601,-19.9032,-151.6113,145.81,217.29,719,-56.9,18,AB_MycoticJungle,0,0,
602,41.8818,-169.7206,137.1,101.26,1283,-49.6,18,AB_RockyCrags,0,0,
603,39.4484,-160.1434,136.58,112.43,1126,-48.1,18,AB_RockyCrags,0,0,
604,51.9457,-153.365,123.44,109.34,868,-30.9,18,AB_RockyCrags,0,0,
605,43.99,-152.1353,129.5,115.83,939,-38.6,18,AB_RockyCrags,0,0,
606,54.6621,-165.9827,124.14,99.74,765,-31.2,18,AB_RockyCrags,0,0,
