tile,lat,lon,arc,bearing,elev_m,temp_c,rain_mm,biome,water,river_flow,region,hilliness,swampiness
267,34.3737,90.0,90.0,34.37,74,13.6,123,AB_RockyCrags,0,0,,3,0.0
268,7.0166,90.0,90.0,7.02,-30,14.0,90,Ocean,1,0,The Gray Sea,1,0.0
269,13.7773,78.0093,78.36,14.07,12,23.2,32,ZBiome_Badlands,0,0,The Salt,2,0.0
270,27.2871,103.5267,102.0,27.95,-30,-0.4,90,Ocean,1,0,The Gray Sea,1,0.0
271,13.7773,101.9907,101.64,14.07,-30,0.0,90,Ocean,1,0,The Gray Sea,1,0.0
272,53.2118,-84.0441,86.44,126.64,12,16.8,20,Wasteland,0,0,,1,0.0
273,53.2118,-95.9559,93.56,126.64,12,9.7,20,AridShrubland,0,0,,1,0.0
274,59.6526,-101.4798,95.77,119.85,12,7.0,19,AB_RockyCrags,0,0,,2,0.0
275,64.3391,-90.0,90.0,115.66,12,13.9,20,AridShrubland,0,0,,1,0.0
276,59.6526,-78.5202,84.23,119.85,12,18.6,20,AridShrubland,0,0,,1,0.0
277,59.6526,78.5202,84.23,60.15,323,16.8,39,AB_MycoticJungle,0,0,,1,0.4
278,53.2118,84.0441,86.44,53.36,529,13.9,40,AB_MycoticJungle,0,0,,1,0.4
279,64.3391,90.0,90.0,64.34,340,12.1,22,BMT_FungalForest,0,0,,1,0.25
280,53.2118,95.9559,93.56,53.36,476,7.1,24,AB_MycoticJungle,0,0,,1,0.4
281,59.6526,101.4798,95.77,60.15,365,5.1,30,BMT_FungalForest,0,0,,1,0.25
282,-59.6526,-101.4798,95.77,240.15,948,1.9,19,AridShrubland,0,0,,2,0.0
283,-59.6526,-78.5202,84.23,240.15,143,17.8,20,Desert,0,0,,2,0.0
284,-53.2118,-84.0441,86.44,233.36,154,16.0,21,Desert,0,0,,1,0.0
285,-64.3391,-90.0,90.0,244.34,522,11.1,20,AridShrubland,0,0,,2,0.0
286,-53.2118,-95.9559,93.56,233.36,584,6.5,21,AridShrubland,0,0,,2,0.0
287,-53.2118,84.0441,86.44,306.64,12,16.8,20,AridShrubland,0,0,,1,0.0
288,-53.2118,95.9559,93.56,306.64,12,9.7,20,AridShrubland,0,0,,1,0.0
289,-59.6526,101.4798,95.77,299.85,12,7.0,19,AridShrubland,0,0,,1,0.0
290,-64.3391,90.0,90.0,295.66,12,13.9,20,Wasteland,0,0,,1,0.0
291,-59.6526,78.5202,84.23,299.85,12,18.6,20,PoisonForest,0,0,,1,0.35
292,-29.6668,173.3562,149.66,281.48,351,-59.5,18,AB_RockyCrags,0,0,,2,0.0
293,-36.5464,-175.5644,143.22,264.04,160,-50.7,18,AB_RockyCrags,0,0,,3,0.0
294,-29.6668,-173.3562,149.66,258.52,286,-59.2,18,BMT_CrystalCaverns,0,0,,2,0.0
295,-36.5464,175.5644,143.22,275.96,305,-51.5,18,AB_RockyCrags,0,0,,2,0.0
296,-25.6474,-180.0,154.35,270.0,539,-64.2,18,AB_RockyCrags,0,0,The Umbra,3,0.0
297,36.5464,175.5644,143.22,84.04,1181,-56.4,18,AB_PropaneLakes,0,0,The Ammonia Flats,1,0.3
298,29.6668,173.3562,149.66,78.52,1145,-63.9,18,AB_PropaneLakes,0,0,The Ammonia Flats,2,0.3
299,25.6474,180.0,154.35,90.0,971,-66.5,18,AB_PropaneLakes,0,0,The Ammonia Flats,4,0.3
300,36.5464,-175.5644,143.22,95.96,1319,-57.1,18,AB_RockyCrags,0,0,The Ammonia Flats,3,0.0
301,29.6668,-173.3562,149.66,101.48,1494,-65.8,18,AB_RockyCrags,0,0,The Ammonia Flats,2,0.0
302,-36.5464,-4.4356,36.78,264.04,12,53.4,18,ExtremeDesert,0,0,The Dune Sea,1,0.0
303,-29.6668,6.6438,30.34,281.48,12,57.7,18,ExtremeDesert,0,0,The Dune Sea,1,0.0
304,-25.6474,0.0,25.65,270.0,12,59.7,18,ExtremeDesert,0,0,The Dune Sea,1,0.0
305,-36.5464,4.4356,36.78,275.96,69,53.1,18,ExtremeDesert,0,0,The Dune Sea,2,0.0
306,-29.6668,-6.6438,30.34,258.52,12,57.7,18,ExtremeDesert,0,0,The Dune Sea,1,0.0
307,29.6668,-6.6438,30.34,101.48,65,57.4,18,ExtremeDesert,0,0,The Dune Sea,2,0.0
308,25.6474,0.0,25.65,90.0,133,59.0,18,AB_MiasmicMangrove,0,0,The Dune Sea,2,0.85
309,29.6668,6.6438,30.34,78.52,62,57.4,18,ExtremeDesert,0,0,The Dune Sea,2,0.0
310,36.5464,-4.4356,36.78,95.96,12,53.4,18,ExtremeDesert,0,0,The Dune Sea,1,0.0
311,36.5464,4.4356,36.78,84.04,12,53.4,18,ExtremeDesert,0,0,The Dune Sea,1,0.0
312,-3.5617,53.3675,53.45,355.56,491,39.7,20,ExtremeDesert,0,0,The Fall Line Barrens,2,0.0
313,0.0,64.3501,64.35,0.0,1923,23.9,678,ExtremeDesert,0,0,The Ashfall Range,4,0.0
314,5.769,60.1639,60.33,6.64,568,34.6,33,ExtremeDesert,0,0,The Fall Line,3,0.0
315,-5.769,60.1639,60.33,353.36,942,32.6,18,ExtremeDesert,0,0,The Ashfall Range,4,0.0
316,3.5617,53.3675,53.45,4.44,541,39.4,21,ExtremeDesert,0,0,The Fall Line,2,0.0
317,0.0,115.6499,115.65,0.0,260,-18.2,18,Wasteland,0,0,The Gray Crags,1,0.0
318,3.5617,126.6326,126.55,4.44,415,-32.1,18,Wasteland,0,0,,1,0.0
319,-3.5617,126.6326,126.55,355.56,601,-33.2,18,Wasteland,0,0,,2,0.0
320,5.769,119.8362,119.67,6.64,494,-24.3,18,Wasteland,0,0,The Sunreach,2,0.0
321,-5.769,119.8362,119.67,353.36,309,-23.3,18,Wasteland,0,0,The Sunreach,2,0.0
322,0.0,-64.3501,64.35,180.0,1228,27.8,90,Desert,0,0,The Dew Horn,4,0.0
323,-5.769,-60.1639,60.33,186.64,1062,31.9,103,Desert,0,0,The Dew Horn,4,0.0
324,-3.5617,-53.3675,53.45,184.44,788,38.0,1668,AB_FeraliskInfestedJungle,0,0,The Scald Spine,4,0.45
325,5.769,-60.1639,60.33,173.36,431,35.4,271,ZBiome_Grasslands,0,0,The Dew Horn,3,0.05
326,3.5617,-53.3675,53.45,175.56,322,40.6,1668,AB_FeraliskInfestedJungle,0,0,The Scald Spine,1,0.45
327,-3.5617,-126.6326,126.55,184.44,575,-33.0,18,AB_MycoticJungle,0,0,,2,0.4
328,3.5617,-126.6326,126.55,175.56,175,-30.8,18,AB_MycoticJungle,0,0,,2,0.4
329,-5.769,-119.8362,119.67,186.64,591,-24.9,18,BMT_FungalForest,0,0,The Nightspill,1,0.25
330,5.769,-119.8362,119.67,173.36,226,-22.8,18,AB_MycoticJungle,0,0,The Nightspill,3,0.4
331,0.0,-115.6499,115.65,180.0,-30,-16.8,90,Ocean,1,0,The Twilight Sea,1,0.0
332,43.1105,-133.6302,120.25,127.71,567,-25.4,18,AB_RockyCrags,0,0,The Nightspill,2,0.0
333,39.8997,-143.1129,127.85,125.67,843,-36.1,18,AB_RockyCrags,0,0,,2,0.0
334,31.89,-143.6128,133.12,133.63,780,-42.0,18,AB_RockyCrags,0,0,,2,0.0
335,27.4125,-136.2769,129.91,143.12,762,-38.1,18,AB_RockyCrags,0,0,,2,0.0
336,30.2395,-127.7049,121.9,143.62,638,-27.8,18,AB_RockyCrags,0,0,The Nightspill,2,0.0
337,37.8411,-125.6687,117.42,136.28,1019,-24.5,18,PoisonForest,0,0,The Twilight Crags,3,0.35
338,75.4542,-164.2857,103.99,94.02,114,-3.4,18,AB_RockyCrags,0,0,,3,0.0
339,75.4542,164.2857,103.99,85.98,331,-4.6,18,AB_RockyCrags,0,0,,3,0.0
340,67.627,158.7523,110.78,81.52,567,-14.1,18,AB_RockyCrags,0,0,,2,0.0
341,61.9775,171.4349,117.68,85.47,653,-22.8,18,AB_MycoticJungle,0,0,,2,0.4
342,67.627,-158.7523,110.78,98.48,251,-12.3,18,AB_MycoticJungle,0,0,,2,0.4
343,61.9775,-171.4349,117.68,94.53,404,-21.4,18,AB_MycoticJungle,0,0,,3,0.4
344,67.627,-21.2477,69.22,98.48,161,29.7,26,Desert,0,0,,2,0.0
345,61.9775,-8.5651,62.32,94.53,112,35.5,18,Desert,0,0,,1,0.0
346,75.4542,-15.7143,76.01,94.02,45,24.9,29,ZBiome_Badlands,0,0,,2,0.0
347,75.4542,15.7143,76.01,85.98,109,24.6,50,AridShrubland,0,0,,2,0.0
348,61.9775,8.5651,62.32,85.47,78,35.7,25,ZBiome_Badlands,0,0,,2,0.0
349,67.627,21.2477,69.22,81.52,74,30.2,19,ZBiome_Badlands,0,0,,2,0.0
350,37.8411,-54.3313,62.58,136.28,12,35.9,18,ZBiome_Grasslands,0,0,The Pyrelands,1,0.05
351,30.2395,-52.2951,58.1,143.62,272,37.8,118,AB_FeraliskInfestedJungle,0,0,The Dew Horn,4,0.45
352,43.1105,-46.3698,59.75,127.71,12,38.1,18,Desert,0,0,,1,0.0
353,39.8997,-36.8871,52.15,125.67,110,42.6,21,Desert,0,0,,2,0.0
354,27.4125,-43.7231,50.09,143.12,12,44.5,41,AB_FeraliskInfestedJungle,0,4847,,1,0.45
355,31.89,-36.3872,46.88,133.63,12,46.7,21,ExtremeDesert,0,0,,1,0.0
356,20.7612,-98.4775,97.92,159.03,-30,4.5,90,Ocean,1,0,The Twilight Sea,1,0.0
357,27.667,-94.5296,94.01,152.26,-30,9.2,90,Ocean,1,0,The Twilight Sea,1,0.0
358,27.667,-85.4704,85.99,152.26,-30,17.2,90,Ocean,1,0,The Twilight Sea,1,0.0
359,20.7612,-81.5225,82.08,159.03,-30,20.3,90,Ocean,1,0,The Twilight Sea,1,0.0
360,13.9643,-94.0124,93.89,166.0,-30,9.3,90,Ocean,1,0,The Twilight Sea,1,0.0
361,13.9643,-85.9876,86.11,166.0,-30,17.1,90,Ocean,1,0,The Twilight Sea,1,0.0
362,37.8411,125.6687,117.42,43.72,1066,-24.8,18,AB_MycoticJungle,0,0,The Sunreach,2,0.4
363,30.2395,127.7049,121.9,36.38,843,-28.9,18,AB_RockyCrags,0,0,The Sunreach,3,0.0
364,43.1105,133.6302,120.25,52.29,1066,-28.2,18,AB_MycoticJungle,0,0,The Sunreach,2,0.4
365,39.8997,143.1129,127.85,54.33,1342,-38.8,18,AB_MycoticJungle,0,0,,2,0.4
366,27.4125,136.2769,129.91,36.88,1068,-39.8,18,AB_RockyCrags,0,0,,2,0.0
367,31.89,143.6128,133.12,46.37,1316,-45.0,18,AB_RockyCrags,0,0,,2,0.0
368,-7.9223,-159.0268,157.64,201.25,744,-67.7,18,AB_RockyCrags,0,0,The Umbra,2,0.0
369,-4.0102,-152.2557,151.99,188.56,662,-63.1,18,AB_RockyCrags,0,0,,2,0.0
370,3.8932,-166.001,165.48,164.29,492,-72.1,18,AB_RockyCrags,0,0,The Umbra,4,0.0
371,-3.8932,-166.0011,165.48,195.71,584,-72.6,18,AB_RockyCrags,0,0,The Umbra,3,0.0
372,7.9223,-159.0268,157.64,158.75,979,-69.0,18,AB_RockyCrags,0,0,The Umbra,2,0.0
373,4.0102,-152.2557,151.99,171.44,885,-64.3,18,AB_RockyCrags,0,0,,3,0.0
374,-27.667,-85.4704,85.99,207.74,691,13.4,22,AB_MycoticJungle,0,0,,1,0.4
375,-20.7612,-81.5225,82.08,200.97,596,17.1,34,AridShrubland,0,0,The Dew Belt,1,0.0
376,-13.9643,-94.0124,93.89,194.0,658,5.7,24,AridShrubland,0,0,,1,0.0
377,-13.9643,-85.9876,86.11,194.0,434,14.7,20,AridShrubland,0,0,The Dew Belt,1,0.0
378,-20.7612,-98.4775,97.92,200.97,746,0.4,48,AB_RockyCrags,0,0,The Nightspill,2,0.0
379,-27.667,-94.5296,94.01,207.74,932,4.1,20,AB_RockyCrags,0,0,,2,0.0
380,-3.8932,-13.999,14.52,195.71,689,60.4,1469,ExtremeDesert,0,0,The Anvil,4,0.0
381,3.8932,-13.999,14.52,164.29,563,61.1,1150,ZBiome_DesertOasis,0,0,The Anvil,3,0.2
382,4.0102,-27.7443,28.01,171.44,-30,51.0,90,Lake,1,0,The Scald,1,0.0
383,7.9223,-20.9732,22.36,158.75,1216,54.4,1668,ZBiome_Grasslands,0,0,The Dune Sea,2,0.05
384,-4.0102,-27.7443,28.01,188.56,-30,51.0,90,Lake,1,0,The Scald,1,0.0
385,-7.9223,-20.9732,22.36,201.25,1536,52.6,40,AB_PyroclasticConflagration,0,0,The Dune Sea,4,0.0
386,39.8997,36.8871,52.15,54.33,23,43.1,18,ExtremeDesert,0,0,,1,0.0
387,43.1105,46.3698,59.75,52.29,545,35.2,19,ExtremeDesert,0,0,,2,0.0
388,31.89,36.3872,46.88,46.37,134,46.0,19,ExtremeDesert,0,0,,3,0.0
389,27.4125,43.7231,50.09,36.88,711,40.7,18,ExtremeDesert,0,0,,2,0.0
390,30.2395,52.2951,58.1,36.38,988,33.8,19,ExtremeDesert,0,0,,1,0.0
391,37.8411,54.3313,62.58,43.72,904,31.0,48,ExtremeDesert,0,0,,3,0.0
392,-43.1105,133.6302,120.25,307.71,156,-23.2,18,AridShrubland,0,0,The Sunreach,2,0.0
393,-39.8997,143.1129,127.85,305.67,688,-35.2,18,AridShrubland,0,0,The South Crags,3,0.0
394,-31.89,143.6128,133.12,313.63,569,-40.9,18,PoisonForest,0,0,The South Crags,2,0.35
395,-27.4125,136.2769,129.91,323.12,434,-36.3,18,Wasteland,0,0,The South Crags,2,0.0
396,-30.2395,127.7049,121.9,323.62,497,-27.0,18,Wasteland,0,0,The South Crags,3,0.0
397,-37.8411,125.6687,117.42,316.28,12,-19.0,18,AridShrubland,0,0,The Sunreach,1,0.0
398,-67.627,-158.7523,110.78,261.52,811,-15.4,18,AB_MycoticJungle,0,0,,2,0.4
399,-61.9775,-171.4349,117.68,265.47,620,-22.6,18,AB_MycoticJungle,0,0,,2,0.4
400,-75.4542,164.2857,103.99,274.02,726,-6.8,20,AridShrubland,0,0,,2,0.0
401,-75.4542,-164.2857,103.99,265.98,577,-6.0,18,PoisonForest,0,0,,2,0.35
402,-67.627,158.7523,110.78,278.48,729,-14.9,18,AridShrubland,0,0,,3,0.0
403,-61.9775,171.4349,117.68,274.53,541,-22.2,18,AB_RockyCrags,0,0,,2,0.0
404,-75.4542,15.7143,76.01,274.02,12,25.1,19,AridShrubland,0,0,,1,0.0
405,-75.4542,-15.7143,76.01,265.98,12,25.1,19,Wasteland,0,0,,1,0.0
406,-67.627,21.2477,69.22,278.48,122,30.0,25,Desert,0,0,,2,0.0
407,-61.9775,8.5651,62.32,274.53,175,35.2,29,Desert,0,0,,2,0.0
408,-61.9775,-8.5651,62.32,265.47,12,36.1,18,ZBiome_Badlands,0,0,,2,0.0
409,-67.627,-21.2477,69.22,261.52,12,30.6,19,Desert,0,0,,1,0.0
410,-37.8411,54.3313,62.58,316.28,182,34.9,22,AridShrubland,0,0,,2,0.0
411,-30.2395,52.2951,58.1,323.62,716,35.3,19,Desert,0,0,,1,0.0
412,-43.1105,46.3698,59.75,307.71,216,37.0,26,AridShrubland,0,0,,2,0.0
413,-39.8997,36.8871,52.15,305.67,12,43.2,18,Desert,0,0,,1,0.0
414,-27.4125,43.7231,50.09,323.12,630,41.1,19,Desert,0,0,,2,0.0
415,-31.89,36.3872,46.88,313.63,216,45.6,19,ExtremeDesert,0,0,,3,0.0
416,-20.7612,98.4775,97.92,339.03,12,4.4,19,AridShrubland,0,0,The Sunreach,1,0.0
417,-27.667,94.5296,94.01,332.26,12,9.1,20,AridShrubland,0,0,,1,0.0
418,-27.667,85.4704,85.99,332.26,12,17.1,20,AridShrubland,0,0,,1,0.0
419,-20.7612,81.5225,82.08,339.03,12,20.3,20,AridShrubland,0,0,,1,0.0
420,-13.9643,94.0124,93.89,346.0,61,9.0,20,Wasteland,0,0,The Salt,1,0.0
421,-13.9643,85.9876,86.11,346.0,85,16.6,153,Wasteland,0,0,The Salt,2,0.0
422,3.8932,166.001,165.48,15.71,12,-69.4,18,AB_PropaneLakes,0,0,The Ammonia Flats,1,0.3
423,-3.8932,166.001,165.48,344.29,464,-71.9,18,AB_RockyCrags,0,0,The Umbra,3,0.0
424,4.0102,152.2557,151.99,8.56,688,-63.2,18,AB_RockyCrags,0,0,,2,0.0
425,7.9223,159.0268,157.64,21.25,12,-63.7,18,AB_PropaneLakes,0,0,The Ammonia Flats,1,0.3
426,-7.9223,159.0268,157.64,338.75,507,-66.4,18,AB_RockyCrags,0,0,The Umbra,2,0.0
427,-4.0102,152.2557,151.99,351.44,593,-62.7,18,AB_RockyCrags,0,0,,2,0.0
428,-30.2395,-127.7049,121.9,216.38,1117,-30.4,18,BMT_FungalForest,0,0,The Nightspill,2,0.25
429,-37.8411,-125.6687,117.42,223.72,1277,-25.9,18,AB_MycoticJungle,0,0,The Nightspill,2,0.4
430,-43.1105,-133.6302,120.25,232.29,1227,-29.0,18,AB_MycoticJungle,0,0,The Nightspill,2,0.4
431,-39.8997,-143.1129,127.85,234.33,980,-36.8,18,AB_RockyCrags,0,0,,2,0.0
432,-31.89,-143.6128,133.12,226.37,821,-42.3,18,AB_RockyCrags,0,0,,2,0.0
433,-27.4125,-136.2769,129.91,216.88,861,-38.6,18,AB_RockyCrags,0,0,,2,0.0
434,-39.8997,-36.8871,52.15,234.33,295,41.6,25,ExtremeDesert,0,0,,1,0.0
435,-43.1105,-46.3698,59.75,232.29,125,37.5,31,ExtremeDesert,0,0,,3,0.0
436,-27.4125,-43.7231,50.09,216.88,606,41.3,1668,ZBiome_Grasslands,0,0,The Pyrelands,2,0.05
437,-31.89,-36.3872,46.88,226.37,410,44.5,397,ZBiome_Grasslands,0,0,The Pyrelands,2,0.05
438,-37.8411,-54.3313,62.58,223.72,186,34.9,22,ExtremeDesert,0,0,,2,0.0
439,-30.2395,-52.2951,58.1,216.38,828,34.7,265,ExtremeDesert,0,0,The Dew Horn,3,0.0
440,-4.0102,27.7443,28.01,351.44,845,54.1,18,ExtremeDesert,0,0,The Dune Sea,4,0.0
441,-7.9223,20.9732,22.36,338.75,333,59.2,18,ExtremeDesert,0,0,The Dune Sea,3,0.0
442,-3.8932,13.999,14.52,344.29,547,61.2,18,AB_MechanoidIntrusion,0,0,The Rust Cathedral,2,0.0
443,3.8932,13.999,14.52,15.71,593,60.9,18,AB_MechanoidIntrusion,0,0,The Rust Cathedral,2,0.0
444,7.9223,20.9732,22.36,21.25,308,59.4,18,ExtremeDesert,0,0,The Dune Sea,2,0.0
445,4.0102,27.7443,28.01,8.56,365,56.8,18,ExtremeDesert,0,0,The Dune Sea,1,0.0
446,20.7612,81.5225,82.08,20.97,12,20.3,36,Wasteland,0,0,The Salt,1,0.0
447,27.667,85.4704,85.99,27.74,12,17.1,20,Wasteland,0,0,The Salt,1,0.0
448,13.9643,94.0124,93.89,14.0,-30,9.3,90,Ocean,1,0,The Gray Sea,1,0.0
449,13.9643,85.9876,86.11,14.0,-30,17.1,90,Ocean,1,0,The Gray Sea,1,0.0
450,27.667,94.5296,94.01,27.74,-30,9.2,90,Ocean,1,0,The Gray Sea,1,0.0
451,20.7612,98.4775,97.92,20.97,-30,4.5,90,Ocean,1,0,The Gray Sea,1,0.0
452,47.0906,-101.2533,97.64,132.36,12,4.8,19,AridShrubland,0,0,The Nightspill,1,0.0
453,46.5646,-112.4274,105.21,131.19,12,-4.3,18,AB_RockyCrags,0,0,The Nightspill,2,0.0
454,39.4869,-115.8295,109.65,137.53,540,-12.5,18,PoisonForest,0,0,The Twilight Crags,4,0.35
455,33.4241,-109.3327,106.04,145.03,63,-5.6,18,PoisonForest,0,0,The Twilight Crags,3,0.35
456,34.1238,-99.7416,98.05,145.49,-30,4.3,90,Ocean,1,0,The Twilight Sea,1,0.0
457,40.7448,-95.2966,94.01,139.13,12,9.1,20,AB_TarPits,0,0,,1,0.0
458,59.9129,-115.3986,102.42,117.63,12,-1.0,18,AB_RockyCrags,0,0,,2,0.0
459,66.1962,-125.1141,103.42,109.84,12,-2.2,18,AB_RockyCrags,0,0,,2,0.0
460,52.7568,-120.323,107.79,123.27,12,-7.4,18,AB_RockyCrags,0,0,,2,0.0
461,50.8913,-132.096,115.02,121.1,424,-18.4,18,AB_RockyCrags,0,0,,3,0.0
462,63.789,-141.9964,110.37,106.86,64,-10.8,18,AB_MycoticJungle,0,0,,1,0.4
463,55.8008,-142.7069,116.56,112.38,420,-20.2,18,AB_MycoticJungle,0,0,,3,0.4
464,71.3268,-90.0,90.0,108.67,12,13.9,20,AridShrubland,0,0,,1,0.0
465,73.3651,-65.4328,83.16,105.2,12,19.4,20,PoisonForest,0,0,,1,0.35
466,73.3651,-114.5672,96.84,105.2,12,5.7,19,AridShrubland,0,0,,1,0.0
467,79.65,-132.6197,96.99,97.65,12,5.5,19,AridShrubland,0,0,,1,0.0
468,79.65,-47.3803,83.01,97.65,12,19.5,20,ZBiome_Badlands,0,0,,2,0.0
469,86.2207,-90.0,90.0,93.78,12,13.9,20,AB_GelatinousSuperorganism,0,0,,1,0.0
470,59.9129,-64.6014,77.58,117.63,12,23.9,20,AridShrubland,0,0,,1,0.0
471,52.7568,-59.677,72.21,123.27,12,28.2,19,Desert,0,0,,1,0.0
472,66.1962,-54.8859,76.58,109.84,12,24.7,19,Desert,0,0,,1,0.0
473,63.789,-38.0036,69.63,106.86,251,28.9,76,Desert,0,0,,3,0.0
474,50.8913,-47.9041,64.98,121.1,12,33.9,18,Desert,0,0,,1,0.0
475,55.8008,-37.2931,63.44,112.38,282,33.7,28,Desert,0,0,,2,0.0
476,40.7448,-84.7034,85.99,139.13,12,17.1,20,AB_TarPits,0,0,,1,0.0
477,47.0906,-78.7467,82.36,132.36,12,20.0,20,Wasteland,0,0,,1,0.0
478,46.5646,-67.5726,74.79,131.19,12,26.1,19,ExtremeDesert,0,0,,1,0.0
479,39.4869,-64.1705,70.35,137.53,12,29.7,19,ExtremeDesert,0,0,,1,0.0
480,34.1238,-80.2584,81.95,145.49,-30,20.4,90,Ocean,1,0,The Twilight Sea,1,0.0
481,33.4241,-70.6673,73.96,145.03,-30,26.8,90,Ocean,1,0,The Twilight Sea,1,0.0
482,71.3268,90.0,90.0,71.33,179,13.0,32,AB_RockyCrags,0,0,,2,0.0
483,73.3651,114.5672,96.84,74.8,16,5.7,19,BMT_FungalForest,0,0,,1,0.25
484,86.2206,90.0,90.0,86.22,12,13.9,20,AB_GelatinousSuperorganism,0,0,,1,0.0
485,79.65,132.6197,96.99,82.35,122,4.9,25,AB_RockyCrags,0,0,,2,0.0
486,79.65,47.3803,83.01,82.35,12,19.5,20,PoisonForest,0,0,,1,0.35
487,73.3651,65.4328,83.16,74.8,179,18.5,51,AridShrubland,0,0,,1,0.0
488,66.1962,54.8859,76.58,70.16,178,23.8,48,Desert,0,0,,2,0.0
489,59.9129,64.6014,77.58,62.37,367,21.9,60,AridShrubland,0,0,,2,0.0
490,63.789,38.0035,69.63,73.14,62,30.0,20,Desert,0,0,,2,0.0
491,55.8008,37.2931,63.44,67.62,461,32.7,22,Desert,0,0,,1,0.0
492,50.8913,47.9041,64.98,58.9,566,30.9,23,ExtremeDesert,0,0,,1,0.0
493,52.7568,59.677,72.21,56.73,366,26.2,19,Desert,0,0,,2,0.0
494,59.9129,115.3986,102.42,62.37,383,-3.0,18,AB_MycoticJungle,0,0,,2,0.4
495,52.7568,120.323,107.79,56.73,985,-12.8,18,AB_MycoticJungle,0,0,The Gray Crags,4,0.4
496,66.1962,125.1141,103.42,70.16,384,-4.2,18,AB_MycoticJungle,0,0,,1,0.4
497,63.789,141.9964,110.37,73.14,609,-13.8,18,AB_MycoticJungle,0,0,,2,0.4
498,50.8913,132.096,115.02,58.9,1480,-24.2,18,AB_MycoticJungle,0,0,The Gray Crags,3,0.4
499,55.8008,142.7069,116.56,67.62,1544,-26.4,18,AB_RockyCrags,0,0,The Gray Crags,4,0.0
500,46.5646,67.5726,74.79,48.81,978,20.8,66,AridShrubland,0,0,,2,0.0
501,47.0906,78.7467,82.36,47.64,787,15.8,77,AB_MycoticJungle,0,0,,2,0.4
502,39.4869,64.1705,70.35,42.47,982,24.3,36,Desert,0,0,,2,0.0
503,33.4241,70.6673,73.96,34.97,498,24.1,129,Desert,0,0,,3,0.0
504,34.1238,80.2584,81.95,34.51,115,19.8,110,AridShrubland,0,0,,3,0.0
505,40.7448,84.7034,85.99,40.87,419,14.9,20,AB_MycoticJungle,0,0,,1,0.4
506,40.7448,95.2966,94.01,40.87,95,8.7,52,AB_MycoticJungle,0,0,,2,0.4
507,47.0906,101.2533,97.64,47.64,417,2.5,45,AB_MycoticJungle,0,0,The Sunreach,2,0.4
508,46.5646,112.4274,105.21,48.81,678,-8.0,33,AB_RockyCrags,0,0,The Gray Crags,3,0.0
509,39.4869,115.8295,109.65,42.47,826,-14.1,18,AB_RockyCrags,0,0,The Gray Crags,2,0.0
510,34.1238,99.7416,98.05,34.51,20,4.2,19,AB_RockyCrags,0,0,The Sunreach,2,0.0
511,33.4241,109.3327,106.04,34.97,455,-7.8,18,AB_RockyCrags,0,0,The Gray Crags,3,0.0
512,-47.0906,-101.2533,97.64,227.64,899,-0.1,20,AridShrubland,0,0,The Nightspill,2,0.0
513,-40.7448,-95.2966,94.01,220.87,678,5.5,24,AB_MycoticJungle,0,0,,1,0.4
514,-34.1238,-99.7416,98.05,214.51,706,0.5,19,AB_RockyCrags,0,0,The Nightspill,2,0.0
515,-33.4241,-109.3327,106.04,214.97,947,-10.5,20,AB_MycoticJungle,0,0,The Twilight Crags,2,0.4
516,-39.4869,-115.8295,109.65,222.47,1140,-15.8,18,AB_MycoticJungle,0,0,The Nightspill,1,0.4
517,-46.5646,-112.4274,105.21,228.81,1282,-11.3,19,AB_MycoticJungle,0,0,The Nightspill,2,0.4
518,-71.3268,-90.0,90.0,251.33,470,11.4,20,AridShrubland,0,0,,3,0.0
519,-73.3651,-114.5672,96.84,254.8,795,1.4,19,AridShrubland,0,0,,1,0.0
520,-79.65,-132.6197,96.99,262.35,611,2.3,25,AridShrubland,0,0,,1,0.0
521,-86.2207,-90.0,90.0,266.22,238,12.7,20,Wasteland,0,0,,2,0.0
522,-79.65,-47.3803,83.01,262.35,12,19.5,20,Wasteland,0,0,,1,0.0
523,-73.3651,-65.4328,83.16,254.8,12,19.4,20,PoisonForest,0,0,,1,0.35
524,-66.1962,-54.8859,76.58,250.16,12,24.7,19,Desert,0,0,,1,0.0
525,-59.9129,-64.6014,77.58,242.37,12,23.9,20,Desert,0,0,,1,0.0
526,-63.789,-38.0035,69.63,253.14,12,30.2,19,Desert,0,0,,1,0.0
527,-55.8008,-37.2931,63.44,247.62,12,35.2,18,ExtremeDesert,0,0,,1,0.0
528,-50.8913,-47.9041,64.98,238.9,12,33.9,18,ExtremeDesert,0,0,,1,0.0
529,-52.7568,-59.677,72.21,236.73,12,28.2,19,ExtremeDesert,0,0,,1,0.0
530,-52.7568,-120.323,107.79,236.73,1447,-15.3,18,AB_RockyCrags,0,0,,3,0.0
531,-59.9129,-115.3986,102.42,242.37,1199,-7.5,20,AridShrubland,0,0,,2,0.0
532,-66.1962,-125.1141,103.42,250.16,988,-7.5,22,AridShrubland,0,0,,2,0.0
533,-63.789,-141.9964,110.37,253.14,1196,-17.0,18,AB_MycoticJungle,0,0,,1,0.4
534,-50.8913,-132.096,115.02,238.9,1573,-24.7,18,AB_MycoticJungle,0,0,,1,0.4
535,-55.8008,-142.7069,116.56,247.62,1385,-25.5,18,AB_MycoticJungle,0,0,The South Crags,2,0.4
536,-46.5646,-67.5726,74.79,228.81,12,26.1,19,Desert,0,0,,1,0.0
