tile,lat,long,biome,elevation,temperature,rainfall,hilliness,swampiness,pollution,tempMin,tempMax,seasonalShift,riverDist,feature,featureId,waterCovered,roadCount,riverCount,mutatorCount
190,11.6394,-165.9258,AB_PropaneLakes,740,-71.8,0,LargeHills,0,0,-78.5133,-65.0881,6.7134,0,Umbra,37,0,0,0,1
191,0,-172.9826,AB_RockyCrags,790,-77.2,0,LargeHills,0,0,-80.1993,-74.2,-3,87,Umbra,37,0,0,0,0
192,11.9958,-152.0475,BMT_CrystalCaverns,1065,-62.7,0,SmallHills,0,0,-64.0751,-61.3252,1.3751,0,Deadstone,25,0,0,0,0
193,0,-145.6218,HorrorWastes,625,-54.6,0,SmallHills,0,0,-57.5993,-51.6,-3,0,Deadstone,25,0,0,0,0
194,-34.3737,-90,AB_MycoticJungle,866,8.4,0,Flat,0.4392,0,-7.9854,24.7888,-16.389,21,Stepwood,80,0,0,0,0
195,-27.2871,-76.4733,Desert,683,19.7,0,SmallHills,0,0,6.1443,33.2585,-13.5586,0,Long Sand,41,0,0,0,0
196,-7.0166,-90,Desert,236,13.7,0,SmallHills,0,0,9.1102,18.2908,-4.5909,0,Dew Belt,30,0,0,0,0
197,-13.7773,-78.0093,Desert,657,20.6,0,SmallHills,0,0,12.9177,28.2839,-7.684,0,Dew Belt,30,0,0,0,0
198,-13.7773,-101.9907,AB_RockyCrags,496,-3.5,0,SmallHills,0,0,-11.1823,4.1839,-7.684,0,Nightspill,31,0,0,0,0
199,-27.2871,-103.5267,AB_RockyCrags,913,-6.6,0,LargeHills,0,0,-20.1557,6.9584,-13.5586,0,Twilight Crags,69,0,0,0,1
200,-11.6394,-14.0742,ExtremeDesert,584,58.5,0,Flat,0,0,51.7881,65.2133,-6.7134,0,Anvil,81,0,0,0,0
201,0,-7.0174,ExtremeDesert,600,64.4,0,Flat,0,0.45,61.4,67.3994,3,0,Anvil,81,0,0,0,1
202,11.9958,-27.9525,Lake,-350,50.1,0,Flat,0,0,43.2244,56.9742,6.8757,0,Scald,68,1,0,0,0
203,11.6394,-14.0742,AB_FeraliskInfestedJungle,611,59.4,294,Flat,0.5412,0,52.6867,66.1119,6.7134,0,Anvil,81,0,0,0,0
204,0,-34.3782,Lake,-350,47.3,0,Flat,0,0,44.3,50.2993,3,0,Scald,68,1,0,0,0
205,-11.9958,-27.9525,Lake,-350,50.1,0,Flat,0,0.9783,43.2258,56.9756,-6.8757,0,Scald,68,1,0,0,0
206,47.8837,37.2141,ExtremeDesert,285,38.1,0,SmallHills,0,0.8924,16.986,59.2097,21.1143,0,Glare,38,0,0,0,0
207,45.3793,56.7211,Desert,764,29.1,0,SmallHills,0,0,8.7863,49.4095,20.3139,0,Dry Marches,51,0,0,0,0
208,35.9504,28.4299,ExtremeDesert,1,47.5,0,Flat,0,0,30.5113,64.4852,16.9889,0,Glare,38,0,0,0,1
209,23.9221,35.7468,ExtremeDesert,391,47.9,0,LargeHills,0,0,35.7537,60.0438,12.1465,0,Glare,38,0,0,0,0
210,22.6644,50.4835,ExtremeDesert,503,39.7,0,SmallHills,0,0,28.0913,51.3064,11.6089,0,Glare,38,0,0,0,0
211,32.2725,61.337,ExtremeDesert,915,29.8,0,SmallHills,0,0,14.2283,45.3685,15.5719,0,Dry Marches,51,0,0,0,0
212,-45.3793,123.2789,Desert,14,-13.2,0,Flat,0,0,-33.5095,7.1137,-20.3139,0,Sunreach,29,0,0,0,0
213,-47.8837,142.7859,Wasteland,353,-26.9,0,LargeHills,0,0,-48.0097,-5.786,-21.1143,0,The Verge,40,0,0,0,0
214,-35.9504,151.5701,PoisonForest,326,-43.9,0,LargeHills,0.3098,0,-60.8852,-26.9113,-16.9889,0,South Crags,39,0,0,0,0
215,-23.9221,144.2532,PoisonForest,474,-46.4,0,SmallHills,0.4118,0,-58.5438,-34.2537,-12.1465,0,Venom Wood,82,0,0,0,0
216,-22.6644,129.5165,Wasteland,376,-30.4,0,SmallHills,0,0,-42.0064,-18.7913,-11.6089,0,Cinderdark,74,0,0,0,0
217,-32.2725,118.663,Desert,40,-13.2,0,Flat,0,0,-28.7685,2.3717,-15.5719,0,Sunreach,29,0,0,0,2
218,-71.7908,-139.73,Desert,765,-5.6,0,Flat,0,0,-32.2587,21.0642,-26.6646,0,Coldshelf,83,0,0,0,0
219,-59.7622,-155.6126,BMT_FungalForest,1155,-25.1,0,SmallHills,0.298,0,-29.9733,-20.2257,-4.8744,0,South Crags,39,0,0,0,0
220,-71.7908,139.73,Wasteland,583,-5.8,0,Flat,0,0,-32.4587,20.8642,-26.6646,0,Ashen Wastes,57,0,0,0,0
221,-82.929,-180,Desert,654,3.7,0,SmallHills,0,0,-24.0911,31.4968,-27.7972,0,Sinkground,54,0,0,0,0
222,-59.7622,155.6126,Wasteland,633,-22.5,0,SmallHills,0,0,-46.8665,1.8715,-24.3718,0,Ashen Wastes,57,0,2,0,0
223,-55.6121,-180,BMT_FungalForest,1007,-31.3,0,LargeHills,0.2706,0,-35.9669,-26.6322,-4.6679,67,South Crags,39,0,0,0,0
224,-82.929,0,Wasteland,219,18.3,0,Flat,0,0,-9.4911,46.0968,-27.7972,0,Blight,72,0,2,0,2
225,-71.7908,-40.27,Desert,35,26.3,0,Flat,0,0,-0.3587,52.9642,-26.6646,0,Long Sand,41,0,0,0,0
226,-71.7908,40.27,Desert,99,22.8,0,Flat,0,0,-3.8587,49.4642,-26.6646,0,Thornbelt,59,0,0,0,0
227,-59.7622,24.3874,Desert,409,33,0,SmallHills,0,0,8.6335,57.3715,-24.3718,0,Long Sand,41,0,0,0,0
228,-55.6121,0,Desert,108,39.7,0,SmallHills,0,0,16.3656,63.0392,-23.3396,0,Kiln,42,0,0,0,0
229,-59.7622,-24.3874,Desert,37,37.2,0,Flat,0,0,12.8336,61.5715,-24.3718,0,Long Sand,41,0,0,0,2
230,-45.3793,56.7211,Desert,245,31.3,0,SmallHills,0,0,10.9905,51.6137,-20.3139,0,Thornbelt,59,0,0,0,0
231,-32.2725,61.337,Wasteland,186,32.5,0,LargeHills,0,0,16.9315,48.0717,-15.5719,0,Cinders,84,0,2,0,0
232,-47.8837,37.2141,Desert,376,38.5,0,SmallHills,0,0,17.3904,59.614,-21.1143,0,Kiln,42,0,0,0,0
233,-35.9504,28.4298,ExtremeDesert,39,49.8,0,Flat,0,0,32.8148,66.7887,-16.9889,0,Kiln,42,0,0,0,1
234,-22.6644,50.4835,ExtremeDesert,795,36.9,0,LargeHills,0,0,25.2937,48.5087,-11.6089,0,Ashfall Range,28,0,0,0,0
235,-23.9221,35.7468,ExtremeDesert,61,49.5,0,LargeHills,0,0.8505,37.3562,61.6463,-12.1465,0,Kiln,42,0,0,0,0
236,-27.2871,103.5267,ZBiome_Badlands,34,0.8,0,Flat,0,0,-12.7557,14.3584,-13.5586,0,Sunreach,29,0,0,0,1
237,-34.3737,90,AridShrubland,14,14,0,Flat,0,0,-2.3854,30.3888,-16.389,0,Damp,43,0,0,0,0
238,-27.2871,76.4733,Desert,10,23.4,0,Flat,0,0,9.8443,36.9584,-13.5586,0,Thornbelt,59,0,0,0,0
239,-13.7773,78.0093,ZBiome_Badlands,36,23.3,0,Flat,0,0.8215,15.6177,30.9839,-7.684,0,Grey Sea,46,0,0,0,1
240,-13.7773,101.9907,Wasteland,1,-0.7,0,Flat,0,0,-8.3823,6.9839,-7.684,0,Gray Crags,52,0,0,0,0
241,-7.0166,90,Wasteland,8,13.7,0,Flat,0,0,9.1102,18.2908,-4.5909,13,Salt,85,0,3,0,2
242,0,172.9826,AB_RockyCrags,349,-76.5,0,SmallHills,0.2118,0,-79.5,-73.5007,3,0,Ammonia Flats,26,0,0,0,0
243,-11.6394,165.9258,AB_PropaneLakes,789,-71.9,0,SmallHills,0,0,-78.6119,-65.1867,-6.7134,0,Umbra,37,0,0,0,0
244,11.9958,152.0475,AB_RockyCrags,287,-57.3,0,SmallHills,0.2392,0,-64.1756,-50.4258,6.8757,0,Ammonia Flats,26,0,0,0,0
245,11.6394,165.9258,AB_RockyCrags,360,-66.8,0,SmallHills,0.2392,0,-73.5133,-60.0881,6.7134,0,Ammonia Flats,26,0,0,0,0
246,-11.9958,152.0475,AB_PropaneLakes,580,-61,0,SmallHills,0,0,-67.8742,-54.1244,-6.8757,0,Deadstone,25,0,0,0,0
247,0,145.6218,HorrorWastes,489,-54.3,0,SmallHills,0,0,-57.3,-51.3007,3,0,Deadstone,25,0,0,0,0
248,-32.2725,-118.663,BMT_FungalForest,945,-21.6,0,SmallHills,0.2314,0,-24.7137,-18.4857,-3.1144,0,Nightspill,31,0,0,0,0
249,-45.3793,-123.2789,AB_MycoticJungle,1536,-22.9,0,LargeHills,0.3216,0,-43.2095,-2.5863,-20.3139,0,Nightspill,31,0,0,0,0
250,-47.8837,-142.7859,HorrorWastes,1166,-31.3,0,LargeHills,0,0,-52.4097,-10.186,-21.1143,46,Deadstone,25,0,0,0,1
251,-35.9504,-151.5702,HorrorWastes,706,-43.6,0,SmallHills,0,0,-60.5852,-26.6113,-16.9889,0,Deadstone,25,0,0,0,0
252,-23.9221,-144.2532,AB_MycoticJungle,862,-48.3,0,Flat,0.3098,0,-60.4438,-36.1537,-12.1465,0,Ashwood,44,0,0,0,0
253,-22.6644,-129.5165,AB_MycoticJungle,1086,-35.6,0,SmallHills,0.4392,0,-47.2063,-23.9913,-11.6089,0,Ashwood,44,0,0,0,0
254,-47.8837,-37.2141,ExtremeDesert,69,40.7,0,Flat,0,0,19.5904,61.814,-21.1143,0,Kiln,42,0,0,0,1
255,-45.3793,-56.7211,ExtremeDesert,44,33.9,0,Flat,0,0,13.5905,54.2137,-20.3139,0,Long Sand,41,0,0,0,1
256,-23.9221,-35.7468,BiomeCypreJungle,267,48.4,0,LargeHills,0.3686,0,36.2562,60.5463,-12.1465,3,Hollow Verge,86,0,0,2,1
257,-35.9504,-28.4299,Desert,260,46.4,0,SmallHills,0,0,29.4148,63.3887,-16.9889,0,Kiln,42,0,0,0,0
258,-32.2725,-61.337,ExtremeDesert,422,32.1,0,LargeHills,0,0,16.5315,47.6717,-15.5719,0,Long Sand,41,0,0,0,0
259,-22.6644,-50.4835,ZBiome_Badlands,1202,36.7,417,Mountainous,0.051,0,25.0937,48.3087,-11.6089,8,Dew Horn,66,0,0,1,1
260,-11.9958,27.9525,ExtremeDesert,370,54.9,0,Flat,0,0,48.0258,61.7756,-6.8757,0,Dune Sea,27,0,0,0,4
261,-11.6394,14.0742,ExtremeDesert,585,63.1,0,Flat,0,0,56.3881,69.8133,-6.7134,0,Anvil,81,0,0,0,0
262,0,7.0174,AB_MechanoidIntrusion,618,63.7,0,Flat,0,0.95,60.7007,66.7,-3,0,Rust Cathedral,62,0,0,0,0
263,11.6394,14.0742,ExtremeDesert,611,58.2,0,Flat,0,0.45,51.4867,64.9119,6.7134,0,Anvil,81,0,0,0,3
264,11.9958,27.9525,ExtremeDesert,33,56.2,0,SmallHills,0,0,49.3244,63.0742,6.8757,0,Dune Sea,27,0,0,0,0
265,0,34.3782,ExtremeDesert,714,49.6,4,Mountainous,0,0,46.6007,52.6,-3,0,Dune Sea,27,0,0,0,2
266,27.2871,76.4733,Desert,184,23.8,0,SmallHills,0,0,10.2416,37.3557,13.5586,0,Salt,85,0,0,0,0
267,34.3737,90,Desert,74,13.7,0,LargeHills,0,0,-2.6888,30.0854,16.389,0,Tallow Ground,71,0,2,0,1
268,7.0166,90,Ocean,-350,14,0,Flat,0,0,9.4092,18.5899,4.5909,0,Grey Sea,46,1,0,0,0
269,13.7773,78.0093,ZBiome_Badlands,26,23.5,0,SmallHills,0,0,15.8161,31.1823,7.684,0,Salt,85,0,2,0,1
270,27.2871,103.5267,SeaIce,-350,-0.4,0,Flat,0,0,-13.9584,13.1557,13.5586,0,Grey Sea,46,1,0,0,0
271,13.7773,101.9907,SeaIce,-350,0,0,Flat,0,0,-7.6839,7.6823,7.684,0,Grey Sea,46,1,0,0,0
272,53.2118,-84.0441,Wasteland,8,16.6,0,Flat,0,0,-6.0891,39.2845,22.6895,0,Pan,21,0,0,0,0
273,53.2118,-95.9559,Desert,4,9.2,0,Flat,0,0.9061,-13.4892,31.8845,22.6895,0,Glass Reach,50,0,0,0,0
274,59.6526,-101.4798,Desert,22,7.6,0,SmallHills,0,0,-16.7458,31.9408,24.3461,0,Glass Reach,50,0,0,0,0
275,64.3391,-90,Desert,27,14.7,0,Flat,0,0,-10.6696,40.0644,25.3699,0,Level,87,0,0,0,2
276,59.6526,-78.5202,Desert,25,19.4,0,Flat,0,0,-4.9458,43.7408,24.3461,0,Fanground,70,0,2,0,0
277,59.6526,78.5202,AB_MycoticJungle,323,17.1,0,Flat,0.349,0,-7.2458,41.4408,24.3461,0,Tallow Ground,71,0,0,0,0
278,53.2118,84.0441,AB_MycoticJungle,529,14.1,0,Flat,0.349,0,-8.5891,36.7845,22.6895,0,Sporefields,22,0,0,0,0
279,64.3391,90,BMT_FungalForest,340,12.4,0,Flat,0.2196,0,7.3261,17.4729,5.074,0,Sporefields,22,0,0,0,0
280,53.2118,95.9559,AB_MycoticJungle,476,7.8,0,Flat,0.4118,0,-14.8892,30.4845,22.6895,0,Sporefields,22,0,0,0,0
281,59.6526,101.4798,BMT_FungalForest,365,5,0,Flat,0.2706,0.963,0.1308,9.8682,4.8692,0,Sporefields,22,0,0,0,0
282,-59.6526,-101.4798,Desert,948,1.6,0,SmallHills,0,0,-22.7408,25.9458,-24.3461,26,Sinkground,54,0,2,0,0
283,-59.6526,-78.5202,Desert,143,17.9,0,SmallHills,0,0,-6.4407,42.2458,-24.3461,0,Long Sand,41,0,0,0,0
284,-53.2118,-84.0441,Desert,154,15.3,0,Flat,0,0,-7.3845,37.9892,-22.6895,13,Pale Flats,23,0,0,0,0
285,-64.3391,-90,Desert,522,10.8,0,SmallHills,0,0,-14.5644,36.1696,-25.3699,0,Sinkground,54,0,0,0,0
286,-53.2118,-95.9559,Desert,584,6.3,0,SmallHills,0,0,-16.3845,28.9892,-22.6895,0,Sinkground,54,0,0,0,0
287,-53.2118,84.0441,ZBiome_Badlands,72,17.3,0,Flat,0,0,-5.3845,39.9892,-22.6895,0,Damp,43,0,0,0,0
288,-53.2118,95.9559,ZBiome_Badlands,16,9.9,0,Flat,0,0,-12.7845,32.5892,-22.6895,0,Damp,43,0,0,0,0
289,-59.6526,101.4798,AridShrubland,1,6.2,0,Flat,0,0,-18.1408,30.5458,-24.3461,0,Damp,43,0,0,0,0
290,-64.3391,90,AB_RockyCrags,493,13.1,0,Mountainous,0,0,-12.2644,38.4696,-25.3699,0,Scour,58,0,2,0,1
291,-59.6526,78.5202,ZBiome_Badlands,132,18,0,Flat,0,0,-6.3407,42.3458,-24.3461,0,Wither,24,0,0,0,1
292,-29.6668,173.3562,AB_PropaneLakes,351,-59.4,0,SmallHills,0,0,-73.929,-44.8681,-14.5321,0,Deadstone,25,0,0,0,0
293,-36.5464,-175.5644,HorrorWastes,160,-49.9,0,LargeHills,0,0,-67.1089,-32.6876,-17.2126,0,Deadstone,25,0,0,0,1
294,-29.6668,-173.3562,BMT_CrystalCaverns,286,-58.6,0,SmallHills,0,0,-61.5058,-55.6936,-2.9064,0,Lantern Deeps,60,0,0,0,0
295,-36.5464,175.5644,HorrorWastes,305,-51.1,0,SmallHills,0,0,-68.3089,-33.8876,-17.2126,0,Deadstone,25,0,0,0,0
296,-25.6474,-180,AB_RockyCrags,1116,-63.3,0,LargeHills,0,0,-76.1727,-50.4247,-12.8755,0,Umbra,37,0,0,0,1
297,36.5464,175.5644,AB_RockyCrags,1897,-55.3,0,Mountainous,0.4,0,-72.5124,-38.0912,17.2126,0,Ammonia Flats,26,0,0,0,0
298,29.6668,173.3562,AB_PropaneLakes,1145,-63.2,0,SmallHills,0.3608,0,-77.732,-48.671,14.5321,0,Ammonia Flats,26,0,0,0,0
299,25.6474,180,AB_RockyCrags,1900,-66.8,4,Mountainous,0.3804,0,-79.6754,-53.9273,12.8755,0,Ammonia Flats,26,0,0,0,1
300,36.5464,-175.5644,BMT_CrystalCaverns,1319,-56.6,0,LargeHills,0,0,-60.0425,-53.1582,3.4425,0,Ammonia Flats,26,0,0,0,1
301,29.6668,-173.3562,BMT_CrystalCaverns,1494,-66.4,0,SmallHills,0,0,-69.3064,-63.4942,2.9064,0,Ammonia Flats,26,0,0,0,0
302,-36.5464,-4.4356,ExtremeDesert,1,52.3,0,Flat,0,0,35.0912,69.5124,-17.2126,0,Dune Sea,27,0,0,0,1
303,-29.6668,6.6438,ExtremeDesert,23,58.3,0,Flat,0,0,43.771,72.832,-14.5321,0,Dune Sea,27,0,0,0,1
304,-25.6474,0,ExtremeDesert,18,60,0,Flat,0,0,47.1273,72.8753,-12.8755,0,Dune Sea,27,0,0,0,3
305,-36.5464,4.4356,ExtremeDesert,69,52.6,0,SmallHills,0,0,35.3912,69.8124,-17.2126,0,Dune Sea,27,0,0,0,0
306,-29.6668,-6.6438,ExtremeDesert,1,57,0,Flat,0,0,42.471,71.5319,-14.5321,0,Dune Sea,27,0,0,0,1
307,29.6668,-6.6438,Desert,65,57.3,0,SmallHills,0,0,42.7681,71.829,14.5321,0,Dune Sea,27,0,0,0,0
308,25.6474,0,AB_MiasmicMangrove,133,58.1,0,SmallHills,0.6196,0,45.2247,70.9727,12.8755,0,Dune Sea,27,0,0,0,0
309,29.6668,6.6438,ExtremeDesert,62,56.8,0,SmallHills,0,0,42.2681,71.329,14.5321,0,Dune Sea,27,0,0,0,0
310,36.5464,-4.4356,ExtremeDesert,5,53,0,Flat,0,0,35.7876,70.2089,17.2126,0,Dune Sea,27,0,0,0,1
311,36.5464,4.4356,ExtremeDesert,1,52.6,0,Flat,0,0,35.3876,69.8089,17.2126,0,Dune Sea,27,0,0,0,3
312,-3.5617,53.3675,ExtremeDesert,491,39.4,0,SmallHills,0,0,35.7796,43.0212,-3.6212,0,Fall Line Barrens,63,0,0,0,0
313,0,64.3501,AridShrubland,1923,23.6,395,Mountainous,0,0,20.6007,26.6,-3,0,Ashfall Range,28,0,0,0,3
314,5.769,60.1639,ExtremeDesert,568,34.3,0,LargeHills,0,0,30.2862,38.3129,4.0138,0,Fall Line,73,0,0,0,0
315,-5.769,60.1639,Desert,942,32.1,4,Mountainous,0,0,28.0871,36.1138,-4.0138,0,Ashfall Range,28,0,0,0,2
316,3.5617,53.3675,ExtremeDesert,541,39.7,0,SmallHills,0,0,36.0788,43.3204,3.6212,0,Fall Line,73,0,0,0,0
317,0,115.6499,Wasteland,260,-18.8,0,Flat,0,0,-21.8,-15.8007,3,0,Gray Crags,52,0,0,0,0
318,3.5617,126.6326,Wasteland,415,-31.8,0,Flat,0,0,-35.4212,-28.1796,3.6212,0,Cinderdark,74,0,0,0,0
319,-3.5617,126.6326,Wasteland,601,-32.5,0,SmallHills,0,0,-36.1204,-28.8788,-3.6212,0,Cinderdark,74,0,0,0,0
320,5.769,119.8362,Wasteland,494,-24.3,0,SmallHills,0,0,-28.3138,-20.2871,4.0138,0,Sunreach,29,0,0,0,0
321,-5.769,119.8362,Wasteland,309,-23.4,0,SmallHills,0,0,-27.4129,-19.3862,-4.0138,0,Sunreach,29,0,0,0,0
322,0,-64.3501,ZBiome_Badlands,1228,28.4,22,Mountainous,0,0,25.4,31.3993,3,0,Dew Horn,66,0,0,0,1
323,-5.769,-60.1639,ZBiome_Badlands,1062,31.9,26,Mountainous,0,0,27.8871,35.9138,-4.0138,0,Dew Horn,66,0,0,0,1
324,-3.5617,-53.3675,AB_FeraliskInfestedJungle,788,37,1390,Mountainous,0.5294,0,33.3796,40.6212,-3.6212,0,Scald Spine,67,0,0,0,1
325,5.769,-60.1639,ZBiome_Badlands,431,35.5,0,LargeHills,0.051,0,31.4862,39.5129,4.0138,0,Dew Horn,66,0,0,0,0
326,3.5617,-53.3675,AB_FeraliskInfestedJungle,322,39.4,0,Flat,0.3804,0,35.7788,43.0204,3.6212,0,Scald Spine,67,0,0,0,0
327,-3.5617,-126.6326,AB_MycoticJungle,575,-33.3,0,SmallHills,0.502,0,-36.9204,-29.6788,-3.6212,0,Blindwood,75,0,0,0,0
328,3.5617,-126.6326,AB_MycoticJungle,175,-30.5,0,SmallHills,0.5098,0,-34.1212,-26.8796,3.6212,0,Blindwood,75,0,0,0,0
329,-5.769,-119.8362,BMT_FungalForest,591,-22.5,0,Flat,0.2784,0,-23.3026,-21.6973,-0.8028,0,Nightspill,31,0,0,0,0
330,5.769,-119.8362,AB_MycoticJungle,226,-15,0,LargeHills,0.5608,0,-19.0138,-10.9871,4.0138,38,Nightspill,31,0,0,0,0
331,0,-115.6499,SeaIce,-350,-8.2,0,Flat,0,0,-11.1993,-5.2,-3,37,Twilight Sea,35,1,0,0,0
332,43.1105,-133.6302,AB_RockyCrags,567,-25.9,0,SmallHills,0,0,-45.4573,-6.3467,19.5575,0,Nightspill,31,0,0,0,0
333,39.8997,-143.1129,HorrorWastes,843,-37.7,0,SmallHills,0,0,-56.1383,-19.2655,18.4386,0,Deadstone,25,0,0,0,0
334,31.89,-143.6128,HorrorWastes,780,-42.8,0,SmallHills,0,0,-58.2209,-27.3823,15.4211,0,Deadstone,25,0,0,0,0
335,27.4125,-136.2769,HorrorWastes,762,-37.9,0,SmallHills,0,0,-51.5103,-24.2925,13.6105,0,Deadstone,25,0,0,0,0
336,30.2395,-127.7049,AB_RockyCrags,638,-27.6,0,SmallHills,0,0,-42.3629,-12.8402,14.7631,0,Nightspill,31,0,0,0,0
337,37.8411,-125.6687,PoisonForest,1019,-24.7,0,LargeHills,0.3294,0,-42.3924,-7.0112,17.6926,0,Twilight Crags,69,0,0,0,0
338,75.4542,-164.2857,AB_RockyCrags,114,-3,0,LargeHills,0,0,-30.1449,24.1393,27.1453,0,Rimewall,47,0,0,0,1
339,75.4542,164.2857,AB_RockyCrags,331,-5.5,0,LargeHills,0,0,-32.6449,21.6393,27.1453,0,Rimewall,47,0,0,0,1
340,67.627,158.7523,AB_RockyCrags,567,-14.9,0,SmallHills,0,0,-40.8923,11.087,25.9927,0,Rimewall,47,0,0,0,0
341,61.9775,171.4349,AB_MycoticJungle,653,-22.8,0,SmallHills,0.4314,0,-47.6733,2.0682,24.8737,0,Frostcaps,32,0,0,0,0
342,67.627,-158.7523,AB_MycoticJungle,251,-11.4,0,SmallHills,0.298,0,-37.3923,14.587,25.9927,0,Frostcaps,32,0,0,0,0
343,61.9775,-171.4349,AB_MycoticJungle,404,-21.1,0,LargeHills,0.4,0,-45.9733,3.7682,24.8737,0,Frostcaps,32,0,0,0,0
344,67.627,-21.2477,Desert,161,29.7,0,SmallHills,0,0,3.7077,55.687,25.9927,0,Combs,49,0,0,0,0
345,61.9775,-8.5651,Desert,112,35,0,Flat,0,0,10.1267,59.8682,24.8737,0,Combs,49,0,0,0,2
346,75.4542,-15.7143,ZBiome_Badlands,45,23.3,0,SmallHills,0,0,-3.8449,50.4393,27.1453,0,Cracklands,33,0,0,0,0
347,75.4542,15.7143,Desert,109,22.8,0,SmallHills,0,0,-4.3449,49.9393,27.1453,0,Sunward Scrub,53,0,0,0,0
348,61.9775,8.5651,ZBiome_Badlands,78,34.9,0,SmallHills,0,0,10.0267,59.7682,24.8737,0,Cracklands,33,0,2,0,0
349,67.627,21.2477,ZBiome_Badlands,74,29.2,0,SmallHills,0,0,3.2077,55.187,25.9927,0,Cracklands,33,0,0,0,0
350,37.8411,-54.3313,ZBiome_Grasslands,1,35.3,0,Flat,0.051,0,17.6076,52.9888,17.6926,0,Pyrelands,34,0,0,0,0
351,30.2395,-52.2951,ZBiome_Badlands,272,36.8,69,Mountainous,0.4784,0,22.0371,51.5598,14.7631,0,Dew Horn,66,0,0,0,1
352,43.1105,-46.3698,Desert,16,38.3,0,Flat,0,0,18.7427,57.8533,19.5575,0,Glare,38,0,0,0,0
353,39.8997,-36.8871,Desert,110,43.6,0,SmallHills,0,0,25.1617,62.0345,18.4386,0,Glare,38,0,0,0,0
354,27.4125,-43.7231,AB_MiasmicMangrove,12,44.5,0,Flat,0.949,0,30.8897,58.1075,13.6105,2,Fever Wood,79,0,0,2,5
355,31.89,-36.3872,ExtremeDesert,31,47.8,0,Flat,0,0,32.3791,63.2177,15.4211,0,Glare,38,0,2,0,1
356,20.7612,-98.4775,Ocean,-350,4.5,0,Flat,0,0,-6.2858,15.2836,10.786,0,Twilight Sea,35,1,0,0,0
357,27.667,-94.5296,AridShrubland,1,9.2,0,Flat,0,0,-4.5153,22.9125,13.7155,0,Twilight Sea,35,0,0,0,0
358,27.667,-85.4704,Ocean,-350,17.2,0,Flat,0,0,3.4847,30.9125,13.7155,0,Twilight Sea,35,1,0,0,0
359,20.7612,-81.5225,Ocean,-350,20.3,0,Flat,0.149,0,9.5142,31.0836,10.786,0,Twilight Sea,35,1,0,0,1
360,13.9643,-94.0124,Ocean,-350,9.3,0,Flat,0.149,0,1.5316,17.0668,7.7685,0,Twilight Sea,35,1,0,0,1
361,13.9643,-85.9876,Wasteland,30,17.1,0,Flat,0,0,9.3316,24.8668,7.7685,0,Twilight Sea,35,0,0,0,1
362,37.8411,125.6687,AB_MycoticJungle,1066,-26.1,0,SmallHills,0.4196,0,-43.7924,-8.4112,17.6926,0,Sunreach,29,0,0,0,0
363,30.2395,127.7049,HorrorWastes,843,-31,0,LargeHills,0,0,-45.7629,-16.2402,14.7631,0,Sunreach,29,0,0,0,1
364,43.1105,133.6302,AB_MycoticJungle,1066,-30,0,SmallHills,0.349,0,-49.5573,-10.4468,19.5575,0,Sunreach,29,0,0,0,0
365,39.8997,143.1129,AB_MycoticJungle,1342,-39.6,0,SmallHills,0.298,0,-58.0383,-21.1655,18.4386,0,Capwood,36,0,0,0,0
366,27.4125,136.2769,HorrorWastes,1068,-41.3,0,SmallHills,0,0,-54.9103,-27.6925,13.6105,0,Deadstone,25,0,0,0,0
367,31.89,143.6128,HorrorWastes,1316,-45.8,0,SmallHills,0,0,-61.2209,-30.3823,15.4211,0,Deadstone,25,0,0,0,0
368,-7.9223,-159.0268,AB_PropaneLakes,744,-66.1,0,SmallHills,0,0,-71.1077,-61.0913,-5.0088,0,Umbra,37,0,0,0,0
369,-4.0102,-152.2557,AB_RockyCrags,1168,-61.4,0,LargeHills,0,0,-65.0985,-57.7007,-3.6993,0,Deadstone,25,0,0,0,0
370,3.8932,-166.001,AB_RockyCrags,1115,-72,4,LargeHills,0,0,-75.6789,-68.3219,3.679,81,Umbra,37,0,0,0,2
371,-3.8932,-166.0011,AB_RockyCrags,1398,-72,0,Mountainous,0,0,-75.6782,-68.3211,-3.679,0,Umbra,37,0,0,0,1
372,7.9223,-159.0268,BMT_CrystalCaverns,979,-68.9,0,SmallHills,0,0,-69.9018,-67.8985,1.0018,0,Umbra,37,0,0,0,0
373,4.0102,-152.2557,BMT_CrystalCaverns,885,-63.1,0,LargeHills,0,0,-63.8399,-62.3603,0.7399,0,Deadstone,25,0,0,0,1
374,-27.667,-85.4704,AB_MycoticJungle,691,13.3,0,Flat,0.4118,0,-0.4125,27.0153,-13.7155,0,Stepwood,80,0,0,0,0
375,-20.7612,-81.5225,Desert,596,16.9,0,Flat,0,0,6.1164,27.6858,-10.786,0,Dew Belt,30,0,0,0,2
376,-13.9643,-94.0124,Desert,658,5.2,0,Flat,0,0,-2.5668,12.9684,-7.7685,0,Grinding Floor,88,0,0,0,0
377,-13.9643,-85.9876,Desert,434,15.1,0,Flat,0,0,7.3332,22.8684,-7.7685,0,Dew Belt,30,0,0,0,0
378,-20.7612,-98.4775,Desert,746,0.1,0,SmallHills,0,0,-10.6836,10.8858,-10.786,0,Nightspill,31,0,0,0,0
379,-27.667,-94.5296,Desert,932,3.6,0,SmallHills,0,0,-10.1125,17.3153,-13.7155,0,Grinding Floor,88,0,0,0,0
