tile,lat,lon,arc,bearing,elev_m,temp_c,rain_mm,biome,water,river_flow,region,hilliness,swampiness,temp_min_c,temp_max_c,seasonal_shift_c,pollution,river_dist,road_count,river_count,mutator_count,feature_id
171,32.2725,-61.3370,66.1,144.26,1,30.9,0,AB_MiasmicMangrove,0,0,Salt Gate,1,0.902,15.3283,46.4685,15.5719,0,0,0,0,1,78
172,47.8837,-37.2141,57.7,118.67,391,37.6,0,Desert,0,0,Glare,3,0,16.486,58.7097,21.1143,0,0,0,0,0,38
173,35.9504,-28.4298,44.6,123.28,182,48.9,0,ExtremeDesert,0,0,Glare,3,0,31.9113,65.8852,16.9889,0,0,0,0,0,38
174,22.6644,-50.4835,54.0,151.57,65,40.8,0,ZBiome_Badlands,0,0,Dew Horn,3,0.451,29.1913,52.4064,11.6089,0,0,0,0,0,66
175,23.9221,-35.7468,42.1,142.79,17,50.2,0,COMIGO_GreaterSwamp_Tropical,0,0,Fever Wood,1,0.851,38.0537,62.3438,12.1465,0,0,0,0,4,79
176,27.2871,-103.5267,102.0,152.05,-350,-0.4,0,SeaIce,1,0,Twilight Sea,1,0,-13.9584,13.1557,13.5586,0,0,0,0,0,35
177,34.3737,-90.0000,90.0,145.63,1,14.0,0,Desert,0,0,Twilight Sea,1,0,-2.3888,30.3854,16.389,0,0,0,0,1,35
178,27.2871,-76.4733,78.0,152.05,-350,23.6,0,Ocean,1,0,Twilight Sea,1,0,10.0416,37.1557,13.5586,0,0,0,0,0,35
179,13.7773,-78.0093,78.4,165.93,-350,23.3,0,Ocean,1,0,Twilight Sea,1,0,15.6161,30.9823,7.684,0.8271,3,0,0,0,35
180,13.7773,-101.9907,101.6,165.93,-350,0.0,0,SeaIce,1,0,Twilight Sea,1,0,-7.6839,7.6823,7.684,0,24,0,0,0,35
181,7.0166,-90.0000,90.0,172.98,-350,14.0,0,Ocean,1,0,Twilight Sea,1,0,9.4092,18.5899,4.5909,0,0,0,0,0,35
182,45.3793,123.2789,112.7,50.48,1503,-23.3,4,AB_RockyCrags,0,0,Gray Crags,4,0,-43.6137,-2.9905,20.3139,0,0,0,0,4,52
183,32.2725,118.6630,113.9,35.74,597,-19.3,0,AB_RockyCrags,0,0,Gray Crags,2,0,-34.8717,-3.7315,15.5719,0,0,0,0,0,52
184,47.8837,142.7859,122.3,61.33,1212,-33.0,0,HorrorWastes,0,0,Rimewall,2,0,-54.114,-11.8904,21.1143,0,0,0,0,0,47
185,35.9504,151.5702,135.4,56.72,1423,-47.9,0,HorrorWastes,0,0,Deadstone,2,0,-64.8887,-30.9148,16.9889,0,0,0,0,0,25
186,22.6644,129.5165,126.0,28.43,702,-34.3,0,HorrorWastes,0,0,Deadstone,2,0,-45.9087,-22.6937,11.6089,0,0,0,0,0,25
187,23.9221,144.2532,137.9,37.21,1078,-49.3,0,HorrorWastes,0,0,Deadstone,2,0,-61.4463,-37.1562,12.1465,0,0,0,0,0,25
188,-11.6394,-165.9258,161.8,220.27,940,-70.2,0,BMT_CrystalCaverns,0,0,Umbra,2,0,-71.5424,-68.8574,-1.3427,0,0,0,0,0,37
189,-11.9958,-152.0475,149.8,204.38,980,-59.2,0,AB_RockyCrags,0,0,Deadstone,2,0,-66.0742,-52.3244,-6.8757,0,0,0,0,0,25
190,11.6394,-165.9258,161.8,139.73,740,-71.8,0,AB_PropaneLakes,0,0,Umbra,3,0,-78.5133,-65.0881,6.7134,0,0,0,0,1,37
191,0.0000,-172.9826,173.0,180.00,790,-77.2,0,AB_RockyCrags,0,0,Umbra,3,0,-80.1993,-74.2,-3,0,87,0,0,0,37
192,11.9958,-152.0475,149.8,155.62,1065,-62.7,0,BMT_CrystalCaverns,0,0,Deadstone,2,0,-64.0751,-61.3252,1.3751,0,0,0,0,0,25
193,0.0000,-145.6218,145.6,180.00,625,-54.6,0,HorrorWastes,0,0,Deadstone,2,0,-57.5993,-51.6,-3,0,0,0,0,0,25
194,-34.3737,-90.0000,90.0,214.37,866,8.4,0,AB_MycoticJungle,0,0,Stepwood,1,0.4392,-7.9854,24.7888,-16.389,0,21,0,0,0,80
195,-27.2871,-76.4733,78.0,207.95,683,19.7,0,Desert,0,0,Long Sand,2,0,6.1443,33.2585,-13.5586,0,0,0,0,0,41
196,-7.0166,-90.0000,90.0,187.02,236,13.7,0,Desert,0,0,Dew Belt,2,0,9.1102,18.2908,-4.5909,0,0,0,0,0,30
197,-13.7773,-78.0093,78.4,194.07,657,20.6,0,Desert,0,0,Dew Belt,2,0,12.9177,28.2839,-7.684,0,0,0,0,0,30
198,-13.7773,-101.9907,101.6,194.07,496,-3.5,0,AB_RockyCrags,0,0,Nightspill,2,0,-11.1823,4.1839,-7.684,0,0,0,0,0,31
199,-27.2871,-103.5267,102.0,207.95,913,-6.6,0,AB_RockyCrags,0,0,Twilight Crags,3,0,-20.1557,6.9584,-13.5586,0,0,0,0,1,69
200,-11.6394,-14.0742,18.2,220.27,584,58.5,0,ExtremeDesert,0,0,Anvil,1,0,51.7881,65.2133,-6.7134,0,0,0,0,0,81
201,0.0000,-7.0174,7.0,180.00,600,64.4,0,ExtremeDesert,0,0,Anvil,1,0,61.4,67.3994,3,0.45,0,0,0,1,81
202,11.9958,-27.9525,30.2,155.62,-350,50.1,0,Lake,1,0,Scald,1,0,43.2244,56.9742,6.8757,0,0,0,0,0,68
203,11.6394,-14.0742,18.2,139.73,611,59.4,294,AB_FeraliskInfestedJungle,0,0,Anvil,1,0.5412,52.6867,66.1119,6.7134,0,0,0,0,0,81
204,0.0000,-34.3782,34.4,180.00,-350,47.3,0,Lake,1,0,Scald,1,0,44.3,50.2993,3,0,0,0,0,0,68
205,-11.9958,-27.9525,30.2,204.38,-350,50.1,0,Lake,1,0,Scald,1,0,43.2258,56.9756,-6.8757,0.9783,0,0,0,0,68
206,47.8837,37.2141,57.7,61.33,285,38.1,0,ExtremeDesert,0,0,Glare,2,0,16.986,59.2097,21.1143,0.8924,0,0,0,0,38
207,45.3793,56.7211,67.3,50.48,764,29.1,0,Desert,0,0,Dry Marches,2,0,8.7863,49.4095,20.3139,0,0,0,0,0,51
208,35.9504,28.4299,44.6,56.72,1,47.5,0,ExtremeDesert,0,0,Glare,1,0,30.5113,64.4852,16.9889,0,0,0,0,1,38
209,23.9221,35.7468,42.1,37.21,391,47.9,0,ExtremeDesert,0,0,Glare,3,0,35.7537,60.0438,12.1465,0,0,0,0,0,38
210,22.6644,50.4835,54.0,28.43,503,39.7,0,ExtremeDesert,0,0,Glare,2,0,28.0913,51.3064,11.6089,0,0,0,0,0,38
211,32.2725,61.3370,66.1,35.74,915,29.8,0,ExtremeDesert,0,0,Dry Marches,2,0,14.2283,45.3685,15.5719,0,0,0,0,0,51
212,-45.3793,123.2789,112.7,309.52,14,-13.2,0,Desert,0,0,Sunreach,1,0,-33.5095,7.1137,-20.3139,0,0,0,0,0,29
213,-47.8837,142.7859,122.3,298.67,353,-26.9,0,Wasteland,0,0,The Verge,3,0,-48.0097,-5.786,-21.1143,0,0,0,0,0,40
214,-35.9504,151.5701,135.4,303.28,326,-43.9,0,PoisonForest,0,0,South Crags,3,0.3098,-60.8852,-26.9113,-16.9889,0,0,0,0,0,39
215,-23.9221,144.2532,137.9,322.79,474,-46.4,0,PoisonForest,0,0,Venom Wood,2,0.4118,-58.5438,-34.2537,-12.1465,0,0,0,0,0,82
216,-22.6644,129.5165,126.0,331.57,376,-30.4,0,Wasteland,0,0,Cinderdark,2,0,-42.0064,-18.7913,-11.6089,0,0,0,0,0,74
217,-32.2725,118.6630,113.9,324.26,40,-13.2,0,Desert,0,0,Sunreach,1,0,-28.7685,2.3717,-15.5719,0,0,0,0,2,29
218,-71.7908,-139.7300,103.8,258.00,765,-5.6,0,Desert,0,0,Coldshelf,1,0,-32.2587,21.0642,-26.6646,0,0,0,0,0,83
219,-59.7622,-155.6126,117.3,256.47,1155,-25.1,0,BMT_FungalForest,0,0,South Crags,2,0.298,-29.9733,-20.2257,-4.8744,0,0,0,0,0,39
220,-71.7908,139.7300,103.8,282.00,583,-5.8,0,Wasteland,0,0,Ashen Wastes,1,0,-32.4587,20.8642,-26.6646,0,0,0,0,0,57
221,-82.9290,-180.0000,97.1,270.00,654,3.7,0,Desert,0,0,Sinkground,2,0,-24.0911,31.4968,-27.7972,0,0,0,0,0,54
222,-59.7622,155.6126,117.3,283.53,633,-22.5,0,Wasteland,0,0,Ashen Wastes,2,0,-46.8665,1.8715,-24.3718,0,0,2,0,0,57
223,-55.6121,-180.0000,124.4,270.00,1007,-31.3,0,BMT_FungalForest,0,0,South Crags,3,0.2706,-35.9669,-26.6322,-4.6679,0,67,0,0,0,39
224,-82.9290,0.0000,82.9,270.00,219,18.3,0,Wasteland,0,0,Blight,1,0,-9.4911,46.0968,-27.7972,0,0,2,0,2,72
225,-71.7908,-40.2700,76.2,258.00,35,26.3,0,Desert,0,0,Long Sand,1,0,-0.3587,52.9642,-26.6646,0,0,0,0,0,41
226,-71.7908,40.2700,76.2,282.00,99,22.8,0,Desert,0,0,Thornbelt,1,0,-3.8587,49.4642,-26.6646,0,0,0,0,0,59
227,-59.7622,24.3874,62.7,283.53,409,33.0,0,Desert,0,0,Long Sand,2,0,8.6335,57.3715,-24.3718,0,0,0,0,0,41
228,-55.6121,0.0000,55.6,270.00,108,39.7,0,Desert,0,0,Kiln,2,0,16.3656,63.0392,-23.3396,0,0,0,0,0,42
229,-59.7622,-24.3874,62.7,256.47,37,37.2,0,Desert,0,0,Long Sand,1,0,12.8336,61.5715,-24.3718,0,0,0,0,2,41
230,-45.3793,56.7211,67.3,309.52,245,31.3,0,Desert,0,0,Thornbelt,2,0,10.9905,51.6137,-20.3139,0,0,0,0,0,59
231,-32.2725,61.3370,66.1,324.26,186,32.5,0,Wasteland,0,0,Cinders,3,0,16.9315,48.0717,-15.5719,0,0,2,0,0,84
232,-47.8837,37.2141,57.7,298.67,376,38.5,0,Desert,0,0,Kiln,2,0,17.3904,59.614,-21.1143,0,0,0,0,0,42
233,-35.9504,28.4298,44.6,303.28,39,49.8,0,ExtremeDesert,0,0,Kiln,1,0,32.8148,66.7887,-16.9889,0,0,0,0,1,42
234,-22.6644,50.4835,54.0,331.57,795,36.9,0,ExtremeDesert,0,0,Ashfall Range,3,0,25.2937,48.5087,-11.6089,0,0,0,0,0,28
235,-23.9221,35.7468,42.1,322.79,61,49.5,0,ExtremeDesert,0,0,Kiln,3,0,37.3562,61.6463,-12.1465,0.8505,0,0,0,0,42
236,-27.2871,103.5267,102.0,332.05,34,0.8,0,ZBiome_Badlands,0,0,Sunreach,1,0,-12.7557,14.3584,-13.5586,0,0,0,0,1,29
237,-34.3737,90.0000,90.0,325.63,14,14.0,0,AridShrubland,0,0,Damp,1,0,-2.3854,30.3888,-16.389,0,0,0,0,0,43
238,-27.2871,76.4733,78.0,332.05,10,23.4,0,Desert,0,0,Thornbelt,1,0,9.8443,36.9584,-13.5586,0,0,0,0,0,59
239,-13.7773,78.0093,78.4,345.93,36,23.3,0,ZBiome_Badlands,0,0,Grey Sea,1,0,15.6177,30.9839,-7.684,0.8215,0,0,0,1,46
240,-13.7773,101.9907,101.6,345.93,1,-0.7,0,Wasteland,0,0,Gray Crags,1,0,-8.3823,6.9839,-7.684,0,0,0,0,0,52
241,-7.0166,90.0000,90.0,352.98,8,13.7,0,Wasteland,0,0,Salt,1,0,9.1102,18.2908,-4.5909,0,13,3,0,2,85
242,0.0000,172.9826,173.0,0.00,349,-76.5,0,AB_RockyCrags,0,0,Ammonia Flats,2,0.2118,-79.5,-73.5007,3,0,0,0,0,0,26
243,-11.6394,165.9258,161.8,319.73,789,-71.9,0,AB_PropaneLakes,0,0,Umbra,2,0,-78.6119,-65.1867,-6.7134,0,0,0,0,0,37
244,11.9958,152.0475,149.8,24.38,287,-57.3,0,AB_RockyCrags,0,0,Ammonia Flats,2,0.2392,-64.1756,-50.4258,6.8757,0,0,0,0,0,26
245,11.6394,165.9258,161.8,40.27,360,-66.8,0,AB_RockyCrags,0,0,Ammonia Flats,2,0.2392,-73.5133,-60.0881,6.7134,0,0,0,0,0,26
246,-11.9958,152.0475,149.8,335.62,580,-61.0,0,AB_PropaneLakes,0,0,Deadstone,2,0,-67.8742,-54.1244,-6.8757,0,0,0,0,0,25
247,0.0000,145.6218,145.6,0.00,489,-54.3,0,HorrorWastes,0,0,Deadstone,2,0,-57.3,-51.3007,3,0,0,0,0,0,25
248,-32.2725,-118.6630,113.9,215.74,945,-21.6,0,BMT_FungalForest,0,0,Nightspill,2,0.2314,-24.7137,-18.4857,-3.1144,0,0,0,0,0,31
249,-45.3793,-123.2789,112.7,230.48,1536,-22.9,0,AB_MycoticJungle,0,0,Nightspill,3,0.3216,-43.2095,-2.5863,-20.3139,0,0,0,0,0,31
250,-47.8837,-142.7859,122.3,241.33,1166,-31.3,0,HorrorWastes,0,0,Deadstone,3,0,-52.4097,-10.186,-21.1143,0,46,0,0,1,25
251,-35.9504,-151.5702,135.4,236.72,706,-43.6,0,HorrorWastes,0,0,Deadstone,2,0,-60.5852,-26.6113,-16.9889,0,0,0,0,0,25
252,-23.9221,-144.2532,137.9,217.21,862,-48.3,0,AB_MycoticJungle,0,0,Ashwood,1,0.3098,-60.4438,-36.1537,-12.1465,0,0,0,0,0,44
253,-22.6644,-129.5165,126.0,208.43,1086,-35.6,0,AB_MycoticJungle,0,0,Ashwood,2,0.4392,-47.2063,-23.9913,-11.6089,0,0,0,0,0,44
254,-47.8837,-37.2141,57.7,241.33,69,40.7,0,ExtremeDesert,0,0,Kiln,1,0,19.5904,61.814,-21.1143,0,0,0,0,1,42
255,-45.3793,-56.7211,67.3,230.48,44,33.9,0,ExtremeDesert,0,0,Long Sand,1,0,13.5905,54.2137,-20.3139,0,0,0,0,1,41
256,-23.9221,-35.7468,42.1,217.21,267,48.4,0,BiomeCypreJungle,0,11206,Hollow Verge,3,0.3686,36.2562,60.5463,-12.1465,0,3,0,2,1,86
257,-35.9504,-28.4299,44.6,236.72,260,46.4,0,Desert,0,0,Kiln,2,0,29.4148,63.3887,-16.9889,0,0,0,0,0,42
258,-32.2725,-61.3370,66.1,215.74,422,32.1,0,ExtremeDesert,0,0,Long Sand,3,0,16.5315,47.6717,-15.5719,0,0,0,0,0,41
259,-22.6644,-50.4835,54.0,208.43,1202,36.7,417,ZBiome_Badlands,0,20.0,Dew Horn,4,0.051,25.0937,48.3087,-11.6089,0,8,0,1,1,66
260,-11.9958,27.9525,30.2,335.62,370,54.9,0,ExtremeDesert,0,0,Dune Sea,1,0,48.0258,61.7756,-6.8757,0,0,0,0,4,27
261,-11.6394,14.0742,18.2,319.73,585,63.1,0,ExtremeDesert,0,0,Anvil,1,0,56.3881,69.8133,-6.7134,0,0,0,0,0,81
262,0.0000,7.0174,7.0,0.00,618,63.7,0,AB_MechanoidIntrusion,0,0,Rust Cathedral,1,0,60.7007,66.7,-3,0.95,0,0,0,0,62
263,11.6394,14.0742,18.2,40.27,611,58.2,0,ExtremeDesert,0,0,Anvil,1,0,51.4867,64.9119,6.7134,0.45,0,0,0,3,81
264,11.9958,27.9525,30.2,24.38,33,56.2,0,ExtremeDesert,0,0,Dune Sea,2,0,49.3244,63.0742,6.8757,0,0,0,0,0,27
265,0.0000,34.3782,34.4,0.00,714,49.6,4,ExtremeDesert,0,0,Dune Sea,4,0,46.6007,52.6,-3,0,0,0,0,2,27
266,27.2871,76.4733,78.0,27.95,184,23.8,0,Desert,0,0,Salt,2,0,10.2416,37.3557,13.5586,0,0,0,0,0,85
267,34.3737,90.0000,90.0,34.37,74,13.7,0,Desert,0,0,Tallow Ground,3,0,-2.6888,30.0854,16.389,0,0,2,0,1,71
268,7.0166,90.0000,90.0,7.02,-350,14.0,0,Ocean,1,0,Grey Sea,1,0,9.4092,18.5899,4.5909,0,0,0,0,0,46
269,13.7773,78.0093,78.4,14.07,26,23.5,0,ZBiome_Badlands,0,0,Salt,2,0,15.8161,31.1823,7.684,0,0,2,0,1,85
270,27.2871,103.5267,102.0,27.95,-350,-0.4,0,SeaIce,1,0,Grey Sea,1,0,-13.9584,13.1557,13.5586,0,0,0,0,0,46
271,13.7773,101.9907,101.6,14.07,-350,0.0,0,SeaIce,1,0,Grey Sea,1,0,-7.6839,7.6823,7.684,0,0,0,0,0,46
272,53.2118,-84.0441,86.4,126.64,8,16.6,0,Wasteland,0,0,Pan,1,0,-6.0891,39.2845,22.6895,0,0,0,0,0,21
273,53.2118,-95.9559,93.6,126.64,4,9.2,0,Desert,0,0,Glass Reach,1,0,-13.4892,31.8845,22.6895,0.9061,0,0,0,0,50
274,59.6526,-101.4798,95.8,119.85,22,7.6,0,Desert,0,0,Glass Reach,2,0,-16.7458,31.9408,24.3461,0,0,0,0,0,50
275,64.3391,-90.0000,90.0,115.66,27,14.7,0,Desert,0,0,Level,1,0,-10.6696,40.0644,25.3699,0,0,0,0,2,87
276,59.6526,-78.5202,84.2,119.85,25,19.4,0,Desert,0,0,Fanground,1,0,-4.9458,43.7408,24.3461,0,0,2,0,0,70
277,59.6526,78.5202,84.2,60.15,323,17.1,0,AB_MycoticJungle,0,0,Tallow Ground,1,0.349,-7.2458,41.4408,24.3461,0,0,0,0,0,71
278,53.2118,84.0441,86.4,53.36,529,14.1,0,AB_MycoticJungle,0,0,Sporefields,1,0.349,-8.5891,36.7845,22.6895,0,0,0,0,0,22
279,64.3391,90.0000,90.0,64.34,340,12.4,0,BMT_FungalForest,0,0,Sporefields,1,0.2196,7.3261,17.4729,5.074,0,0,0,0,0,22
280,53.2118,95.9559,93.6,53.36,476,7.8,0,AB_MycoticJungle,0,0,Sporefields,1,0.4118,-14.8892,30.4845,22.6895,0,0,0,0,0,22
281,59.6526,101.4798,95.8,60.15,365,5.0,0,BMT_FungalForest,0,0,Sporefields,1,0.2706,0.1308,9.8682,4.8692,0.963,0,0,0,0,22
282,-59.6526,-101.4798,95.8,240.15,948,1.6,0,Desert,0,0,Sinkground,2,0,-22.7408,25.9458,-24.3461,0,26,2,0,0,54
283,-59.6526,-78.5202,84.2,240.15,143,17.9,0,Desert,0,0,Long Sand,2,0,-6.4407,42.2458,-24.3461,0,0,0,0,0,41
284,-53.2118,-84.0441,86.4,233.36,154,15.3,0,Desert,0,0,Pale Flats,1,0,-7.3845,37.9892,-22.6895,0,13,0,0,0,23
285,-64.3391,-90.0000,90.0,244.34,522,10.8,0,Desert,0,0,Sinkground,2,0,-14.5644,36.1696,-25.3699,0,0,0,0,0,54
286,-53.2118,-95.9559,93.6,233.36,584,6.3,0,Desert,0,0,Sinkground,2,0,-16.3845,28.9892,-22.6895,0,0,0,0,0,54
287,-53.2118,84.0441,86.4,306.64,72,17.3,0,ZBiome_Badlands,0,0,Damp,1,0,-5.3845,39.9892,-22.6895,0,0,0,0,0,43
288,-53.2118,95.9559,93.6,306.64,16,9.9,0,ZBiome_Badlands,0,0,Damp,1,0,-12.7845,32.5892,-22.6895,0,0,0,0,0,43
289,-59.6526,101.4798,95.8,299.85,1,6.2,0,AridShrubland,0,0,Damp,1,0,-18.1408,30.5458,-24.3461,0,0,0,0,0,43
290,-64.3391,90.0000,90.0,295.66,493,13.1,0,AB_RockyCrags,0,0,Scour,4,0,-12.2644,38.4696,-25.3699,0,0,2,0,1,58
291,-59.6526,78.5202,84.2,299.85,132,18.0,0,ZBiome_Badlands,0,0,Wither,1,0,-6.3407,42.3458,-24.3461,0,0,0,0,1,24
292,-29.6668,173.3562,149.7,281.48,351,-59.4,0,AB_PropaneLakes,0,0,Deadstone,2,0,-73.929,-44.8681,-14.5321,0,0,0,0,0,25
293,-36.5464,-175.5644,143.2,264.04,160,-49.9,0,HorrorWastes,0,0,Deadstone,3,0,-67.1089,-32.6876,-17.2126,0,0,0,0,1,25
294,-29.6668,-173.3562,149.7,258.52,286,-58.6,0,BMT_CrystalCaverns,0,0,Lantern Deeps,2,0,-61.5058,-55.6936,-2.9064,0,0,0,0,0,60
295,-36.5464,175.5644,143.2,275.96,305,-51.1,0,HorrorWastes,0,0,Deadstone,2,0,-68.3089,-33.8876,-17.2126,0,0,0,0,0,25
296,-25.6474,-180.0000,154.4,270.00,1116,-63.3,0,AB_RockyCrags,0,0,Umbra,3,0,-76.1727,-50.4247,-12.8755,0,0,0,0,1,37
297,36.5464,175.5644,143.2,84.04,1897,-55.3,0,AB_RockyCrags,0,0,Ammonia Flats,4,0.4,-72.5124,-38.0912,17.2126,0,0,0,0,0,26
298,29.6668,173.3562,149.7,78.52,1145,-63.2,0,AB_PropaneLakes,0,0,Ammonia Flats,2,0.3608,-77.732,-48.671,14.5321,0,0,0,0,0,26
299,25.6474,180.0000,154.4,90.00,1900,-66.8,4,AB_RockyCrags,0,0,Ammonia Flats,4,0.3804,-79.6754,-53.9273,12.8755,0,0,0,0,1,26
300,36.5464,-175.5644,143.2,95.96,1319,-56.6,0,BMT_CrystalCaverns,0,0,Ammonia Flats,3,0,-60.0425,-53.1582,3.4425,0,0,0,0,1,26
301,29.6668,-173.3562,149.7,101.48,1494,-66.4,0,BMT_CrystalCaverns,0,0,Ammonia Flats,2,0,-69.3064,-63.4942,2.9064,0,0,0,0,0,26
302,-36.5464,-4.4356,36.8,264.04,1,52.3,0,ExtremeDesert,0,0,Dune Sea,1,0,35.0912,69.5124,-17.2126,0,0,0,0,1,27
303,-29.6668,6.6438,30.3,281.48,23,58.3,0,ExtremeDesert,0,0,Dune Sea,1,0,43.771,72.832,-14.5321,0,0,0,0,1,27
304,-25.6474,0.0000,25.6,270.00,18,60.0,0,ExtremeDesert,0,0,Dune Sea,1,0,47.1273,72.8753,-12.8755,0,0,0,0,3,27
305,-36.5464,4.4356,36.8,275.96,69,52.6,0,ExtremeDesert,0,0,Dune Sea,2,0,35.3912,69.8124,-17.2126,0,0,0,0,0,27
306,-29.6668,-6.6438,30.3,258.52,1,57.0,0,ExtremeDesert,0,0,Dune Sea,1,0,42.471,71.5319,-14.5321,0,0,0,0,1,27
307,29.6668,-6.6438,30.3,101.48,65,57.3,0,Desert,0,0,Dune Sea,2,0,42.7681,71.829,14.5321,0,0,0,0,0,27
308,25.6474,0.0000,25.6,90.00,133,58.1,0,AB_MiasmicMangrove,0,0,Dune Sea,2,0.6196,45.2247,70.9727,12.8755,0,0,0,0,0,27
309,29.6668,6.6438,30.3,78.52,62,56.8,0,ExtremeDesert,0,0,Dune Sea,2,0,42.2681,71.329,14.5321,0,0,0,0,0,27
310,36.5464,-4.4356,36.8,95.96,5,53.0,0,ExtremeDesert,0,0,Dune Sea,1,0,35.7876,70.2089,17.2126,0,0,0,0,1,27
311,36.5464,4.4356,36.8,84.04,1,52.6,0,ExtremeDesert,0,0,Dune Sea,1,0,35.3876,69.8089,17.2126,0,0,0,0,3,27
312,-3.5617,53.3675,53.4,355.56,491,39.4,0,ExtremeDesert,0,0,Fall Line Barrens,2,0,35.7796,43.0212,-3.6212,0,0,0,0,0,63
313,0.0000,64.3501,64.4,0.00,1923,23.6,395,AridShrubland,0,0,Ashfall Range,4,0,20.6007,26.6,-3,0,0,0,0,3,28
314,5.7690,60.1639,60.3,6.64,568,34.3,0,ExtremeDesert,0,0,Fall Line,3,0,30.2862,38.3129,4.0138,0,0,0,0,0,73
315,-5.7690,60.1639,60.3,353.36,942,32.1,4,Desert,0,0,Ashfall Range,4,0,28.0871,36.1138,-4.0138,0,0,0,0,2,28
316,3.5617,53.3675,53.4,4.44,541,39.7,0,ExtremeDesert,0,0,Fall Line,2,0,36.0788,43.3204,3.6212,0,0,0,0,0,73
317,0.0000,115.6499,115.6,0.00,260,-18.8,0,Wasteland,0,0,Gray Crags,1,0,-21.8,-15.8007,3,0,0,0,0,0,52
318,3.5617,126.6326,126.6,4.44,415,-31.8,0,Wasteland,0,0,Cinderdark,1,0,-35.4212,-28.1796,3.6212,0,0,0,0,0,74
319,-3.5617,126.6326,126.6,355.56,601,-32.5,0,Wasteland,0,0,Cinderdark,2,0,-36.1204,-28.8788,-3.6212,0,0,0,0,0,74
320,5.7690,119.8362,119.7,6.64,494,-24.3,0,Wasteland,0,0,Sunreach,2,0,-28.3138,-20.2871,4.0138,0,0,0,0,0,29
321,-5.7690,119.8362,119.7,353.36,309,-23.4,0,Wasteland,0,0,Sunreach,2,0,-27.4129,-19.3862,-4.0138,0,0,0,0,0,29
322,0.0000,-64.3501,64.4,180.00,1228,28.4,22,ZBiome_Badlands,0,0,Dew Horn,4,0,25.4,31.3993,3,0,0,0,0,1,66
323,-5.7690,-60.1639,60.3,186.64,1062,31.9,26,ZBiome_Badlands,0,0,Dew Horn,4,0,27.8871,35.9138,-4.0138,0,0,0,0,1,66
324,-3.5617,-53.3675,53.4,184.44,788,37.0,1390,AB_FeraliskInfestedJungle,0,0,Scald Spine,4,0.5294,33.3796,40.6212,-3.6212,0,0,0,0,1,67
325,5.7690,-60.1639,60.3,173.36,431,35.5,0,ZBiome_Badlands,0,0,Dew Horn,3,0.051,31.4862,39.5129,4.0138,0,0,0,0,0,66
326,3.5617,-53.3675,53.4,175.56,322,39.4,0,AB_FeraliskInfestedJungle,0,0,Scald Spine,1,0.3804,35.7788,43.0204,3.6212,0,0,0,0,0,67
327,-3.5617,-126.6326,126.6,184.44,575,-33.3,0,AB_MycoticJungle,0,0,Blindwood,2,0.502,-36.9204,-29.6788,-3.6212,0,0,0,0,0,75
328,3.5617,-126.6326,126.6,175.56,175,-30.5,0,AB_MycoticJungle,0,0,Blindwood,2,0.5098,-34.1212,-26.8796,3.6212,0,0,0,0,0,75
329,-5.7690,-119.8362,119.7,186.64,591,-22.5,0,BMT_FungalForest,0,0,Nightspill,1,0.2784,-23.3026,-21.6973,-0.8028,0,0,0,0,0,31
330,5.7690,-119.8362,119.7,173.36,226,-15.0,0,AB_MycoticJungle,0,0,Nightspill,3,0.5608,-19.0138,-10.9871,4.0138,0,38,0,0,0,31
331,0.0000,-115.6499,115.6,180.00,-350,-8.2,0,SeaIce,1,0,Twilight Sea,1,0,-11.1993,-5.2,-3,0,37,0,0,0,35
332,43.1105,-133.6302,120.2,127.71,567,-25.9,0,AB_RockyCrags,0,0,Nightspill,2,0,-45.4573,-6.3467,19.5575,0,0,0,0,0,31
333,39.8997,-143.1129,127.9,125.67,843,-37.7,0,HorrorWastes,0,0,Deadstone,2,0,-56.1383,-19.2655,18.4386,0,0,0,0,0,25
334,31.8900,-143.6128,133.1,133.63,780,-42.8,0,HorrorWastes,0,0,Deadstone,2,0,-58.2209,-27.3823,15.4211,0,0,0,0,0,25
335,27.4125,-136.2769,129.9,143.12,762,-37.9,0,HorrorWastes,0,0,Deadstone,2,0,-51.5103,-24.2925,13.6105,0,0,0,0,0,25
336,30.2395,-127.7049,121.9,143.62,638,-27.6,0,AB_RockyCrags,0,0,Nightspill,2,0,-42.3629,-12.8402,14.7631,0,0,0,0,0,31
337,37.8411,-125.6687,117.4,136.28,1019,-24.7,0,PoisonForest,0,0,Twilight Crags,3,0.3294,-42.3924,-7.0112,17.6926,0,0,0,0,0,69
338,75.4542,-164.2857,104.0,94.02,114,-3.0,0,AB_RockyCrags,0,0,Rimewall,3,0,-30.1449,24.1393,27.1453,0,0,0,0,1,47
339,75.4542,164.2857,104.0,85.98,331,-5.5,0,AB_RockyCrags,0,0,Rimewall,3,0,-32.6449,21.6393,27.1453,0,0,0,0,1,47
340,67.6270,158.7523,110.8,81.52,567,-14.9,0,AB_RockyCrags,0,0,Rimewall,2,0,-40.8923,11.087,25.9927,0,0,0,0,0,47
341,61.9775,171.4349,117.7,85.47,653,-22.8,0,AB_MycoticJungle,0,0,Frostcaps,2,0.4314,-47.6733,2.0682,24.8737,0,0,0,0,0,32
